Date,Open_Interest,FM_Long,FM_Short,FM_Net,FM_WeeklyChange,FM_Pctile_3yr_Rolling,RM_Long,RM_Short,RM_Net,RM_WeeklyChange
2010-12-21,758336.0,79919.0,137552.0,-57633.0,-11083.0,71.43,415424.0,121564.0,293860.0,-9498.0
2010-12-28,769754.0,79279.0,141342.0,-62063.0,-4430.0,58.62,420679.0,118095.0,302584.0,8724.0
2011-01-04,776403.0,78596.0,140764.0,-62168.0,-105.0,56.67,414467.0,123586.0,290881.0,-11702.0
2011-01-11,793466.0,90395.0,145968.0,-55573.0,6595.0,83.87,410307.0,126489.0,283818.0,-7064.0
2011-01-18,810682.0,84348.0,157129.0,-72781.0,-17207.0,50.0,414927.0,121840.0,293087.0,9270.0
2011-01-25,837948.0,89207.0,163207.0,-74000.0,-1219.0,45.45,423778.0,124854.0,298924.0,5837.0
2011-02-01,855085.0,87351.0,168582.0,-81231.0,-7232.0,44.12,422984.0,129872.0,293112.0,-5812.0
2011-02-08,878168.0,85680.0,187038.0,-101358.0,-20127.0,42.86,427792.0,122613.0,305179.0,12067.0
2011-02-15,893447.0,82287.0,194947.0,-112660.0,-11301.0,33.33,428804.0,121034.0,307770.0,2591.0
2011-02-22,917177.0,85373.0,194518.0,-109145.0,3514.0,37.84,427807.0,120110.0,307697.0,-73.0
2011-03-01,946217.0,82842.0,201206.0,-118364.0,-9218.0,28.95,415559.0,124846.0,290713.0,-16985.0
2011-03-08,979528.0,86436.0,198022.0,-111586.0,6778.0,35.9,413675.0,123342.0,290333.0,-379.0
2011-03-15,1173662.0,89313.0,214699.0,-125386.0,-13800.0,20.0,421791.0,131071.0,290720.0,387.0
2011-03-22,808947.0,60224.0,176687.0,-116463.0,8923.0,31.71,419833.0,128843.0,290990.0,270.0
2011-03-29,826332.0,70757.0,190574.0,-119817.0,-3354.0,26.19,413664.0,122102.0,291562.0,572.0
2011-04-05,838763.0,77844.0,190849.0,-113005.0,6812.0,37.21,399316.0,120698.0,278618.0,-12944.0
2011-04-12,843173.0,72572.0,194363.0,-121791.0,-8786.0,22.73,402003.0,118824.0,283179.0,4560.0
2011-04-19,859929.0,70776.0,187716.0,-116940.0,4851.0,33.33,409646.0,121345.0,288301.0,5122.0
2011-04-26,872221.0,78081.0,172189.0,-94108.0,22832.0,56.52,411439.0,118054.0,293385.0,5084.0
2011-05-03,885078.0,94647.0,170013.0,-75366.0,18742.0,59.57,403571.0,114351.0,289220.0,-4165.0
2011-05-10,863175.0,82038.0,171171.0,-89133.0,-13766.0,56.25,403444.0,113535.0,289909.0,689.0
2011-05-17,870469.0,77794.0,172284.0,-94490.0,-5357.0,53.06,406142.0,120158.0,285984.0,-3924.0
2011-05-24,896257.0,80774.0,176847.0,-96073.0,-1583.0,52.0,410614.0,122425.0,288189.0,2205.0
2011-05-31,905541.0,87112.0,184285.0,-97173.0,-1100.0,50.98,405706.0,116769.0,288937.0,748.0
2011-06-07,948917.0,83317.0,194831.0,-111514.0,-14341.0,40.38,400823.0,123014.0,277809.0,-11128.0
2011-06-14,1072737.0,85520.0,189310.0,-103790.0,7724.0,49.06,407525.0,125543.0,281982.0,4174.0
2011-06-21,771574.0,68814.0,165447.0,-96633.0,7156.0,53.7,403084.0,128875.0,274209.0,-7773.0
2011-06-28,767317.0,70634.0,162756.0,-92122.0,4512.0,60.0,400133.0,124707.0,275426.0,1217.0
2011-07-05,767993.0,76677.0,156078.0,-79401.0,12719.0,64.29,389584.0,115276.0,274308.0,-1118.0
2011-07-12,795442.0,88998.0,154758.0,-65760.0,13643.0,71.93,388204.0,134851.0,253353.0,-20955.0
2011-07-19,792364.0,80779.0,153187.0,-72408.0,-6650.0,70.69,386546.0,132649.0,253897.0,544.0
2011-07-26,802406.0,79675.0,158374.0,-78699.0,-6291.0,62.71,383287.0,125080.0,258207.0,4310.0
2011-08-02,855617.0,86773.0,166673.0,-79900.0,-1201.0,60.0,380893.0,171306.0,209587.0,-48621.0
2011-08-09,1011909.0,108337.0,195677.0,-87340.0,-7440.0,57.38,390050.0,196993.0,193057.0,-16530.0
2011-08-16,977983.0,100566.0,216336.0,-115770.0,-28430.0,27.42,399140.0,200378.0,198762.0,5705.0
2011-08-23,1062071.0,91509.0,229378.0,-137869.0,-22098.0,6.35,401430.0,213749.0,187681.0,-11081.0
2011-08-30,1113795.0,93187.0,245970.0,-152783.0,-14915.0,1.56,409859.0,210888.0,198971.0,11290.0
2011-09-06,1193021.0,100804.0,245081.0,-144277.0,8508.0,6.15,406896.0,228734.0,178162.0,-20810.0
2011-09-13,1322673.0,121024.0,248472.0,-127448.0,16829.0,16.67,401617.0,234039.0,167578.0,-10583.0
2011-09-20,849368.0,67888.0,197372.0,-129484.0,-2036.0,14.93,395432.0,213679.0,181753.0,14175.0
2011-09-27,881093.0,80056.0,170647.0,-90591.0,38893.0,58.82,383032.0,243597.0,139435.0,-42318.0
2011-10-04,925564.0,83496.0,178137.0,-94641.0,-4050.0,53.62,372179.0,268429.0,103750.0,-35685.0
2011-10-11,886848.0,76210.0,174697.0,-98487.0,-3846.0,48.57,375404.0,238383.0,137021.0,33271.0
2011-10-18,892321.0,74350.0,178416.0,-104066.0,-5578.0,45.07,375948.0,227219.0,148729.0,11708.0
2011-10-25,896677.0,77493.0,174607.0,-97114.0,6952.0,51.39,367220.0,229228.0,137992.0,-10736.0
2011-11-01,859816.0,81098.0,165262.0,-84164.0,12949.0,64.38,345751.0,208442.0,137309.0,-684.0
2011-11-08,874939.0,76836.0,168790.0,-91954.0,-7790.0,59.46,356149.0,202511.0,153638.0,16330.0
2011-11-15,897885.0,80136.0,163809.0,-83673.0,8281.0,65.33,355433.0,212700.0,142733.0,-10905.0
2011-11-22,901580.0,75673.0,173413.0,-97740.0,-14068.0,47.37,355910.0,226178.0,129732.0,-13001.0
2011-11-29,902281.0,74200.0,175309.0,-101109.0,-3368.0,45.45,357475.0,212596.0,144879.0,15147.0
2011-12-06,926993.0,90972.0,156434.0,-65462.0,35647.0,79.49,348918.0,200244.0,148674.0,3795.0
2011-12-13,1023384.0,99693.0,163845.0,-64152.0,1309.0,81.01,350071.0,215366.0,134705.0,-13968.0
2011-12-20,745391.0,80101.0,134407.0,-54306.0,9846.0,93.75,352776.0,219597.0,133179.0,-1526.0
2011-12-27,764761.0,77711.0,135407.0,-57696.0,-3389.0,86.42,359822.0,211754.0,148068.0,14889.0
