Date,Open_Interest,FM_Long,FM_Short,FM_Net,FM_WeeklyChange,FM_Pctile_3yr_Rolling,RM_Long,RM_Short,RM_Net,RM_WeeklyChange
2014-12-30,677927.0,106312.0,142369.0,-36057.0,-2290.0,98.09,332974.0,114021.0,218953.0,4983.0
2015-01-06,675726.0,109828.0,133461.0,-23633.0,12424.0,99.36,319680.0,118013.0,201667.0,-17286.0
2015-01-13,671513.0,100503.0,137613.0,-37110.0,-13477.0,96.18,323607.0,118522.0,205085.0,3418.0
2015-01-20,671899.0,97427.0,134503.0,-37076.0,33.0,96.18,315513.0,119471.0,196042.0,-9043.0
2015-01-27,672635.0,93893.0,132096.0,-38203.0,-1126.0,94.27,315498.0,113184.0,202314.0,6272.0
2015-02-03,689848.0,96436.0,145844.0,-49408.0,-11204.0,85.35,308318.0,120063.0,188255.0,-14059.0
2015-02-10,703790.0,101621.0,151267.0,-49646.0,-238.0,84.71,305623.0,118584.0,187039.0,-1216.0
2015-02-17,705929.0,100257.0,149862.0,-49605.0,41.0,84.71,302455.0,113638.0,188817.0,1778.0
2015-02-24,729019.0,97542.0,153241.0,-55699.0,-6093.0,79.62,308021.0,115524.0,192497.0,3681.0
2015-03-03,754597.0,101015.0,161132.0,-60117.0,-4418.0,75.16,302292.0,119553.0,182739.0,-9758.0
2015-03-10,830808.0,105490.0,183050.0,-77560.0,-17443.0,54.78,298607.0,129162.0,169445.0,-13294.0
2015-03-17,904970.0,102112.0,167115.0,-65003.0,12557.0,71.34,306443.0,130773.0,175670.0,6226.0
2015-03-24,629452.0,77783.0,152521.0,-74738.0,-9735.0,58.6,311227.0,123697.0,187530.0,11859.0
2015-03-31,635500.0,82476.0,158629.0,-76153.0,-1415.0,56.69,297421.0,123365.0,174056.0,-13474.0
2015-04-07,643859.0,83121.0,153825.0,-70704.0,5449.0,63.06,300308.0,123216.0,177092.0,3036.0
2015-04-14,648744.0,86810.0,151064.0,-64254.0,6449.0,71.34,303046.0,123120.0,179926.0,2833.0
2015-04-21,658194.0,91073.0,145347.0,-54274.0,9980.0,79.62,300285.0,127028.0,173257.0,-6670.0
2015-04-28,667287.0,89176.0,145453.0,-56277.0,-2002.0,78.34,305025.0,127210.0,177815.0,4560.0
2015-05-05,669417.0,84194.0,154258.0,-70064.0,-13787.0,61.15,297582.0,120575.0,177007.0,-808.0
2015-05-12,674672.0,84158.0,145331.0,-61173.0,8891.0,71.97,299246.0,121359.0,177887.0,879.0
2015-05-19,683932.0,87097.0,139428.0,-52331.0,8841.0,80.89,305631.0,117433.0,188198.0,10310.0
2015-05-26,685015.0,82147.0,150257.0,-68110.0,-15779.0,61.78,300029.0,117819.0,182210.0,-5988.0
2015-06-02,699436.0,88322.0,150266.0,-61944.0,6166.0,70.7,301570.0,120145.0,181425.0,-785.0
2015-06-09,744892.0,87028.0,162674.0,-75646.0,-13702.0,51.59,288479.0,121631.0,166848.0,-14577.0
2015-06-16,818130.0,89149.0,162960.0,-73811.0,1835.0,54.14,280807.0,118910.0,161897.0,-4951.0
2015-06-23,608957.0,70110.0,164459.0,-94349.0,-20538.0,28.03,292469.0,111267.0,181202.0,19305.0
2015-06-30,624941.0,77202.0,169437.0,-92235.0,2113.0,28.66,278877.0,118149.0,160728.0,-20473.0
2015-07-07,644368.0,74479.0,167855.0,-93376.0,-1140.0,27.39,280078.0,120916.0,159162.0,-1566.0
2015-07-14,633569.0,76164.0,158549.0,-82385.0,10991.0,40.76,280105.0,119733.0,160372.0,1211.0
2015-07-21,635291.0,82431.0,161057.0,-78626.0,3759.0,44.59,282477.0,118049.0,164428.0,4056.0
2015-07-28,647180.0,90300.0,159199.0,-68899.0,9726.0,59.87,270625.0,123134.0,147491.0,-16938.0
2015-08-04,651953.0,84293.0,160107.0,-75814.0,-6915.0,49.68,264998.0,125077.0,139921.0,-7570.0
2015-08-11,671573.0,85799.0,166354.0,-80555.0,-4740.0,40.13,268732.0,127034.0,141698.0,1777.0
2015-08-18,688260.0,92831.0,165115.0,-72284.0,8271.0,54.14,269192.0,128543.0,140649.0,-1049.0
2015-08-25,782911.0,100719.0,151991.0,-51272.0,21012.0,80.89,247481.0,156020.0,91461.0,-49188.0
2015-09-01,816628.0,90408.0,169043.0,-78635.0,-27363.0,41.4,230241.0,161967.0,68274.0,-23186.0
2015-09-08,848170.0,82770.0,175720.0,-92950.0,-14314.0,22.29,228649.0,168591.0,60058.0,-8217.0
2015-09-15,921243.0,78523.0,177016.0,-98493.0,-5543.0,13.38,228415.0,168216.0,60199.0,142.0
2015-09-22,679965.0,81027.0,176375.0,-95348.0,3147.0,18.47,234596.0,179004.0,55592.0,-4607.0
2015-09-29,686659.0,90654.0,181065.0,-90411.0,4936.0,27.39,230109.0,176659.0,53450.0,-2142.0
2015-10-06,696897.0,75780.0,190476.0,-114696.0,-24286.0,1.27,250273.0,164074.0,86199.0,32750.0
2015-10-13,692719.0,73699.0,192998.0,-119299.0,-4602.0,0.64,263616.0,159680.0,103936.0,17737.0
2015-10-20,700025.0,62909.0,183184.0,-120275.0,-976.0,0.64,271926.0,160434.0,111492.0,7556.0
2015-10-27,668152.0,62346.0,168513.0,-106167.0,14108.0,5.73,277785.0,151734.0,126051.0,14560.0
2015-11-03,671878.0,60347.0,166740.0,-106393.0,-226.0,5.73,281332.0,150982.0,130350.0,4299.0
2015-11-10,689592.0,65791.0,175292.0,-109501.0,-3109.0,4.46,266540.0,151535.0,115005.0,-15345.0
2015-11-17,680871.0,66015.0,166045.0,-100030.0,9472.0,13.38,245634.0,153021.0,92613.0,-22392.0
2015-11-24,678277.0,72263.0,147687.0,-75424.0,24606.0,52.23,244521.0,152601.0,91920.0,-692.0
2015-12-01,685208.0,76721.0,144596.0,-67875.0,7549.0,62.42,242649.0,147479.0,95170.0,3250.0
2015-12-08,689577.0,86774.0,139008.0,-52234.0,15641.0,80.25,234893.0,144602.0,90291.0,-4880.0
2015-12-15,757425.0,91280.0,123851.0,-32571.0,19663.0,98.09,230409.0,151216.0,79193.0,-11097.0
2015-12-22,593654.0,73739.0,126241.0,-52502.0,-19932.0,78.85,237327.0,160769.0,76558.0,-2635.0
2015-12-29,584476.0,66512.0,126209.0,-59697.0,-7194.0,73.08,246928.0,155339.0,91589.0,15031.0
2016-01-05,612018.0,65287.0,125499.0,-60212.0,-515.0,71.34,234753.0,169171.0,65582.0,-26007.0
2016-01-12,649905.0,64766.0,119267.0,-54501.0,5712.0,77.07,233857.0,184863.0,48994.0,-16588.0
2016-01-19,681362.0,63655.0,142642.0,-78987.0,-24485.0,43.31,239326.0,193870.0,45456.0,-3537.0
2016-01-26,687081.0,74641.0,143956.0,-69315.0,9673.0,58.6,241762.0,202112.0,39650.0,-5806.0
2016-02-02,719671.0,62672.0,151413.0,-88741.0,-19427.0,34.39,248699.0,197055.0,51644.0,11995.0
2016-02-09,742952.0,67303.0,139568.0,-72265.0,16475.0,53.5,250848.0,204773.0,46075.0,-5570.0
2016-02-16,760791.0,71050.0,146777.0,-75727.0,-3462.0,48.41,251007.0,198787.0,52220.0,6146.0
2016-02-23,761112.0,70328.0,141995.0,-71667.0,4060.0,54.78,251683.0,194111.0,57572.0,5351.0
2016-03-01,776246.0,70404.0,140031.0,-69627.0,2040.0,57.32,241793.0,191022.0,50771.0,-6800.0
2016-03-08,812089.0,81335.0,150837.0,-69502.0,125.0,57.96,243775.0,203123.0,40652.0,-10119.0
2016-03-15,835103.0,83319.0,144399.0,-61080.0,8423.0,70.06,249132.0,210993.0,38139.0,-2513.0
2016-03-22,624401.0,71920.0,142223.0,-70303.0,-9223.0,55.41,255318.0,199438.0,55880.0,17741.0
2016-03-29,632054.0,73910.0,144882.0,-70972.0,-668.0,54.14,252569.0,204492.0,48077.0,-7803.0
2016-04-05,640464.0,82427.0,146345.0,-63918.0,7053.0,65.61,247285.0,202267.0,45018.0,-3057.0
2016-04-12,644744.0,78599.0,140580.0,-61981.0,1936.0,67.52,253475.0,200740.0,52735.0,7716.0
2016-04-19,647049.0,84484.0,144044.0,-59560.0,2422.0,72.61,268235.0,188573.0,79662.0,26927.0
2016-04-26,653325.0,92139.0,134827.0,-42688.0,16872.0,91.72,272214.0,195329.0,76885.0,-2776.0
2016-05-03,640333.0,85065.0,132020.0,-46955.0,-4267.0,85.35,260911.0,194776.0,66135.0,-10750.0
2016-05-10,648848.0,86161.0,138988.0,-52827.0,-5872.0,77.07,262757.0,190235.0,72522.0,6388.0
2016-05-17,644341.0,78683.0,143851.0,-65168.0,-12341.0,61.78,268765.0,192461.0,76304.0,3782.0
2016-05-24,673452.0,97963.0,161735.0,-63772.0,1396.0,63.69,280270.0,196937.0,83333.0,7029.0
2016-05-31,681779.0,94641.0,164161.0,-69520.0,-5749.0,54.78,277102.0,194962.0,82140.0,-1192.0
2016-06-07,715957.0,95427.0,181293.0,-85866.0,-16345.0,31.21,283858.0,197141.0,86717.0,4576.0
2016-06-14,774471.0,97830.0,160973.0,-63143.0,22723.0,64.33,270568.0,198756.0,71812.0,-14905.0
2016-06-21,620998.0,70838.0,144717.0,-73879.0,-10735.0,44.59,278094.0,215807.0,62287.0,-9525.0
2016-06-28,673460.0,67538.0,155860.0,-88322.0,-14443.0,29.3,262785.0,223952.0,38833.0,-23454.0
2016-07-05,689194.0,67996.0,164030.0,-96034.0,-7712.0,17.83,278741.0,217454.0,61287.0,22455.0
2016-07-12,685818.0,79707.0,153079.0,-73372.0,22662.0,47.13,280949.0,216593.0,64356.0,3068.0
2016-07-19,688835.0,80722.0,146816.0,-66094.0,7278.0,61.15,296848.0,212506.0,84342.0,19986.0
2016-07-26,688070.0,83355.0,149062.0,-65707.0,386.0,61.78,295135.0,209683.0,85452.0,1110.0
2016-08-02,683947.0,80728.0,151205.0,-70477.0,-4769.0,53.5,284946.0,204574.0,80372.0,-5080.0
2016-08-09,676437.0,76292.0,148098.0,-71806.0,-1329.0,50.32,292486.0,200683.0,91803.0,11431.0
2016-08-16,682836.0,78323.0,142910.0,-64587.0,7218.0,63.06,296235.0,203507.0,92728.0,926.0
2016-08-23,700378.0,86089.0,150677.0,-64588.0,-1.0,62.42,297793.0,198549.0,99244.0,6515.0
2016-08-30,710340.0,88286.0,142741.0,-54455.0,10133.0,76.43,297032.0,196706.0,100326.0,1083.0
2016-09-06,735322.0,86248.0,148650.0,-62402.0,-7947.0,66.24,300305.0,196994.0,103311.0,2984.0
2016-09-13,825324.0,76592.0,141017.0,-64425.0,-2023.0,61.78,284340.0,203578.0,80762.0,-22550.0
2016-09-20,641083.0,66431.0,145162.0,-78731.0,-14306.0,35.67,290667.0,203190.0,87477.0,6716.0
2016-09-27,641376.0,67699.0,152154.0,-84455.0,-5724.0,31.85,290988.0,201466.0,89522.0,2046.0
2016-10-04,659410.0,68844.0,157105.0,-88261.0,-3807.0,29.94,280179.0,199934.0,80245.0,-9279.0
2016-10-11,667013.0,70455.0,158295.0,-87840.0,421.0,30.57,278734.0,204184.0,74550.0,-5695.0
2016-10-18,665364.0,71222.0,143365.0,-72143.0,15698.0,48.41,284679.0,213281.0,71398.0,-3152.0
2016-10-25,682461.0,75360.0,152444.0,-77084.0,-4941.0,40.76,289405.0,215767.0,73638.0,2240.0
2016-11-01,681289.0,80114.0,136125.0,-56011.0,21072.0,78.34,270648.0,215347.0,55301.0,-18337.0
2016-11-08,672984.0,88458.0,121134.0,-32676.0,23335.0,97.45,265796.0,217380.0,48416.0,-6885.0
2016-11-15,667044.0,85127.0,126924.0,-41797.0,-9120.0,92.99,270330.0,212568.0,57762.0,9346.0
2016-11-22,697761.0,85264.0,130993.0,-45729.0,-3933.0,89.81,273297.0,215592.0,57705.0,-56.0
2016-11-29,707887.0,84651.0,139926.0,-55275.0,-9546.0,79.62,284375.0,218304.0,66071.0,8365.0
2016-12-06,702523.0,82989.0,129220.0,-46231.0,9043.0,90.45,269570.0,218072.0,51498.0,-14573.0
2016-12-13,779925.0,88884.0,137589.0,-48705.0,-2473.0,89.17,279709.0,209210.0,70499.0,19001.0
2016-12-20,607961.0,67988.0,115875.0,-47887.0,817.0,89.81,290258.0,205536.0,84722.0,14223.0
2016-12-27,609421.0,73144.0,112803.0,-39659.0,8228.0,93.63,284283.0,209201.0,75082.0,-9640.0
2017-01-03,628650.0,83758.0,106202.0,-22444.0,17214.0,99.36,287912.0,209891.0,78021.0,2939.0
2017-01-10,628415.0,78471.0,120400.0,-41929.0,-19485.0,91.72,295794.0,206208.0,89586.0,11565.0
2017-01-17,624477.0,71823.0,128768.0,-56945.0,-15016.0,77.07,295307.0,197207.0,98100.0,8515.0
2017-01-24,639223.0,77494.0,133301.0,-55807.0,1138.0,78.34,292964.0,189087.0,103877.0,5777.0
2017-01-31,636204.0,76719.0,128575.0,-51856.0,3951.0,84.08,295834.0,185634.0,110200.0,6323.0
2017-02-07,647479.0,72947.0,131054.0,-58107.0,-6251.0,74.52,298098.0,189463.0,108635.0,-1565.0
2017-02-14,675290.0,77846.0,125916.0,-48070.0,10037.0,87.26,300530.0,187174.0,113356.0,4720.0
2017-02-21,693015.0,76868.0,121351.0,-44483.0,3588.0,90.45,305925.0,177664.0,128261.0,14906.0
2017-02-28,717622.0,83432.0,128503.0,-45071.0,-587.0,89.81,304925.0,173848.0,131077.0,2816.0
2017-03-07,742520.0,93244.0,120935.0,-27691.0,17379.0,98.09,306351.0,173436.0,132915.0,1838.0
2017-03-14,801763.0,89702.0,129193.0,-39491.0,-11800.0,92.36,317987.0,174226.0,143761.0,10845.0
2017-03-21,622785.0,72622.0,128073.0,-55451.0,-15960.0,75.16,313697.0,187420.0,126277.0,-17483.0
2017-03-28,634041.0,77849.0,125222.0,-47373.0,8078.0,85.35,315451.0,183859.0,131592.0,5315.0
2017-04-04,625889.0,78175.0,119173.0,-40998.0,6375.0,91.08,307667.0,178178.0,129489.0,-2104.0
2017-04-11,631099.0,80993.0,120927.0,-39934.0,1064.0,91.08,306264.0,175128.0,131136.0,1647.0
2017-04-18,642634.0,83407.0,124394.0,-40987.0,-1053.0,90.45,304437.0,172932.0,131505.0,370.0
2017-04-25,653341.0,90765.0,128798.0,-38033.0,2954.0,92.99,302881.0,159374.0,143507.0,12003.0
2017-05-02,656419.0,81482.0,124678.0,-43196.0,-5163.0,86.62,311069.0,161343.0,149726.0,6219.0
2017-05-09,680155.0,85540.0,126493.0,-40953.0,2244.0,89.81,296728.0,169963.0,126765.0,-22962.0
2017-05-16,684563.0,81928.0,131181.0,-49253.0,-8300.0,78.98,297570.0,174124.0,123446.0,-3318.0
2017-05-23,691817.0,88435.0,134594.0,-46159.0,3094.0,83.44,293984.0,167944.0,126040.0,2593.0
2017-05-30,695192.0,93881.0,137075.0,-43194.0,2965.0,85.99,299202.0,169958.0,129244.0,3203.0
2017-06-06,706889.0,92911.0,138007.0,-45096.0,-1901.0,83.44,292008.0,163660.0,128348.0,-895.0
2017-06-13,785893.0,91408.0,132180.0,-40772.0,4324.0,89.81,294696.0,165348.0,129348.0,1000.0
2017-06-20,605483.0,64313.0,118394.0,-54081.0,-13309.0,70.06,308100.0,158550.0,149550.0,20202.0
2017-06-27,616094.0,72011.0,116685.0,-44674.0,9407.0,83.44,299070.0,163477.0,135593.0,-13957.0
2017-07-03,613110.0,73828.0,98432.0,-24604.0,20070.0,98.09,295738.0,168427.0,127311.0,-8281.0
2017-07-11,614457.0,75405.0,98146.0,-22741.0,1862.0,98.73,299765.0,160902.0,138863.0,11552.0
2017-07-18,631177.0,81971.0,108625.0,-26654.0,-3911.0,96.82,304919.0,160460.0,144459.0,5596.0
2017-07-25,654894.0,83858.0,113585.0,-29727.0,-3074.0,95.54,318832.0,165157.0,153675.0,9216.0
2017-08-01,668674.0,79108.0,127341.0,-48233.0,-18507.0,73.89,326664.0,165126.0,161538.0,7863.0
2017-08-08,681713.0,76392.0,130679.0,-54287.0,-6054.0,64.97,337040.0,165705.0,171335.0,9796.0
2017-08-15,695177.0,87594.0,118690.0,-31096.0,23192.0,94.9,330106.0,164654.0,165452.0,-5883.0
2017-08-22,713658.0,95086.0,116829.0,-21743.0,9352.0,99.36,324197.0,165033.0,159164.0,-6288.0
2017-08-29,731582.0,102946.0,116656.0,-13710.0,8033.0,99.36,329571.0,168613.0,160958.0,1794.0
2017-09-05,735493.0,92953.0,115559.0,-22606.0,-8896.0,97.45,324852.0,164723.0,160129.0,-829.0
2017-09-12,810813.0,92932.0,122627.0,-29695.0,-7089.0,93.63,341428.0,164441.0,176987.0,16858.0
2017-09-19,661762.0,70295.0,130332.0,-60037.0,-30342.0,52.23,363842.0,165552.0,198290.0,21303.0
2017-09-26,657752.0,71178.0,130992.0,-59814.0,223.0,52.23,350922.0,164887.0,186035.0,-12256.0
2017-10-03,650232.0,73270.0,119914.0,-46644.0,13169.0,73.89,330121.0,163897.0,166224.0,-19810.0
2017-10-10,665557.0,78794.0,120208.0,-41414.0,5230.0,81.53,329610.0,162270.0,167340.0,1115.0
2017-10-17,669706.0,79270.0,117896.0,-38626.0,2789.0,85.99,327509.0,164142.0,163367.0,-3974.0
2017-10-24,692744.0,81580.0,118544.0,-36964.0,1660.0,88.54,325035.0,163325.0,161710.0,-1656.0
2017-10-31,701203.0,83202.0,113829.0,-30627.0,6339.0,92.36,319199.0,166047.0,153152.0,-8557.0
2017-11-07,715963.0,90328.0,127753.0,-37425.0,-6798.0,85.99,314136.0,166475.0,147661.0,-5492.0
2017-11-14,720635.0,95080.0,125688.0,-30608.0,6816.0,92.36,310877.0,163387.0,147490.0,-172.0
2017-11-21,738955.0,98590.0,125230.0,-26640.0,3969.0,94.9,305927.0,163160.0,142767.0,-4723.0
2017-11-28,756344.0,99863.0,128337.0,-28474.0,-1835.0,92.99,309201.0,163761.0,145440.0,2673.0
2017-12-05,780215.0,106236.0,128540.0,-22304.0,6170.0,98.09,295351.0,159878.0,135473.0,-9968.0
2017-12-12,863122.0,89150.0,124302.0,-35152.0,-12848.0,86.62,300830.0,160804.0,140026.0,4554.0
2017-12-19,641391.0,81213.0,114159.0,-32946.0,2207.0,87.9,316447.0,161453.0,154994.0,14968.0
2017-12-26,663937.0,85425.0,116550.0,-31125.0,1821.0,89.17,315977.0,163264.0,152713.0,-2281.0
2018-01-02,662131.0,69393.0,103396.0,-34003.0,-2878.0,86.62,325756.0,163384.0,162372.0,9659.0
2018-01-09,704939.0,70378.0,125435.0,-55057.0,-21055.0,54.78,352879.0,164173.0,188706.0,26334.0
2018-01-16,719920.0,85071.0,124619.0,-39548.0,15509.0,81.53,355864.0,166194.0,189670.0,964.0
2018-01-23,753197.0,92258.0,121770.0,-29512.0,10036.0,92.99,363756.0,162238.0,201518.0,11847.0
2018-01-30,755004.0,100245.0,105870.0,-5625.0,23887.0,100.0,345036.0,156527.0,188509.0,-13009.0
2018-02-06,764134.0,90405.0,98733.0,-8328.0,-2702.0,99.36,331833.0,155497.0,176336.0,-12172.0
2018-02-13,745984.0,85290.0,99067.0,-13777.0,-5449.0,98.09,308061.0,155108.0,152953.0,-23383.0
2018-02-20,743270.0,75499.0,108621.0,-33122.0,-19346.0,84.71,322053.0,151132.0,170921.0,17967.0
2018-02-27,751478.0,76565.0,105300.0,-28735.0,4388.0,91.08,326170.0,146268.0,179902.0,8981.0
2018-03-06,744178.0,77608.0,99052.0,-21444.0,7291.0,97.45,306569.0,147962.0,158607.0,-21296.0
2018-03-13,841393.0,78465.0,108207.0,-29742.0,-8298.0,87.9,308898.0,143638.0,165260.0,6653.0
2018-03-20,584448.0,66779.0,88532.0,-21753.0,7989.0,96.18,285701.0,135265.0,150436.0,-14824.0
2018-03-27,645461.0,83659.0,80879.0,2780.0,24533.0,100.0,255565.0,139681.0,115884.0,-34552.0
2018-04-03,672875.0,85108.0,83782.0,1326.0,-1454.0,99.36,251341.0,150205.0,101136.0,-14747.0
2018-04-10,682253.0,80263.0,85244.0,-4981.0,-6307.0,98.73,246082.0,141400.0,104682.0,3545.0
2018-04-17,679003.0,79619.0,86419.0,-6800.0,-1820.0,97.45,265940.0,143601.0,122339.0,17656.0
2018-04-24,685976.0,83497.0,81015.0,2482.0,9282.0,99.36,260777.0,142725.0,118052.0,-4287.0
2018-05-01,680823.0,84808.0,65861.0,18947.0,16466.0,100.0,250532.0,154077.0,96455.0,-21596.0
2018-05-08,696497.0,73573.0,72049.0,1524.0,-17424.0,98.09,248621.0,159868.0,88753.0,-7702.0
2018-05-15,710995.0,73897.0,74097.0,-200.0,-1724.0,96.82,251250.0,163849.0,87401.0,-1353.0
2018-05-22,731490.0,73707.0,76146.0,-2439.0,-2240.0,96.18,257946.0,183254.0,74692.0,-12708.0
2018-05-29,758381.0,76097.0,84834.0,-8737.0,-6297.0,92.99,254390.0,188975.0,65415.0,-9278.0
2018-06-05,764297.0,69296.0,77076.0,-7780.0,957.0,93.63,262001.0,188782.0,73219.0,7805.0
2018-06-12,808289.0,72399.0,81649.0,-9250.0,-1470.0,91.72,278793.0,186978.0,91815.0,18595.0
2018-06-19,584145.0,64466.0,82099.0,-17633.0,-8383.0,89.81,294696.0,183968.0,110728.0,18913.0
2018-06-26,592189.0,71037.0,85934.0,-14897.0,2736.0,89.81,278646.0,190289.0,88357.0,-22371.0
2018-07-03,591994.0,65397.0,79632.0,-14235.0,663.0,89.81,275559.0,191864.0,83695.0,-4662.0
2018-07-10,603377.0,64000.0,85665.0,-21665.0,-7430.0,87.26,282646.0,187590.0,95056.0,11361.0
2018-07-17,617923.0,66372.0,92386.0,-26014.0,-4350.0,82.17,282273.0,187652.0,94621.0,-434.0
2018-07-24,618863.0,68900.0,94628.0,-25728.0,287.0,82.17,277990.0,187013.0,90977.0,-3644.0
2018-07-31,615259.0,67770.0,83216.0,-15446.0,10281.0,88.54,273244.0,188958.0,84286.0,-6692.0
2018-08-07,631017.0,68888.0,92792.0,-23904.0,-8457.0,82.17,279316.0,188170.0,91146.0,6860.0
2018-08-14,628840.0,69782.0,90811.0,-21029.0,2875.0,87.26,272900.0,187295.0,85605.0,-5541.0
2018-08-21,632271.0,67542.0,98345.0,-30803.0,-9773.0,71.97,276040.0,187532.0,88508.0,2903.0
2018-08-28,646116.0,68281.0,98897.0,-30616.0,187.0,72.61,285061.0,178469.0,106592.0,18084.0
2018-09-04,648498.0,57027.0,99386.0,-42359.0,-11743.0,56.05,286995.0,170071.0,116924.0,10332.0
2018-09-11,653358.0,55989.0,97582.0,-41593.0,765.0,57.32,285319.0,164260.0,121059.0,4135.0
2018-09-18,726708.0,46783.0,88798.0,-42015.0,-422.0,55.41,298056.0,165095.0,132961.0,11902.0
2018-09-25,579634.0,37725.0,87414.0,-49689.0,-7673.0,42.68,311899.0,157675.0,154224.0,21263.0
2018-10-02,590542.0,40673.0,83248.0,-42575.0,7114.0,54.14,311059.0,157539.0,153520.0,-703.0
2018-10-09,611580.0,45865.0,77897.0,-32032.0,10544.0,69.43,293335.0,161344.0,131991.0,-21529.0
2018-10-16,627161.0,59370.0,63365.0,-3995.0,28035.0,95.54,263905.0,176118.0,87787.0,-44205.0
2018-10-23,634547.0,70716.0,78149.0,-7433.0,-3437.0,92.99,249043.0,176977.0,72066.0,-15722.0
2018-10-30,651135.0,78152.0,76831.0,1321.0,8753.0,96.82,234431.0,178684.0,55747.0,-16319.0
2018-11-06,642723.0,61745.0,76356.0,-14611.0,-15931.0,87.26,242467.0,177852.0,64615.0,8869.0
2018-11-13,648679.0,57644.0,79878.0,-22234.0,-7622.0,81.53,251745.0,171114.0,80631.0,16015.0
2018-11-20,668984.0,61711.0,69015.0,-7304.0,14930.0,92.36,245924.0,172785.0,73139.0,-7491.0
2018-11-27,667115.0,65123.0,71188.0,-6065.0,1239.0,92.99,243211.0,169324.0,73887.0,748.0
2018-12-04,681655.0,61719.0,77112.0,-15393.0,-9328.0,84.71,242667.0,156733.0,85934.0,12047.0
2018-12-11,693855.0,72862.0,68764.0,4098.0,19491.0,99.36,232841.0,167882.0,64959.0,-20975.0
2018-12-18,709900.0,80565.0,63132.0,17433.0,13335.0,99.36,232184.0,168240.0,63944.0,-1016.0
2018-12-24,588676.0,88617.0,56840.0,31777.0,14344.0,100.0,255424.0,152732.0,102692.0,38748.0
2018-12-31,575768.0,59873.0,55615.0,4258.0,-27519.0,98.09,260710.0,140469.0,120241.0,17550.0
2019-01-08,573742.0,47599.0,54769.0,-7170.0,-11427.0,89.17,261752.0,134838.0,126914.0,6673.0
2019-01-15,585987.0,45443.0,63257.0,-17814.0,-10644.0,79.62,261757.0,135310.0,126447.0,-467.0
2019-01-22,595185.0,51212.0,67577.0,-16365.0,1448.0,80.25,257347.0,131300.0,126047.0,-399.0
2019-01-29,599443.0,55291.0,64680.0,-9389.0,6976.0,84.71,250979.0,127462.0,123517.0,-2530.0
2019-02-05,592490.0,45860.0,74699.0,-28839.0,-19450.0,65.61,247016.0,130459.0,116557.0,-6960.0
2019-02-12,591539.0,42009.0,66769.0,-24760.0,4079.0,70.06,246106.0,136934.0,109172.0,-7384.0
2019-02-19,589295.0,39247.0,69719.0,-30472.0,-5712.0,61.78,245875.0,138430.0,107445.0,-1726.0
2019-02-26,603122.0,41995.0,75377.0,-33382.0,-2910.0,54.78,256609.0,130509.0,126100.0,18655.0
2019-03-05,571144.0,46771.0,77462.0,-30691.0,2691.0,59.24,255679.0,127714.0,127965.0,1865.0
2019-03-12,620260.0,43686.0,70626.0,-26940.0,3751.0,66.88,258648.0,121869.0,136779.0,8814.0
2019-03-19,520024.0,40446.0,77158.0,-36712.0,-9772.0,51.59,278096.0,125293.0,152803.0,16024.0
2019-03-26,526058.0,45050.0,69708.0,-24658.0,12055.0,70.06,271531.0,119075.0,152456.0,-347.0
2019-04-02,533116.0,43609.0,76874.0,-33265.0,-8608.0,52.87,274615.0,119906.0,154709.0,2253.0
2019-04-09,540171.0,45296.0,77523.0,-32227.0,1038.0,54.78,274617.0,115936.0,158681.0,3973.0
2019-04-16,559143.0,46949.0,80545.0,-33596.0,-1369.0,50.96,282487.0,115729.0,166758.0,8077.0
2019-04-23,575717.0,51407.0,75699.0,-24292.0,9303.0,70.7,282108.0,120065.0,162043.0,-4715.0
2019-04-30,571216.0,49586.0,67011.0,-17425.0,6868.0,78.98,282130.0,121678.0,160452.0,-1590.0
2019-05-07,568612.0,48261.0,65288.0,-17027.0,397.0,78.98,275432.0,121426.0,154006.0,-6446.0
2019-05-14,571543.0,48584.0,74155.0,-25571.0,-8544.0,66.88,268819.0,124160.0,144659.0,-9348.0
2019-05-21,571843.0,46476.0,75025.0,-28549.0,-2978.0,61.78,268270.0,126169.0,142101.0,-2557.0
2019-05-28,581858.0,50619.0,74346.0,-23727.0,4822.0,70.06,269658.0,128933.0,140725.0,-1376.0
2019-06-04,581678.0,60620.0,74944.0,-14324.0,9403.0,82.17,273738.0,130265.0,143473.0,2748.0
2019-06-11,586932.0,46737.0,84176.0,-37439.0,-23114.0,42.68,287140.0,125144.0,161996.0,18523.0
2019-06-18,663913.0,45931.0,88833.0,-42902.0,-5462.0,31.21,289401.0,127222.0,162179.0,182.0
2019-06-25,516250.0,31292.0,77703.0,-46411.0,-3510.0,24.84,303730.0,119132.0,184598.0,22420.0
2019-07-02,532421.0,35799.0,86879.0,-51080.0,-4670.0,19.11,303123.0,120473.0,182650.0,-1948.0
2019-07-09,538672.0,32616.0,86826.0,-54210.0,-3130.0,17.2,308384.0,124023.0,184361.0,1711.0
2019-07-16,556903.0,35293.0,88757.0,-53464.0,746.0,17.83,317082.0,122600.0,194482.0,10122.0
2019-07-23,557604.0,36889.0,78492.0,-41603.0,11862.0,34.39,307791.0,125880.0,181911.0,-12570.0
2019-07-30,558588.0,35741.0,78711.0,-42970.0,-1368.0,29.94,306123.0,124668.0,181455.0,-456.0
