Date,Close,High,Low,Open,Volume
2002-10-25,13.010000228881836,13.149999618530272,12.850000381469728,13.0,13965800
2002-10-28,13.010000228881836,13.050000190734863,12.960000038146973,13.010000228881836,5505900
2002-10-29,12.640000343322754,13.010000228881836,12.039999961853027,13.0,2235800
2002-10-30,12.5,12.619999885559082,12.130000114440918,12.609999656677246,905800
2002-10-31,12.609999656677246,13.020000457763672,12.5,12.5600004196167,298900
2002-11-01,12.609999656677246,12.699999809265137,12.56999969482422,12.59000015258789,268800
2002-11-04,12.90999984741211,12.949999809265137,12.649999618530272,12.65999984741211,1307600
2002-11-05,13.020000457763672,13.239999771118164,12.890000343322754,12.90999984741211,2384700
2002-11-06,13.0,13.199999809265137,13.0,13.029999732971191,204300
2002-11-07,13.050000190734863,13.15999984741211,12.359999656677246,13.079999923706056,724200
2002-11-08,12.93000030517578,13.029999732971191,12.829999923706056,13.020000457763672,106400
2002-11-11,12.710000038146973,13.0,12.649999618530272,13.0,110500
2002-11-12,11.960000038146973,12.739999771118164,11.859999656677246,12.729999542236328,540700
2002-11-13,11.100000381469728,12.09000015258789,10.760000228881836,12.050000190734863,685600
2002-11-14,11.09000015258789,11.25,10.880000114440918,11.130000114440918,462800
2002-11-15,11.550000190734863,11.5600004196167,11.079999923706056,11.100000381469728,460700
2002-11-18,12.18000030517578,13.050000190734863,11.56999969482422,11.579999923706056,325400
2002-11-19,12.600000381469728,12.800000190734863,12.020000457763672,12.359999656677246,211400
2002-11-20,12.40999984741211,12.600000381469728,12.229999542236328,12.5600004196167,92700
2002-11-21,12.850000381469728,12.850000381469728,12.539999961853027,12.539999961853027,91300
2002-11-22,12.649999618530272,12.859999656677246,12.5,12.850000381469728,55300
2002-11-25,12.93000030517578,13.0,12.65999984741211,12.800000190734863,111000
2002-11-26,12.739999771118164,12.9399995803833,12.739999771118164,12.9399995803833,59300
2002-11-27,12.5,12.899999618530272,12.5,12.899999618530272,94300
2002-11-29,12.81999969482422,12.890000343322754,12.600000381469728,12.779999732971191,35400
2002-12-02,12.40999984741211,12.949999809265137,12.350000381469728,12.9399995803833,93600
2002-12-03,12.369999885559082,12.5,12.3100004196167,12.5,31100
2002-12-04,12.600000381469728,12.600000381469728,12.3100004196167,12.449999809265137,42300
2002-12-05,13.279999732971191,13.300000190734863,12.760000228881836,12.850000381469728,366100
2002-12-06,13.18000030517578,13.380000114440918,12.989999771118164,13.149999618530272,129300
2002-12-09,13.0,13.300000190734863,12.869999885559082,13.289999961853027,106900
2002-12-10,13.0,13.1899995803833,12.93000030517578,13.0,48300
2002-12-11,13.25,13.390000343322754,13.020000457763672,13.100000381469728,189700
2002-12-12,13.739999771118164,13.800000190734863,13.270000457763672,13.390000343322754,361400
2002-12-13,13.600000381469728,14.390000343322754,13.529999732971191,13.720000267028809,615500
2002-12-16,13.68000030517578,14.06999969482422,13.65999984741211,13.739999771118164,170900
2002-12-17,13.479999542236328,13.90999984741211,13.3100004196167,13.90999984741211,95100
2002-12-18,13.31999969482422,13.59000015258789,13.0600004196167,13.5,110800
2002-12-19,12.75,13.5,12.5,13.5,233700
2002-12-20,13.079999923706056,13.399999618530272,12.6899995803833,12.789999961853027,134900
2002-12-23,13.449999809265137,13.59000015258789,13.010000228881836,13.09000015258789,65300
2002-12-24,13.510000228881836,13.90999984741211,13.31999969482422,13.600000381469728,52300
2002-12-26,13.25,13.65999984741211,12.960000038146973,13.65999984741211,16300
