Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Divergence Start/End (Date and Price [$]),Divergence Duration (days) (Max/Min/Avg),"Sigmashell, Success Rate of Past Analysis [%]",Spread,"Divergence observed with, Signal Type","Divergence Start (Date, Price)"
FRACTAL TRACK,"AIA.NZ, Long, 2026-04-19 (Price: 8.18)",No Exit Yet,"1.22%, 1.2 month","93.75%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-04-19",Already confirmed,"2026-05-26 (Price: 8.28), 1.22% above",1.2 month,8.25,Upmove Bounce Back,78.6% (Price: 7.7534),6.79% above,"2025-07-20 (Price: 7.365), 2026-03-01 (Price: 9.18)",20.53%/2.63%/14.41%,"4.23%, 18.81%",2.3 years/2.1 months/1.1 year,2029-07-29/2026-07-19/2027-11-13,8.91%,4.78%,4.13%,0.79,0.23,8.571/9.3587/9.27/8.953/11.1706/12.8535/No EMA 200 Target,7.97/7.0/7.3934/6.6643/No F-Track Level/No F-Track Level/8.14,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"FRW.NZ, Long, 2026-04-19 (Price: 12.25)",No Exit Yet,"7.35%, 1.2 month","100.0%, Past 20 years, 14","Weekly, was CONFIRMED on 2026-04-19",Already confirmed,"2026-05-26 (Price: 13.15), 7.35% above",1.2 month,12.92,Upmove Bounce Back,23.66% (Price: 12.0583),9.05% above,"2003-10-19 (Price: 1.76), 2026-02-15 (Price: 15.25)",20.66%/2.33%/13.82%,"0%, 39.81%",3.7 years/3.7 months/1.1 year,2031-07-31/2026-09-26/2027-11-13,9.27%,4.4%,4.87%,1.81,0.2,12.4938/13.9429/20.34/14.94/16.2179/21.849/13.39,10.0/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BDL.NS, Long, 2026-04-19 (Price: 1380.7)",No Exit Yet,"-3.68%, 1.2 month","85.71%, Past 8 years, 7","Weekly, was CONFIRMED on 2026-04-19",Already confirmed,"2026-05-26 (Price: 1329.9), 3.68% below",1.2 month,1316.0,Upmove Bounce Back,61.8% (Price: 1079.0012),23.25% above,"2023-10-29 (Price: 450.0), 2025-06-01 (Price: 2096.6001)",25.67%/16.13%/20.09%,"7.93%, 41.95%",5.8 months/1.6 month/3.9 months,2026-12-27/2026-06-27/2026-10-05,11.07%,18.53%,-7.46%,0.58,0.79,1554.3921/1658.0826/2368.66/1627.1/2336.9032/2616.0038/1431.58,1136.9/184.5375/1355.4768/1101.1152/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BRK-B, Long, 2026-04-12 (Price: 479.9)",No Exit Yet,"0.78%, 1.5 month","95.65%, Past 20 years, 23","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-26 (Price: 483.62), 0.78% above",1.5 month,475.66,Upmove Bounce Back,61.8% (Price: 478.7441),1.02% above,"2025-08-10 (Price: 455.19), 2025-11-30 (Price: 516.85)",19.45%/0.58%/14.32%,"0.28%, 26.48%",2.7 years/2.3 months/8.9 months,2030-02-17/2026-07-20/2027-05-03,11.09%,7.45%,3.64%,1.52,0.41,518.6279/548.6217/516.9/512.2133/630.85/709.9376/490.36,468.49/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"FXI, Long, 2026-04-12 (Price: 36.25)",No Exit Yet,"-1.38%, 1.5 month","94.44%, Past 20 years, 18","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-26 (Price: 35.75), 1.38% below",1.5 month,35.34,Upmove Bounce Back,38.2% (Price: 33.9245),5.38% above,"2024-01-28 (Price: 20.86), 2025-10-05 (Price: 42.0)",20.93%/0.55%/14.97%,"1.3%, 33.51%",4.3 years/2.3 months/1.8 year,2032-06-01/2026-07-20/2028-11-05,9.45%,1.08%,8.37%,0.97,0.04,37.5622/41.6766/48.93/42.105/90.5742/95.3274/38.56,34.85/20.865/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"GLD, Long, 2026-04-12 (Price: 437.13)",No Exit Yet,"-5.29%, 1.5 month","90.91%, Past 20 years, 11","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-26 (Price: 414.0), 5.29% below",1.5 month,428.87,Upmove Bounce Back,23.66% (Price: 398.8103),3.81% above,"2005-02-13 (Price: 41.02), 2026-02-01 (Price: 509.7)",18.81%/2.16%/13.22%,"1.62%, 41.35%",8.4 years/3.5 months/3.7 years,2038-04-09/2026-09-11/2031-07-24,2.32%,6.39%,-4.07%,-0.13,0.37,471.6633/494.9186/718.34/No Horizontal Resistance/520.3579/624.146/No EMA 200 Target,413.38/150.8/424.4974/381.6561/No F-Track Level/No F-Track Level/400.62,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"EFN.TO, Long, 2026-04-12 (Price: 32.09)",No Exit Yet,"-13.06%, 1.5 month","90.0%, Past 20 years, 10","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-05-26 (Price: 27.9), 13.06% below",1.5 month,30.62,Upmove Bounce Back,23.66% (Price: 29.9672),6.9% below,"2018-03-18 (Price: 3.21), 2025-11-02 (Price: 38.26)",27.12%/15.11%/17.81%,"4.16%, 79.1%",4.3 years/2.6 months/1 year,2032-06-01/2026-08-02/2027-09-15,7.3%,9.59%,-2.29%,0.41,0.48,35.7836/37.8052/53.12/34.925/45.1741/70.5281/34.5,30.11/12.67/29.5041/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"XLU, Long, 2026-04-05 (Price: 46.34)",No Exit Yet,"-2.18%, 1.7 month","100.0%, Past 20 years, 21","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-05-26 (Price: 45.33), 2.18% below",1.7 month,46.17,Upmove Bounce Back,23.66% (Price: 44.8922),0.98% above,"2025-04-13 (Price: 35.51), 2026-03-01 (Price: 47.8)",18.94%/4.73%/14.27%,"0%, 42.71%",6.5 years/4.2 months/1.3 year,2035-07-16/2026-10-04/2028-02-11,10.6%,3.87%,6.73%,1.88,0.16,47.7163/52.9527/53.71/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.51/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/44.42,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"NFLX, Long, 2026-03-15 (Price: 95.31)",No Exit Yet,"-8.01%, 2.4 months","100.0%, Past 20 years, 12","Weekly, was CONFIRMED on 2026-03-15",Already confirmed,"2026-05-26 (Price: 87.68), 8.01% below",2.4 months,97.7,Upmove Bounce Back,50% (Price: 75.193),16.61% above,"2022-05-15 (Price: 16.271), 2025-07-06 (Price: 134.115)",29.59%/15.11%/21.13%,"-0.0%, 70.87%",2.7 years/21 days/10 months,2030-01-20/2026-04-14/2027-05-23,16.94%,20.5%,-3.56%,1.94,0.85,116.9454/115.449/166.02/No Horizontal Resistance/139.352/152.4292/101.73,76.87/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"CEN.NZ, Long, 2026-03-08 (Price: 9.4)",No Exit Yet,"-0.53%, 2.6 months","84.62%, Past 20 years, 13","Weekly, was CONFIRMED on 2026-03-08",Already confirmed,"2026-05-26 (Price: 9.35), 0.53% below",2.6 months,9.25,Upmove Bounce Back,38.2% (Price: 9.1207),2.51% above,"2024-09-29 (Price: 7.86), 2025-11-30 (Price: 9.9)",20.53%/10.13%/16.11%,"6.36%, 45.18%",11.3 years/6.5 months/3.9 years,2042-04-25/2026-12-15/2031-10-01,3.06%,1.18%,1.88%,-0.01,-0.02,9.7638/10.9143/10.62/9.85/11.2606/15.4512/No EMA 200 Target,9.25/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/9.33,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"RELIANCE.NS, Long, 2026-02-22 (Price: 1419.4)",No Exit Yet,"-4.45%, 3.1 months","91.3%, Past 20 years, 23","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-05-26 (Price: 1356.3), 4.45% below",3.1 months,1420.1,Upmove Bounce Back,23.66% (Price: 1325.1633),2.35% above,"2020-03-29 (Price: 400.3177), 2026-01-11 (Price: 1611.8)",23.63%/4.72%/16.53%,"1.69%, 20.86%",2.6 years/14 days/6.7 months,2029-11-08/2026-03-14/2026-12-10,15.03%,9.05%,5.98%,1.32,0.46,1515.9192/1654.0268/2146.29/1610.3/1879.7264/2065.5547/1429.86,1386.1/1006.0696/1375.0525/1288.3015/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"EFN.TO, Long, 2026-02-08 (Price: 35.44)",No Exit Yet,"-21.28%, 3.6 months","90.0%, Past 20 years, 10","Weekly, was CONFIRMED on 2026-02-08",Already confirmed,"2026-05-26 (Price: 27.9), 21.28% below",3.6 months,34.42,Upmove Bounce Back,38.2% (Price: 33.1947),15.95% below,"2025-02-09 (Price: 25.0), 2025-11-02 (Price: 38.26)",27.12%/15.11%/17.81%,"4.16%, 79.1%",4.3 years/2.6 months/1 year,2032-03-30/2026-05-31/2027-07-14,7.3%,9.59%,-2.29%,0.41,0.48,39.5191/41.7519/43.4/No Horizontal Resistance/45.1741/70.5281/No EMA 200 Target,34.35/12.67/29.5041/No stop loss/No F-Track Level/No F-Track Level/34.5,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BABA, Long, 2026-01-25 (Price: 173.23)",No Exit Yet,"-25.26%, 4 months","100.0%, Past 11 years, 9","Weekly, was CONFIRMED on 2026-01-25",Already confirmed,"2026-05-26 (Price: 129.47), 25.26% below",4 months,161.83,Upmove Bounce Back,38.2% (Price: 144.5227),10.42% below,"2024-01-28 (Price: 66.63), 2025-10-05 (Price: 192.67)",32.92%/16.45%/22.55%,"-0.0%, 31.31%",1.2 year/1.6 month/5.5 months,2027-10-12/2026-04-04/2026-09-20,16.77%,2.08%,14.69%,1.15,0.18,189.7042/212.2934/248.85/No Horizontal Resistance/399.1612/524.2534/No EMA 200 Target,149.79/67.495/144.416/No stop loss/No F-Track Level/No F-Track Level/149.54,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"KWEB, Long, 2026-01-18 (Price: 35.71)",No Exit Yet,"-23.66%, 4.3 months","100.0%, Past 12 years, 9","Weekly, was CONFIRMED on 2026-01-18",Already confirmed,"2026-05-26 (Price: 27.26), 23.66% below",4.3 months,36.765,Upmove Bounce Back,38.2% (Price: 33.3776),18.33% below,"2022-10-30 (Price: 17.22), 2025-10-05 (Price: 43.365)",30.12%/15.07%/18.79%,"-0.0%, 42.44%",2.3 years/1.6 month/9.6 months,2029-04-29/2026-03-28/2027-03-11,12.25%,0.44%,11.81%,1.18,0.07,No Target/42.4199/51.4/54.865/112.1402/127.8094/No EMA 200 Target,34.83/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/35.02,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BDL.NS, Long, 2026-01-04 (Price: 1495.0)",No Exit Yet,"-11.04%, 4.7 months","85.71%, Past 8 years, 7","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-05-26 (Price: 1329.9), 11.04% below",4.7 months,1498.0,Upmove Bounce Back,38.2% (Price: 1323.4512),0.49% above,"2020-03-29 (Price: 72.65), 2025-06-01 (Price: 2096.6001)",25.67%/16.13%/20.09%,"7.93%, 41.95%",5.8 months/1.6 month/3.9 months,2026-09-13/2026-03-14/2026-06-22,11.07%,18.53%,-7.46%,0.58,0.79,1683.071/1795.3455/2709.37/1643.7/2355.3598/2625.1645/No EMA 200 Target,1373.1/184.5375/1479.6462/1355.4768/No F-Track Level/No F-Track Level/1431.58,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
