Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"UBER, Long, 2026-06-15 (Price: 72.85)",No Exit Yet,"-2.66%, 2 days","90.0%, Past 6 years, 20","Daily, is Confirmed on 2026-06-15",No Cancellation Possible,"2026-06-17 (Price: 70.91), 2.66% below",2 days,70.62,No Information,No Information,No Information,No Information,No Information,No Information,17.75%/0.15%/6.91%,"15.49%, 17.05%",28 days/2 days/10 days,2026-07-25/2026-06-17/2026-06-29,23.09%,10.51%,12.58%,0.65,0.52,78.5687/77.8839/76.49/81.69/110.4084/115.0083/82.18,No Recent Minima/34.6025/63.3753/49.8327/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
OSCILLATOR DELTA,"NFLX, Long, 2026-06-15 (Price: 81.67)",No Exit Yet,"-5.77%, 2 days","80.95%, Past 6 years, 21","Daily, is Confirmed on 2026-06-15",No Cancellation Possible,"2026-06-17 (Price: 76.96), 5.77% below",2 days,80.615,No Information,No Information,No Information,No Information,No Information,No Information,23.78%/0.79%/7.14%,"35.12%, 35.12%",1.2 month/2 days/14 days,2026-08-06/2026-06-17/2026-07-05,10.76%,8.49%,2.27%,0.2,0.45,85.4595/87.5012/87.39/107.7/139.352/152.4292/98.57,No Recent Minima/34.8663/77.567/72.1834/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
OSCILLATOR DELTA,"RELIANCE.NS, Long, 2026-06-15 (Price: 1307.0)",No Exit Yet,"1.97%, 2 days","95.0%, Past 6 years, 20","Daily, is Confirmed on 2026-06-15",No Cancellation Possible,"2026-06-17 (Price: 1332.7), 1.97% above",2 days,1315.3,No Information,No Information,No Information,No Information,No Information,No Information,13.75%/0.08%/3.14%,"11.14%, 12.26%",4 months/2 days/23 days,2026-12-05/2026-06-17/2026-07-18,11.49%,9.08%,2.41%,0.46,0.51,1373.0035/1348.0398/1489.98/1610.3/1879.7264/2065.5547/1422.75,No Recent Minima/1016.3918/1288.3015/1032.6763/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-06-15 (Price: 112.55)",No Exit Yet,"-4.54%, 2 days","85.71%, Past 4 years, 14","Daily, was CONFIRMED on 2026-06-15",Already confirmed,"2026-06-17 (Price: 107.44), 4.54% below",2 days,112.66,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/1.81%/6.36%,"17.99%, 17.99%",1.2 month/1 day/16 days,2026-08-06/2026-06-16/2026-07-08,12.7%,-7.18%,19.88%,0.41,-0.05,125.3694/119.7082/122.54/181.595/399.1612/524.2534/149.34,103.83/67.495/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
DELTADRIFT,"BYDDY, Long, 2026-06-15 (Price: 10.94)",No Exit Yet,"-4.94%, 2 days","75.0%, Past 4 years, 12","Daily, was CONFIRMED on 2026-06-15",Already confirmed,"2026-06-17 (Price: 10.4), 4.94% below",2 days,10.94,No Information,No Information,No Information,No Information,No Information,No Information,42.06%/3.25%/9.48%,"19.69%, 23.05%",28 days/5 days/13 days,2026-07-25/2026-06-22/2026-07-03,9.52%,10.73%,-1.21%,0.19,0.52,12.3753/11.9771/12.18/14.0754/17.0759/19.2153/12.78,No Recent Minima/7.1633/9.6555/8.3057/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"XLF, Long, 2026-06-14 (Price: 53.34)",No Exit Yet,"1.33%, 3 days","93.75%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 54.05), 1.33% above",3 days,52.24,No Information,No Information,No Information,No Information,No Information,3.35% above/2.72% above/1.33% above,8.36%/2.64%/5.25%,"8.87%, 39.33%",1.2 year/28 days/3.8 months,2028-02-29/2026-07-24/2026-11-26,3.81%,6.71%,-2.9%,0.58,0.36,57.4472/56.1404/55.25/No Horizontal Resistance/70.6138/110.4396/No EMA 200 Target,47.81/30.1167/45.9996/No stop loss/No F-Track Level/No F-Track Level/52.55,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-06-14 (Price: 149.61)",No Exit Yet,"0.63%, 3 days","95.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 150.56), 0.63% above",3 days,145.79,No Information,No Information,No Information,No Information,No Information,2.74% above/1.27% above/0.63% above,10.46%/1.7%/4.36%,"12.19%, 24.03%",1 year/28 days/4.2 months,2027-11-17/2026-07-24/2026-12-13,6.03%,3.67%,2.36%,0.38,0.13,157.7338/156.133/160.19/179.4533/186.6499/209.3631/No EMA 200 Target,141.57/137.0167/140.2317/117.5404/No F-Track Level/No F-Track Level/149.09,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"TFII.TO, Long, 2026-06-14 (Price: 224.37)",No Exit Yet,"-8.93%, 3 days","95.83%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 204.34), 8.93% below",3 days,223.03,No Information,No Information,No Information,No Information,No Information,8.93% below/8.93% below/8.93% below,21.06%/2.82%/14.8%,"26.87%, 44.49%",1.5 year/1.2 month/3.9 months,2028-08-04/2026-08-05/2026-11-30,14.81%,12.36%,2.45%,1.07,0.63,247.0762/257.5768/345.2/No Horizontal Resistance/No Target/280.6304/No EMA 200 Target,135.82/115.2/181.8381/150.2411/No F-Track Level/No F-Track Level/153.02,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"EIF.TO, Long, 2026-06-14 (Price: 128.97)",No Exit Yet,"-0.25%, 3 days","100.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 128.65), 0.25% below",3 days,121.61,No Information,No Information,No Information,No Information,No Information,0.25% below/0.25% below/0.25% below,10.64%/2.68%/6.53%,"-0.0%, 42.92%",1.7 year/1.2 month/3.9 months,2028-11-16/2026-08-05/2026-11-30,6.52%,7.35%,-0.83%,1.96,0.38,137.1209/137.3917/190.38/No Horizontal Resistance/131.8678/156.4734/No EMA 200 Target,47.67/38.41/99.9144/88.2789/No F-Track Level/No F-Track Level/91.63,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-06-14 (Price: 24.17)",No Exit Yet,"2.44%, 3 days","100.0%, Past 15 years, 8","Weekly, was CONFIRMED on 2026-06-14",Already confirmed,"2026-06-17 (Price: 24.76), 2.44% above",3 days,23.29,No Information,No Information,No Information,No Information,No Information,No Information,16.81%/7.65%/10.25%,"0%, 13.44%",2.1 months/7 days/1.2 month,2026-09-13/2026-06-24/2026-08-05,14.56%,5.46%,9.1%,3.35,0.27,26.9133/26.6474/26.78/39.5717/40.717/49.3282/31.42,23.41/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-06-14 (Price: 772.45)",No Exit Yet,"1.9%, 3 days","83.33%, Past 15 years, 6","Weekly, was CONFIRMED on 2026-06-14",Already confirmed,"2026-06-17 (Price: 787.1), 1.9% above",3 days,738.0,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.43%,"12.08%, 16.27%",2.3 months/7 days/1.4 month,2026-09-21/2026-06-24/2026-08-13,8.13%,9.43%,-1.3%,0.53,0.56,832.1604/837.5675/834.86/1009.6/1098.0619/1180.6259/903.43,744.55/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
DELTADRIFT,"IEI, Long, 2026-06-14 (Price: 117.21)",No Exit Yet,"-0.26%, 3 days","75.0%, Past 15 years, 8","Weekly, was CONFIRMED on 2026-06-14",Already confirmed,"2026-06-17 (Price: 116.9), 0.26% below",3 days,116.89,No Information,No Information,No Information,No Information,No Information,No Information,1.55%/0.43%/0.87%,"4.66%, 5.44%",3.5 months/7 days/1.5 month,2026-11-13/2026-06-24/2026-08-18,2.93%,0.05%,2.88%,-0.34,-1.21,No Target/118.2297/117.52/119.6711/No Next Fib Ext/No Next Fib Ext/119.05,116.73/113.8775/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
TRENDPULSE,"INDY, Long, 2026-06-12 (Price: 42.7)",No Exit Yet,"1.05%, 5 days","90.91%, Past 4 years, 11","Daily, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 43.15), 1.05% above",5 days,42.69,No Information,No Information,No Information,No Information,No Information,2.23% above/1.05% above/1.05% above,2.61%/1.02%/1.64%,"6.69%, 14.39%",2.2 months/6 days/17 days,2026-09-15/2026-06-20/2026-07-06,5.35%,5.45%,-0.1%,0.1,0.29,44.3354/43.4003/44.58/54.474/60.9145/66.9383/48.03,41.63/40.634/37.969/30.3493/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2026-06-12 (Price: 51202.2617)",No Exit Yet,"0.57%, 5 days","92.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 51492.5508), 0.57% above",5 days,51148.7305,No Information,No Information,No Information,No Information,No Information,3.15% above/0.57% above/0.57% above,2.92%/0.31%/1.66%,"5.96%, 14.99%",2.1 months/6 days/19 days,2026-09-11/2026-06-20/2026-07-09,8.52%,8.81%,-0.29%,0.32,0.63,52318.471/52052.2192/52591.5/No Horizontal Resistance/54129.8938/83218.843/No EMA 200 Target,49918.78/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/48029.83,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"XLF, Long, 2026-06-12 (Price: 53.34)",No Exit Yet,"1.33%, 5 days","100.0%, Past 4 years, 33","Daily, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 54.05), 1.33% above",5 days,52.96,No Information,No Information,No Information,No Information,No Information,2.72% above/1.33% above/1.33% above,4.58%/0.92%/2.3%,"0%, 16.27%",3.9 months/4 days/1.1 month,2026-11-28/2026-06-17/2026-07-29,10.3%,10.54%,-0.24%,1.72,0.66,55.0469/54.5668/54.52/No Horizontal Resistance/70.6138/110.4396/No EMA 200 Target,50.87/30.1167/45.9996/No stop loss/No F-Track Level/No F-Track Level/52.55,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2026-06-12 (Price: 56.02)",No Exit Yet,"0.91%, 5 days","82.14%, Past 4 years, 28","Daily, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 56.53), 0.91% above",5 days,55.36,No Information,No Information,No Information,No Information,No Information,2.48% above/0.91% above/0.91% above,7.68%/1.08%/2.97%,"6.07%, 27.96%",4.5 months/6 days/1 month,2026-12-24/2026-06-20/2026-07-25,9.34%,10.33%,-0.99%,0.22,0.54,56.9779/57.6838/56.05/No Horizontal Resistance/72.41/85.2389/No EMA 200 Target,49.77/29.49/54.1889/No stop loss/No F-Track Level/No F-Track Level/52.11,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"IWM, Long, 2026-06-12 (Price: 292.95)",No Exit Yet,"-1.05%, 5 days","100.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 289.88), 1.05% below",5 days,291.63,No Information,No Information,No Information,No Information,No Information,1.05% below/1.05% below/1.05% below,5.6%/1.65%/3.21%,"0%, 22.58%",4.5 months/4 days/1.1 month,2026-12-24/2026-06-17/2026-07-29,12.43%,9.72%,2.71%,2.37,0.55,302.5295/302.3537/367.35/No Horizontal Resistance/348.4025/539.5308/No EMA 200 Target,281.65/162.3167/230.2783/157.2742/No F-Track Level/No F-Track Level/256.85,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"JETS, Long, 2026-06-12 (Price: 29.53)",No Exit Yet,"2.44%, 5 days","81.82%, Past 4 years, 22","Daily, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 30.25), 2.44% above",5 days,29.26,No Information,No Information,No Information,No Information,No Information,4.42% above/2.44% above/2.44% above,8.12%/0.83%/2.84%,"14.2%, 35.94%",1.4 month/6 days/17 days,2026-08-11/2026-06-20/2026-07-06,-12.46%,8.63%,-21.09%,0.02,0.43,No Target/30.3687/29.76/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,27.25/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/26.69,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"IBKR, Long, 2026-06-12 (Price: 90.81)",No Exit Yet,"4.71%, 5 days","92.86%, Past 4 years, 14","Daily, is CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 95.09), 4.71% above",5 days,90.45,No Information,No Information,No Information,No Information,No Information,7.05% above/4.71% above/4.71% above,14.78%/1.63%/6.17%,"5.9%, 20.78%",4.1 months/7 days/1.7 month,2026-12-05/2026-06-22/2026-08-24,16.52%,27.95%,-11.43%,0.9,1.37,98.8104/96.413/136.52/No Horizontal Resistance/102.297/159.1852/No EMA 200 Target,80.95/13.0762/67.1382/45.4088/No F-Track Level/No F-Track Level/71.56,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"XLY, Long, 2026-06-12 (Price: 116.6)",No Exit Yet,"-0.95%, 5 days","86.36%, Past 6 years, 22","Daily, is Confirmed on 2026-06-12",No Cancellation Possible,"2026-06-17 (Price: 115.49), 0.95% below",5 days,117.02,No Information,No Information,No Information,No Information,No Information,No Information,9.29%/0.19%/3.05%,"11.61%, 14.58%",1.9 month/2 days/16 days,2026-09-02/2026-06-14/2026-07-05,6.89%,8.74%,-1.85%,0.15,0.49,124.2723/120.1563/142.25/122.039/125.4815/133.9156/117.64,No Recent Minima/66.775/86.1124/56.5683/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
DELTADRIFT,"META, Long, 2026-06-12 (Price: 566.98)",2026-06-15 (Price: 593.48),"4.67%, 3 days","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 567.58), 0.11% above",5 days,572.95,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/7.32%,"19.19%, 19.41%",1.4 month/1 day/16 days,2026-08-11/2026-06-13/2026-07-05,3.38%,9.36%,-5.98%,0.05,0.48,621.0699/608.4829/614.78/742.455/842.484/1305.5879/655.71,525.72/276.89/556.264/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2026-06-12 (Price: 390.74)",No Exit Yet,"-3.03%, 5 days","71.43%, Past 4 years, 14","Daily, was CONFIRMED on 2026-06-12",Already confirmed,"2026-06-17 (Price: 378.91), 3.03% below",5 days,391.42,No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.46%,"8.2%, 14.53%",2.4 months/1 day/10 days,2026-09-24/2026-06-13/2026-06-26,4.34%,7.06%,-2.72%,0.06,0.37,409.6909/404.2596/406.98/554.585/553.3726/615.9924/451.98,390.34/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
