Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"MX.TO, Long, 2026-04-28 (Price: 82.7)",Daily,No Exit Yet,No Price Target,2026-05-02 (Min),2.94%/4.62%,"6.86%, 6 days","2026-05-04 (Price: 88.37), 6.86% above",94.4682 (Historic Rise or Fall to Pivot)/90.97 (Function Specific Target)/104.8718 (F-Stack 1)/111.623 (F-Stack 2)/92.4503 (Backtested Max),2026-08-23 (Max)/2026-05-19 (Avg),No Recent Minima/38.425/80.4508/69.4599/No F-Track Level/No F-Track Level/60.06,"86.36%, Past 6 years, 22",83.46,No Information,No Information,No Information,No Information,No Information,No Information,11.79%/0.26%/5.04%,"15.96%, 16.64%",2.7 months/3 days/15 days,13.47%,19.38%,-5.91%,0.5,0.84,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-09-30 (Price: 3.37)",Monthly,No Exit Yet,No Price Target,2026-05-05 (Min),28.91%/32.35%,"-13.35%, 7.2 months","2026-05-04 (Price: 2.92), 13.35% below",3.7643 (Historic Rise or Fall to Pivot)/3.8647 (Avg % Gain of Historic Winning trades)/4.29 (Function Specific Target)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.2496 (Backtested Max),2027-08-08 (Max)/2026-05-05 (Min)/2026-12-12 (Avg),2.83/2.82/3.1474/No stop loss/No F-Track Level/No F-Track Level/3.1,"90.0%, Past 20 years, 10",3.13,No Information,No Information,No Information,No Information,No Information,7.3% below/7.59% below/13.35% below,26.1%/3.25%/14.68%,"37.82%, 49.28%",1.3 year/5 months/10.1 months,4.51%,0.7%,3.81%,0.16,0.0,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",Monthly,2026-05-04 (Price: 2.92),No Price Target,No Date Target,29.68%/33.14%,"-13.86%, 1.2 year","2026-05-04 (Price: 2.92), 13.86% below",3.7866 (Historic Rise or Fall to Pivot)/3.8877 (Avg % Gain of Historic Winning trades)/4.74 (Function Specific Target)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.2748 (Backtested Max),2027-01-06 (Max)/2026-05-12 (Avg),2.83/3.3133/3.1474/No stop loss/No F-Track Level/No F-Track Level/3.02,"90.0%, Past 20 years, 10",2.85,No Information,No Information,No Information,No Information,No Information,2.46% above/10.7% below/13.86% below,26.1%/3.25%/14.68%,"37.82%, 49.28%",1.3 year/5 months/10.1 months,4.51%,0.7%,3.81%,0.16,0.0,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2026-05-01 (Price: 383.22)",Daily,No Exit Yet,No Price Target,2026-05-06 (Min),1.06%/5.06%,"-0.93%, 3 days","2026-05-04 (Price: 379.64), 0.93% below",398.8554 (Avg % Gain of Historic Winning trades)/567.19 (Function Specific Target)/408.2059 (Backtested Max)/383.6799 (Backtested Min),2026-08-21 (Max)/2026-05-06 (Min)/2026-06-07 (Avg),273.14/84.51/322.8294/285.4807/No F-Track Level/No F-Track Level/281.3,"100.0%, Past 4 years, 20",378.07,No Information,No Information,No Information,No Information,No Information,0.93% below/0.93% below/0.93% below,6.52%/0.12%/4.08%,"-0.0%, 25.37%",2.6 months/4 days/26 days,16.74%,20.22%,-3.48%,0.44,1.05,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2025-10-31 (Price: 477.54)",Monthly,2026-05-04 (Price: 468.52),No Price Target,No Date Target,14.17%/23.64%,"-1.89%, 6.2 months","2026-05-04 (Price: 468.52), 1.89% below",602.2257 (Historic Rise or Fall to Pivot)/579.256 (Avg % Gain of Historic Winning trades)/707.08 (Function Specific Target)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/608.9113 (Backtested Max)/534.8926 (Backtested Min),2032-05-24 (Max)/2026-09-04 (Min)/2027-12-22 (Avg),267.02/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 30 years, 15",502.5,No Information,No Information,No Information,"23.66% (Price: 451.5539), 3.76% above, Upmove Bounce Back","2020-03-31 (Price: 159.5), 2025-05-31 (Price: 542.07)",No Information,27.51%/12.01%/21.3%,"16.03%, 41.66%",4.6 years/7.1 months/1.5 year,7.82%,7.65%,0.17%,0.24,0.45,89.19%/37/1.4 year (Across ALL Assets),57.63%/59/9.4 months (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-30 (Price: 666.18)",Monthly,No Exit Yet,723.3382 (Backtested Min),No Date Target,3.22%/5.21%,"7.78%, 7.2 months","2026-05-04 (Price: 718.01), 7.78% above",759.4452 (Historic Rise or Fall to Pivot)/741.1252 (Avg % Gain of Historic Winning trades)/1004.58 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/755.4481 (Backtested Max),2027-04-26 (Max)/2026-10-17 (Avg),554.54/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/600.46,"80.0%, Past 20 years, 10",637.5,No Information,No Information,No Information,No Information,No Information,7.78% above/7.78% above/7.78% above,13.4%/8.58%/11.25%,"5.51%, 13.47%",1.1 year/4 months/8.8 months,5.38%,4.72%,0.66%,0.31,0.24,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2026-02-15 (Price: 160.14)",Weekly,No Exit Yet,179.0205 (Avg % Gain of Historic Winning trades)/182.3834 (Backtested Max),No Date Target,6.04%/12.78%,"12.58%, 2.6 months","2026-05-04 (Price: 180.29), 12.58% above",203.3298 (Historic Rise or Fall to Pivot)/191.18 (Function Specific Target)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/211.98 (EMA 200),No Next Date Target,142.82/82.7925/152.3597/145.7273/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 15 years, 5",148.49,No Information,No Information,No Information,No Information,No Information,No Information,13.89%/8.44%/11.79%,"20.01%, 25.53%",28 days/7 days/18 days,5.07%,6.75%,-1.68%,0.11,0.34,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-03-25 (Price: 782.3)",Daily,No Exit Yet,No Price Target,2026-05-03 (Avg),5.96%/20.58%,"-0.37%, 1.3 month","2026-05-04 (Price: 779.4), 0.37% below",1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/939.82 (EMA 200)/825.8741 (Backtested Max),2026-07-20 (Max),744.15/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 4 years, 12",768.2,No Information,No Information,No Information,No Information,No Information,No Information,5.57%/1.67%/2.48%,"8.2%, 8.72%",2.7 months/2 days/27 days,2.68%,1.14%,1.54%,-0.06,-0.03,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2026-04-12 (Price: 21.05)",Weekly,No Exit Yet,No Price Target,2026-05-02 (Min),11.11%/12.76%,"-6.7%, 22 days","2026-05-04 (Price: 19.64), 6.7% below",22.1467 (Historic Rise or Fall to Pivot)/24.3317 (Avg % Gain of Historic Winning trades)/38.11 (Function Specific Target)/26.85 (Horizontal)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/25.32 (EMA 200)/25.7778 (Backtested Max)/21.8225 (Backtested Min),2030-09-14 (Max)/2027-03-21 (Avg),19.91/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 20 years, 19",20.65,No Information,No Information,No Information,"38.2% (Price: 19.4813), 0.81% above, Upmove Bounce Back","2012-12-09 (Price: 1.914), 2025-11-16 (Price: 30.34)",No Information,22.46%/3.67%/15.59%,"-0.0%, 40.58%",3.1 years/14 days/7.9 months,12.2%,2.67%,9.53%,0.44,0.15,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets)
DELTADRIFT,"SPOT, Long, 2026-05-01 (Price: 441.51)",Daily,No Exit Yet,No Price Target,2026-05-02 (Min),4.44%/5.96%,"-0.74%, 3 days","2026-05-04 (Price: 438.26), 0.74% below",464.3802 (Historic Rise or Fall to Pivot)/481.1576 (Avg % Gain of Historic Winning trades)/472.77 (Function Specific Target)/854.3544 (F-Stack 1)/922.2645 (F-Stack 2)/590.33 (EMA 200)/506.6327 (Backtested Max)/457.7134 (Backtested Min),2026-06-26 (Max)/2026-05-14 (Avg),434.2/118.6/433.8097/410.2623/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"70.0%, Past 4 years, 10",450.785,No Information,No Information,No Information,No Information,No Information,No Information,14.75%/3.67%/8.98%,"16.71%, 16.71%",1.3 month/1 day/9 days,6.66%,8.86%,-2.2%,0.25,0.46,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2026-04-21 (Price: 60.55)",Daily,No Exit Yet,64.9278 (Backtested Min),No Date Target,3.31%/4.85%,"6.94%, 13 days","2026-05-04 (Price: 64.75), 6.94% above",69.7354 (Historic Rise or Fall to Pivot)/66.8956 (Avg % Gain of Historic Winning trades)/78.14 (Function Specific Target)/68.6522 (F-Stack 1)/72.1856 (F-Stack 2)/67.8887 (Backtested Max),2028-11-14 (Max)/2026-05-21 (Min)/2027-04-07 (Avg),58.81/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/50.19,"100.0%, Past 5 years, 14",59.3,No Information,No Information,No Information,"50% (Price: 56.335), 14.94% above, Upmove Bounce Back","2026-01-07 (Price: 41.68), 2026-03-30 (Price: 70.99)",No Information,12.12%/7.23%/10.48%,"0%, 32.88%",1.8 year/21 days/8.1 months,22.56%,20.4%,2.16%,0.4,1.07,93.11%/305/4.3 months (Across ALL Assets),51.02%/49/5.6 months (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-02-15 (Price: 146.42)",Weekly,2026-05-04 (Price: 148.92),No Price Target,No Date Target,5.09%/8.52%,"1.71%, 2.6 months","2026-05-04 (Price: 148.92), 1.71% above",156.4937 (Avg % Gain of Historic Winning trades)/165.6 (Function Specific Target)/171.0825 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/161.6038 (Backtested Max),2027-12-24 (Max)/2026-08-07 (Avg),130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,"88.89%, Past 10 years, 27",138.58,No Information,No Information,No Information,No Information,No Information,7.48% above/1.71% above/1.71% above,10.37%/4.41%/6.88%,"16.23%, 28.98%",1.3 year/28 days/4 months,6.03%,6.67%,-0.64%,0.25,0.38,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
PULSEGAUGE,"ATD.TO, Long, 2026-04-23 (Price: 78.03)",Weekly,No Exit Yet,No Price Target,2026-05-03 (Min),4.57%/7.21%,"2.08%, 11 days","2026-05-04 (Price: 79.65), 2.08% above",83.2892 (Historic Rise or Fall to Pivot)/97.397 (Avg % Gain of Historic Winning trades)/85.3936 (Function Specific Target)/85.53 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/104.8957 (Backtested Max)/95.9613 (Backtested Min),2030-08-04 (Max)/2027-04-01 (Avg),70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/75.08,"88.89%, Past 25 years, 18",78.75,No Information,No Information,No Information,No Information,No Information,No Information,34.43%/22.98%/24.82%,"35.58%, 43.13%",3 years/7 days/7.9 months,12.75%,14.63%,-1.88%,0.08,0.06,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",Monthly,No Exit Yet,207.1743 (F-Stack 2),No Date Target,7.2%/28.07%,"20.06%, 5.2 months","2026-05-04 (Price: 202.84), 20.06% above",259.77 (Function Specific Target)/217.4386 (Backtested Max),2028-01-21 (Max)/2026-07-09 (Min)/2027-01-16 (Avg),118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,"83.33%, Past 20 years, 12",157.19,No Information,No Information,No Information,No Information,No Information,29.44% above/20.06% above/20.06% above,28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,7.48%,7.68%,-0.2%,0.39,0.46,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
FRACTAL TRACK,"DIA, Long, 2025-06-30 (Price: 440.65)",Monthly,No Exit Yet,No Price Target,2026-05-04 (Min),2.84%/4.32%,"11.1%, 10.3 months","2026-05-04 (Price: 489.56), 11.1% above",503.4867 (Historic Rise or Fall to Pivot)/510.7133 (Avg % Gain of Historic Winning trades)/649.28 (Function Specific Target)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/538.3862 (Backtested Max),2028-03-16 (Max)/2027-03-17 (Avg),406.34/291.79/359.6128/249.2814/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"91.67%, Past 28 years, 12",421.31,No Information,No Information,No Information,"23.66% (Price: 369.2818), 32.57% above, Upmove Bounce Back","2011-10-31 (Price: 103.84), 2024-12-31 (Price: 451.55)",No Information,22.18%/0.08%/15.9%,"4.43%, 23.1%",1.9 year/7.1 months/1.2 year,7.05%,4.49%,2.56%,0.3,0.21,89.19%/37/1.4 year (Across ALL Assets),57.63%/59/9.4 months (Across ALL Assets)
PULSEGAUGE,"NAUKRI.NS, Long, 2026-04-23 (Price: 1018.05)",Weekly,No Exit Yet,No Price Target,2026-05-01 (Min),9.3%/29.2%,"-4.07%, 11 days","2026-05-04 (Price: 976.65), 4.07% below",1067.5272 (Historic Rise or Fall to Pivot)/1299.0318 (Avg % Gain of Historic Winning trades)/2223.4618 (Function Specific Target)/1483.595 (Horizontal)/2223.4618 (F-Stack 1)/2377.3661 (F-Stack 2)/1261.82 (EMA 200)/1363.4744 (Backtested Max)/1268.3885 (Backtested Min),2028-06-13 (Max)/2026-12-17 (Avg),952.4/662.12/920.5126/832.4874/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.24%, Past 19 years, 17",1054.55,No Information,No Information,No Information,No Information,No Information,No Information,33.93%/24.59%/27.6%,"46.3%, 45.06%",1.5 year/6 days/5.5 months,15.95%,13.5%,2.45%,0.17,0.06,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,2026-05-04 (Price: 46.37),46.1689 (Backtested Max),No Date Target,No Next Target,"24.55%, 4.2 years","2026-05-04 (Price: 46.37), 24.55% above",No Next Target,2028-02-04 (Max)/2026-10-24 (Avg),12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"100.0%, Past 27 years, 5",35.775,No Information,No Information,No Information,No Information,No Information,24.55% above/24.55% above/24.55% above,24.01%/15.95%/18.64%,"-0.0%, 39.64%",4.1 years/2.8 years/3.2 years,1.31%,2.9%,-1.59%,-0.01,0.05,100.0%/20/2.5 years (Across ALL Assets),0.0%/5/2.8 months (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-03-31 (Price: 9.16)",Monthly,No Exit Yet,9.7352 (Avg % Gain of Historic Winning trades),No Date Target,6.8%/7.2%,"5.9%, 1.1 year","2026-05-04 (Price: 9.7), 5.9% above",10.3984 (Historic Rise or Fall to Pivot)/10.36 (Function Specific Target)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/12.1324 (Backtested Max),2028-09-02 (Max)/2027-03-29 (Avg),7.79/7.0025/8.6706/No stop loss/No F-Track Level/No F-Track Level/8.8,"71.43%, Past 20 years, 14",9.15,No Information,No Information,No Information,No Information,No Information,5.9% above/5.9% above/5.9% above,32.45%/1.65%/6.28%,"18.71%, 36.63%",2.4 years/5 months/1.4 year,3.7%,3.55%,0.15%,0.11,0.13,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2026-03-26 (Price: 31.91)",Daily,2026-04-30 (Price: 35.32),35.3339 (Avg % Gain of Historic Winning trades),No Date Target,7.19%/9.83%,"10.03%, 1.3 month","2026-05-04 (Price: 35.11), 10.03% above",38.56 (Function Specific Target)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2)/37.6347 (Backtested Max),2029-07-05 (Max)/2026-06-07 (Min)/2027-06-16 (Avg),31.79/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 14",32.09,No Information,No Information,No Information,"23.66% (Price: 31.7285), 10.66% above, Upmove Bounce Back","2025-04-07 (Price: 23.27), 2026-01-12 (Price: 34.35)",No Information,17.94%/2.73%/10.73%,"-0.0%, 32.83%",2.3 years/1.7 month/10.3 months,18.06%,-2.65%,20.71%,0.35,-0.23,93.11%/305/4.3 months (Across ALL Assets),51.02%/49/5.6 months (Across ALL Assets)
PULSEGAUGE,"BDL.NS, Long, 2025-10-09 (Price: 1520.3)",Weekly,No Exit Yet,No Price Target,2026-05-01 (Avg),19.06%/42.78%,"-9.73%, 6.9 months","2026-05-04 (Price: 1372.4), 9.73% below",1634.0184 (Historic Rise or Fall to Pivot)/2027.6241 (Avg % Gain of Historic Winning trades)/2355.3598 (Function Specific Target)/2355.3598 (F-Stack 1)/2625.1645 (F-Stack 2)/2200.6343 (Backtested Max)/1959.5147 (Backtested Min),2026-08-13 (Max),1435.7/184.5375/1479.6462/1355.4768/No F-Track Level/No F-Track Level/1461.08,"83.33%, Past 8 years, 6",1568.4,No Information,No Information,No Information,No Information,No Information,No Information,44.75%/28.89%/33.37%,"47.07%, 49.38%",7.1 months/2.4 months/4.7 months,9.28%,17.31%,-8.03%,0.03,0.13,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
OSCILLATOR DELTA,"CAD=X, Long, 2026-04-29 (Price: 1.3679)",Daily,No Exit Yet,No Price Target,2026-05-04 (Min),0.68%/1.56%,"-0.67%, 5 days","2026-05-04 (Price: 1.3588), 0.67% below",1.3935 (Historic Rise or Fall to Pivot)/1.3825 (Avg % Gain of Historic Winning trades)/1.44 (Function Specific Target)/1.3856 (Horizontal)/1.38 (EMA 200)/1.4228 (Backtested Max)/1.368 (Backtested Min),2029-03-06 (Max)/2026-07-11 (Avg),No Recent Minima/1.2478/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 6 years, 18",1.3678,No Information,No Information,No Information,No Information,No Information,No Information,4.01%/0.01%/1.07%,"0.0%, 9.95%",2 years/4 days/1.7 month,5.52%,-0.24%,5.76%,0.34,-0.7,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
PULSEGAUGE,"CRM, Long, 2025-10-10 (Price: 241.68)",Weekly,No Exit Yet,No Price Target,2026-05-06 (Avg),64.65%/67.81%,"-23.25%, 6.9 months","2026-05-04 (Price: 185.48), 23.25% below",311.2597 (Avg % Gain of Historic Winning trades)/354.7868 (Function Specific Target)/368.045 (Horizontal)/354.7868 (F-Stack 1)/400.2507 (F-Stack 2)/334.1709 (Backtested Max)/305.3868 (Backtested Min),2027-10-08 (Max)/2026-05-06 (Avg),240.36/156.1/209.3181/186.7031/No F-Track Level/No F-Track Level/228.21,"83.33%, Past 21 years, 18",239.33,No Information,No Information,No Information,No Information,No Information,No Information,38.27%/26.36%/28.79%,"40.81%, 50.47%",1.4 year/1.1 month/4.8 months,12.45%,12.81%,-0.36%,0.1,0.05,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"EMAMILTD.NS, Long, 2025-04-30 (Price: 624.7)",Monthly,No Exit Yet,No Price Target,2026-05-04 (Avg),37.23%/44.59%,"-27.0%, 1 year","2026-05-04 (Price: 456.05), 27.0% below",789.5583 (Historic Rise or Fall to Pivot)/857.7756 (Avg % Gain of Historic Winning trades)/659.38 (Function Specific Target)/625.825 (Horizontal)/977.5546 (F-Stack 1)/1281.316 (F-Stack 2)/663.62 (EMA 200)/912.4993 (Backtested Max)/740.0821 (Backtested Min),2026-11-24 (Max),529.95/337.475/593.5652/462.4541/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"84.62%, Past 20 years, 13",580.0,No Information,No Information,No Information,No Information,No Information,27.0% below/27.0% below/27.0% below,46.07%/18.47%/37.31%,"20.84%, 74.45%",1.1 year/5 months/8.5 months,10.71%,8.15%,2.56%,0.37,0.39,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"GRANULES.NS, Long, 2026-04-28 (Price: 705.15)",Daily,No Exit Yet,No Price Target,2026-05-06 (Min),1.81%/2.58%,"-0.25%, 6 days","2026-05-04 (Price: 703.4), 0.25% below",721.58 (Historic Rise or Fall to Pivot)/734.2022 (Avg % Gain of Historic Winning trades)/1046.04 (Function Specific Target)/732.8952 (F-Stack 1)/884.591 (F-Stack 2)/772.6329 (Backtested Max)/716.1503 (Backtested Min),2026-06-19 (Max)/2026-05-06 (Min)/2026-05-19 (Avg),554.35/229.525/696.635/643.2768/No F-Track Level/No F-Track Level/556.25,"72.73%, Past 4 years, 22",696.0,No Information,No Information,No Information,No Information,No Information,0.25% below/0.25% below/0.25% below,9.57%/1.56%/4.12%,"15.65%, 34.75%",1.2 month/6 days/15 days,4.44%,17.7%,-13.26%,0.13,0.84,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"MSFT, Short, 2026-05-01 (Price: 414.44)",Daily,No Exit Yet,No Price Target,2026-05-02 (Min),-47.68%/-15.31%,"0.2%, 3 days","2026-05-04 (Price: 413.62), 0.2% below",405.9025 (Historic Rise or Fall to Pivot)/402.214 (Avg % Gain of Historic Winning trades)/404.06 (Function Specific Target)/216.39 (Horizontal)/386.873 (F-Stack 1)/350.287 (F-Stack 2),2026-11-12 (Max)/2026-06-17 (Avg),No Recent Maxima/554.585/553.3726/615.9924/No F-Track Level/No F-Track Level/467.51,"90.91%, Past 6 years, 11",412.8,No Information,No Information,No Information,No Information,No Information,No Information,3.99%/2.29%/2.95%,"11.15%, 11.74%",4.5 months/1 day/1.1 month,6.18%,4.02%,2.16%,0.3,0.5,100.0%/17/17 days (Across ALL Assets),72.5%/80/1.4 month (Across ALL Assets)
DELTADRIFT,"AMZN, Short, 2026-04-27 (Price: 261.12)",Daily,2026-05-04 (Price: 272.05),No Price Target,No Date Target,-68.02%/-21.66%,"-4.19%, 7 days","2026-05-04 (Price: 272.05), 4.19% above",244.4344 (Historic Rise or Fall to Pivot)/254.4614 (Avg % Gain of Historic Winning trades)/249.45 (Function Specific Target)/86.995 (Horizontal)/231.81 (F-Stack 1)/213.1321 (F-Stack 2)/227.62 (EMA 200),2026-05-21 (Max)/2026-05-10 (Avg),263.99/No Horizontal Resistance/317.6152/339.3352/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 5",263.425,No Information,No Information,No Information,No Information,No Information,No Information,5.38%/0.94%/2.55%,"0%, 7.98%",17 days/3 days/9 days,7.31%,3.82%,3.49%,0.53,0.22,79.41%/34/4 days (Across ALL Assets),62.71%/118/6 days (Across ALL Assets)
DELTADRIFT,"QQQ, Short, 2026-05-04 (Price: 672.88)",Daily,No Exit Yet,No Price Target,2026-05-05 (Min),-61.81%/-14.08%,"-0.0%, 0 days","2026-05-04 (Price: 672.88), 0.0% below",662.2485 (Historic Rise or Fall to Pivot)/665.9493 (Avg % Gain of Historic Winning trades)/664.1 (Function Specific Target)/256.995 (Horizontal)/634.1966 (F-Stack 1)/578.1694 (F-Stack 2)/604.64 (EMA 200),2026-05-12 (Max)/2026-05-05 (Min)/2026-05-08 (Avg),674.15/No Horizontal Resistance/768.7753/903.4157/No stop loss/No stop loss/No EMA 200 Stop Loss,"85.71%, Past 4 years, 7",674.64,No Information,No Information,No Information,No Information,No Information,No Information,1.64%/0.69%/1.03%,"2.57%, 1.72%",6 days/1 day/3 days,4.6%,3.82%,0.78%,0.34,0.47,79.41%/34/4 days (Across ALL Assets),62.71%/118/6 days (Across ALL Assets)
OSCILLATOR DELTA,"ARM, Short, 2026-04-29 (Price: 201.69)",Daily,No Exit Yet,No Price Target,2026-05-03 (Min),-39.61%/-30.38%,"-0.78%, 5 days","2026-05-04 (Price: 203.26), 0.78% above",173.1509 (Historic Rise or Fall to Pivot)/193.7838 (Avg % Gain of Historic Winning trades)/183.47 (Function Specific Target)/165.49 (Horizontal)/155.9428 (F-Stack 1)/122.7432 (F-Stack 2)/141.51 (EMA 200),2026-05-16 (Max)/2026-05-09 (Avg),No Recent Maxima/No Horizontal Resistance/209.6611/292.8214/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 2 years, 4",202.71,No Information,No Information,No Information,No Information,No Information,No Information,5.76%/2.2%/3.92%,"0.0%, 10.51%",12 days/3 days/7 days,15.68%,3.67%,12.01%,0.73,1.03,100.0%/17/17 days (Across ALL Assets),72.5%/80/1.4 month (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-12-31 (Price: 181.13)",Monthly,2026-05-04 (Price: 130.5),No Price Target,No Date Target,-30.76%/-28.72%,"27.95%, 4.1 months","2026-05-04 (Price: 130.5), 27.95% below",90.36 (Function Specific Target)/116.89 (Horizontal)/93.0152 (F-Stack 2),2026-09-22 (Max)/2026-08-05 (Min)/2026-08-13 (Avg),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/237.39,"87.5%, Past 20 years, 8",187.17,No Information,No Information,No Information,No Information,No Information,31.15% below/30.08% below/27.95% below,41.9%/7.99%/24.64%,"41.99%, 41.9%",6.1 months/5 months/5.2 months,8.2%,4.79%,3.41%,0.46,0.24,100.0%/3/6.1 months (Across ALL Assets),0.0%/3/7.1 months (Across ALL Assets)
