Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-01-11 (Price: 1729.9)",Weekly,No Exit Yet,1868.17 (Function Specific Target),No Date Target,2.87%/3.34%,"8.25%, 4 months","2026-05-11 (Price: 1872.7), 8.25% above",1926.4166 (Avg % Gain of Historic Winning trades)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2008.9329 (Backtested Max),2027-02-10 (Max)/2026-07-03 (Avg),1586.7/727.775/1465.6767/925.6338/No F-Track Level/No F-Track Level/1698.45,"95.65%, Past 10 years, 23",1728.0,No Information,No Information,No Information,No Information,No Information,8.37% above/8.25% above/8.25% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,10.55%,-8.3%,0.46,0.56,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-01-23 (Price: 5.7)",Daily,2026-05-11 (Price: 5.85),No Price Target,No Date Target,3.28%/16.67%,"2.63%, 3.6 months","2026-05-11 (Price: 5.85), 2.63% above",6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.042 (Backtested Max),2027-01-18 (Max),5.52/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.59%, Past 4 years, 37",5.65,No Information,No Information,No Information,No Information,No Information,2.81% above/2.63% above/2.63% above,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-03-08 (Price: 5.63)",Weekly,No Exit Yet,5.84 (Backtested Min),No Date Target,4.86%/6.08%,"3.91%, 2.1 months","2026-05-11 (Price: 5.85), 3.91% above",6.1344 (Historic Rise or Fall to Pivot)/6.2059 (Avg % Gain of Historic Winning trades)/6.39 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.9987 (Backtested Max),2026-07-29 (Max)/2026-05-25 (Avg),5.46/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 10 years, 20",5.6,No Information,No Information,No Information,No Information,No Information,3.91% above/3.91% above/3.91% above,24.31%/3.73%/10.23%,"-0.0%, 22.1%",3.3 months/1.4 month/1.8 month,11.03%,7.59%,3.44%,0.58,0.4,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2026-04-12 (Price: 36.25)",Weekly,No Exit Yet,37.5622 (Historic Rise or Fall to Pivot),No Date Target,3.1%/11.23%,"3.37%, 29 days","2026-05-11 (Price: 37.47), 3.37% above",41.6766 (Avg % Gain of Historic Winning trades)/48.93 (Function Specific Target)/42.105 (Horizontal)/90.5742 (F-Stack 1)/95.3274 (F-Stack 2)/38.63 (EMA 200)/43.8371 (Backtested Max),2032-06-01 (Max)/2026-07-20 (Min)/2028-11-05 (Avg),34.85/20.865/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.44%, Past 20 years, 18",35.34,No Information,No Information,No Information,"38.2% (Price: 33.9245), 10.45% above, Upmove Bounce Back","2024-01-28 (Price: 20.86), 2025-10-05 (Price: 42.0)",No Information,20.93%/0.55%/14.97%,"1.3%, 33.51%",4.3 years/2.3 months/1.8 year,9.45%,1.08%,8.37%,0.97,0.04,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets)
PULSEGAUGE,"FXI, Long, 2026-04-23 (Price: 36.49)",Weekly,No Exit Yet,37.4789 (Historic Rise or Fall to Pivot),No Date Target,3.1%/12.37%,"2.69%, 18 days","2026-05-11 (Price: 37.47), 2.69% above",44.3791 (Avg % Gain of Historic Winning trades)/90.5742 (Function Specific Target)/42.105 (Horizontal)/90.5742 (F-Stack 1)/95.3274 (F-Stack 2)/38.63 (EMA 200)/44.7039 (Backtested Max)/44.069 (Backtested Min),2030-11-16 (Max)/2027-09-26 (Avg),34.85/20.865/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 21 years, 14",37.58,No Information,No Information,No Information,No Information,No Information,No Information,22.51%/20.77%/21.62%,"31.93%, 34.24%",3.2 years/4 days/1 year,2.12%,2.33%,-0.21%,0.03,-0.18,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
DELTADRIFT,"SJ.TO, Long, 2026-04-10 (Price: 85.89)",Daily,2026-05-06 (Price: 77.01),No Price Target,2026-05-13 (Max),21.06%/22.54%,"-16.09%, 1 month","2026-05-11 (Price: 72.07), 16.09% below",90.3735 (Historic Rise or Fall to Pivot)/88.3121 (Avg % Gain of Historic Winning trades)/89.34 (Function Specific Target)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/89.506 (Backtested Max)/87.2471 (Backtested Min),2026-05-13 (Max),85.13/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/85.19,"75.0%, Past 4 years, 8",87.17,No Information,No Information,No Information,No Information,No Information,No Information,4.21%/1.58%/2.82%,"16.04%, 17.5%",23 days/1 day/6 days,1.72%,7.05%,-5.33%,-0.14,0.37,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,No Exit Yet,No Price Target,2026-05-08 (Avg),52.68%/54.25%,"-18.85%, 4 months","2026-05-11 (Price: 72.07), 18.85% below",111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"85.19%, Past 10 years, 27",86.08,No Information,No Information,No Information,No Information,No Information,18.85% below/17.75% below/18.85% below,23.9%/3.84%/8.06%,"6.63%, 46.57%",1 year/1.2 month/2.7 months,12.92%,10.65%,2.27%,0.45,0.59,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"GRANULES.NS, Long, 2026-05-06 (Price: 736.0)",Daily,No Exit Yet,757.1232 (Historic Rise or Fall to Pivot),No Date Target,1.63%/6.73%,"2.66%, 5 days","2026-05-11 (Price: 755.6), 2.66% above",767.9424 (Avg % Gain of Historic Winning trades)/1095.4 (Function Specific Target)/884.591 (F-Stack 2)/806.4352 (Backtested Max),2026-06-27 (Max)/2026-05-14 (Min)/2026-05-29 (Avg),554.35/229.525/696.635/643.2768/No F-Track Level/No F-Track Level/561.93,"70.83%, Past 4 years, 24",714.5,No Information,No Information,No Information,No Information,No Information,2.66% above/2.66% above/2.66% above,9.57%/1.56%/4.34%,"15.65%, 34.75%",1.2 month/6 days/16 days,5.43%,19.43%,-14.0%,-0.0,0.92,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"GRANULES.NS, Long, 2026-04-28 (Price: 705.15)",Daily,2026-05-11 (Price: 755.6),No Price Target,No Date Target,2.25%/17.07%,"7.15%, 13 days","2026-05-11 (Price: 755.6), 7.15% above",1046.04 (Function Specific Target)/884.591 (F-Stack 2)/772.6329 (Backtested Max),2026-06-19 (Max)/2026-05-21 (Avg),554.35/229.525/696.635/643.2768/No F-Track Level/No F-Track Level/556.25,"70.83%, Past 4 years, 24",696.0,No Information,No Information,No Information,No Information,No Information,7.15% above/7.15% above/7.15% above,9.57%/1.56%/4.34%,"15.65%, 34.75%",1.2 month/6 days/16 days,5.43%,19.43%,-14.0%,-0.0,0.92,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
SIGMASHELL,"MSFT, Long, 2026-02-03 (Price: 411.21)",Daily,No Exit Yet,No Price Target,2026-05-13 (Avg),12.72%/13.87%,"0.35%, 3.2 months","2026-05-11 (Price: 412.66), 0.35% above",469.8897 (Avg % Gain of Historic Winning trades)/553.3726 (Function Specific Target)/554.585 (Horizontal)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/465.17 (EMA 200)/520.7563 (Backtested Max),2026-07-26 (Max)/2026-05-13 (Avg),359.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"91.67%, Past 5 years, 12",422.01,"-6.03, 100.0%",No Information,No Information,No Information,No Information,No Information,26.64%/4.35%/14.27%,"0.24%, 14.8%",4 months/1.5 month/2.3 months,33.58%,15.63%,17.95%,1.3,0.77,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2026-04-12 (Price: 629.86)",Weekly,No Exit Yet,No Price Target,2026-05-12 (Min),21.21%/23.09%,"-4.92%, 29 days","2026-05-11 (Price: 598.86), 4.92% below",744.9354 (Historic Rise or Fall to Pivot)/737.1252 (Avg % Gain of Historic Winning trades)/1054.76 (Function Specific Target)/742.455 (Horizontal)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/759.3592 (Backtested Max)/725.8507 (Backtested Min),2029-04-11 (Max)/2026-05-12 (Min)/2027-04-12 (Avg),525.72/276.89/556.264/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 13 years, 9",577.69,No Information,No Information,No Information,"38.2% (Price: 525.7329), 13.91% above, Upmove Bounce Back","2022-11-06 (Price: 88.09), 2025-08-17 (Price: 796.25)",No Information,20.56%/15.24%/17.03%,"-0.0%, 73.01%",2.1 years/21 days/8.4 months,15.17%,14.81%,0.36%,1.67,0.69,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets)
PULSEGAUGE,"TSLA, Long, 2026-04-23 (Price: 373.72)",Weekly,No Exit Yet,No Price Target,2026-05-11 (Min),9.47%/11.12%,"19.07%, 18 days","2026-05-11 (Price: 445.0), 19.07% above",531.0561 (Avg % Gain of Historic Winning trades)/494.4819 (Function Specific Target)/487.1467 (Horizontal)/494.4819 (F-Stack 1)/553.1211 (F-Stack 2)/591.3372 (Backtested Max)/511.9964 (Backtested Min),2028-02-29 (Max)/2027-01-17 (Avg),348.95/196.47/348.637/262.8246/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 15 years, 9",402.58,No Information,No Information,No Information,No Information,No Information,No Information,58.23%/37.0%/42.1%,"-0.0%, 48.54%",1.3 year/13 days/6.2 months,23.35%,27.41%,-4.06%,2.34,0.25,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
PULSEGAUGE,"NFLX, Long, 2026-04-23 (Price: 92.82)",Weekly,No Exit Yet,No Price Target,2026-05-14 (Min),18.09%/20.74%,"-7.94%, 18 days","2026-05-11 (Price: 85.45), 7.94% below",100.9046 (Historic Rise or Fall to Pivot)/127.8781 (Avg % Gain of Historic Winning trades)/139.352 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/103.17 (EMA 200)/137.0302 (Backtested Max)/124.8707 (Backtested Min),2029-08-02 (Max)/2026-05-14 (Min)/2027-01-30 (Avg),76.87/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.12%, Past 23 years, 17",97.145,No Information,No Information,No Information,No Information,No Information,No Information,47.63%/34.53%/37.77%,"57.74%, 57.13%",2.3 years/15 days/6.5 months,21.2%,21.21%,-0.01%,1.16,0.19,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
SIGMASHELL,"BABA, Long, 2026-03-03 (Price: 135.59)",Daily,No Exit Yet,No Price Target,2026-05-11 (Min),8.25%/8.35%,"1.26%, 2.3 months","2026-05-11 (Price: 137.3), 1.26% above",148.6338 (Historic Rise or Fall to Pivot)/161.6368 (Avg % Gain of Historic Winning trades)/395.5515 (Function Specific Target)/181.595 (Horizontal)/395.5515 (F-Stack 1)/453.696 (F-Stack 2)/148.76 (EMA 200)/230.9369 (Backtested Max),2027-09-27 (Max)/2026-08-26 (Avg),118.09/67.495/108.0763/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 5 years, 16",136.38,"-5.71, 75.0%",No Information,No Information,No Information,No Information,No Information,70.32%/2.42%/19.21%,"29.44%, 56.8%",1.1 year/1.6 month/4.1 months,29.01%,2.08%,26.93%,0.36,0.19,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
PULSEGAUGE,"HDB, Long, 2026-04-23 (Price: 25.51)",Weekly,No Exit Yet,No Price Target,2026-05-13 (Min),10.43%/30.99%,"-5.14%, 18 days","2026-05-11 (Price: 24.2), 5.14% below",26.7243 (Historic Rise or Fall to Pivot)/32.1579 (Avg % Gain of Historic Winning trades)/40.717 (Function Specific Target)/39.3812 (Horizontal)/40.717 (F-Stack 1)/48.6484 (F-Stack 2)/33.15 (EMA 200)/34.0303 (Backtested Max)/31.6987 (Backtested Min),2031-06-13 (Max)/2026-05-13 (Min)/2027-04-09 (Avg),24.35/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"81.25%, Past 25 years, 16",26.72,No Information,No Information,No Information,No Information,No Information,No Information,33.4%/24.26%/26.06%,"39.56%, 45.97%",3.6 years/14 days/8.1 months,7.04%,10.43%,-3.39%,0.33,0.0,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2026-02-08 (Price: 941.1)",Weekly,No Exit Yet,No Price Target,2026-05-10 (Min),23.3%/31.88%,"-18.86%, 3.1 months","2026-05-11 (Price: 763.65), 18.86% below",1052.9027 (Historic Rise or Fall to Pivot)/1007.0711 (Avg % Gain of Historic Winning trades)/1098.0619 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1246.6752 (Backtested Max)/941.5706 (Backtested Min),2026-12-09 (Max)/2026-07-01 (Avg),916.1/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/934.41,"88.12%, Past 10 years, 101",915.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,32.47%/0.05%/7.01%,"17.33%, 37.24%",7 months/2.1 months/3.3 months,21.24%,7.28%,13.96%,0.56,0.4,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-28 (Price: 129.16)",Weekly,2026-05-03 (Price: 145.84),145.8346 (Backtested Max),No Date Target,3.83%/17.99%,"13.37%, 4.5 months","2026-05-11 (Price: 146.43), 13.37% above",172.77 (Function Specific Target)/152.0396 (F-Stack 2),2028-07-23 (Max)/2026-07-20 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/102.19,"90.62%, Past 10 years, 32",128.25,No Information,No Information,No Information,No Information,No Information,16.4% above/13.58% above/13.37% above,12.91%/2.49%/6.89%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,7.66%,6.06%,1.6%,0.66,0.34,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"ARM, Long, 2026-04-23 (Price: 204.61)",Daily,2026-05-11 (Price: 212.65),No Price Target,No Date Target,12.72%/37.7%,"3.93%, 18 days","2026-05-11 (Price: 212.65), 3.93% above",293.3 (Function Specific Target)/292.8214 (F-Stack 2)/239.7006 (Backtested Max),2026-07-10 (Max)/2026-05-29 (Avg),114.38/165.49/155.9428/122.7432/No F-Track Level/No F-Track Level/139.36,"85.71%, Past 4 years, 7",194.16,No Information,No Information,No Information,No Information,No Information,8.18% above/3.93% above/3.93% above,17.15%/3.03%/9.14%,"11.36%, 41.47%",1.8 month/10 days/25 days,21.81%,36.96%,-15.15%,0.46,1.35,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2026-04-23 (Price: 44.05)",Daily,2026-05-06 (Price: 46.19),46.6357 (Avg % Gain of Historic Winning trades),No Date Target,1.49%/6.3%,"5.49%, 18 days","2026-05-11 (Price: 46.47), 5.49% above",49.3977 (Historic Rise or Fall to Pivot)/70.855 (Horizontal)/88.9078 (F-Stack 1)/123.2518 (F-Stack 2)/53.99 (EMA 200)/47.1643 (Backtested Max),2026-07-10 (Max)/2026-05-26 (Avg),37.4/41.99/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 8",43.982,No Information,No Information,No Information,No Information,No Information,9.32% above/5.49% above/5.49% above,7.07%/4.18%/5.87%,"-0.0%, 8.48%",1.8 month/6 days/23 days,32.48%,18.15%,14.33%,1.51,0.79,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-02-15 (Price: 146.42)",Weekly,2026-05-10 (Price: 152.71),No Price Target,No Date Target,6.78%/9.42%,"3.36%, 2.8 months","2026-05-11 (Price: 151.34), 3.36% above",165.6 (Function Specific Target)/171.0825 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/161.6038 (Backtested Max),2027-12-24 (Max)/2026-07-25 (Avg),130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,"92.59%, Past 10 years, 27",138.58,No Information,No Information,No Information,No Information,No Information,9.23% above/3.36% above/3.36% above,10.37%/1.53%/6.06%,"6.29%, 28.98%",1.3 year/28 days/3.7 months,6.05%,6.79%,-0.74%,0.9,0.39,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",Monthly,No Exit Yet,207.1743 (F-Stack 2),No Date Target,5.11%/25.57%,"22.44%, 5.4 months","2026-05-11 (Price: 206.87), 22.44% above",259.77 (Function Specific Target)/217.4386 (Backtested Max),2028-01-21 (Max)/2026-07-09 (Min)/2027-01-16 (Avg),118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,"83.33%, Past 20 years, 12",157.19,No Information,No Information,No Information,No Information,No Information,32.02% above/22.44% above/22.44% above,28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,7.48%,7.8%,-0.32%,0.92,0.46,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2026-05-01 (Price: 174.0)",Daily,No Exit Yet,No Price Target,2026-05-09 (Min),2.95%/3.3%,"-0.13%, 10 days","2026-05-11 (Price: 173.77), 0.13% below",179.4984 (Historic Rise or Fall to Pivot)/178.8894 (Avg % Gain of Historic Winning trades)/191.7 (Function Specific Target)/199.54 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/189.0 (EMA 200)/189.6774 (Backtested Max),2026-10-21 (Max)/2026-06-22 (Avg),169.07/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 33",173.68,No Information,No Information,No Information,No Information,No Information,2.03% above/0.13% below/0.13% below,9.01%/0.29%/2.81%,"-0.0%, 13.61%",4 months/6 days/1.2 month,17.28%,17.39%,-0.11%,1.01,1.13,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
PULSEGAUGE,"EFN.TO, Long, 2025-10-09 (Price: 36.31)",Weekly,2026-05-08 (Price: 28.0),No Price Target,No Date Target,41.28%/65.15%,"-26.05%, 7.1 months","2026-05-11 (Price: 26.85), 26.05% below",37.9331 (Historic Rise or Fall to Pivot)/46.6039 (Avg % Gain of Historic Winning trades)/45.1741 (Function Specific Target)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/51.0519 (Backtested Max)/44.3418 (Backtested Min),2028-03-13 (Max)/2027-01-25 (Avg),36.01/11.7733/29.5041/No stop loss/No F-Track Level/No F-Track Level/34.92,"87.5%, Past 22 years, 8",36.84,No Information,No Information,No Information,No Information,No Information,No Information,40.6%/22.12%/28.35%,"54.78%, 48.06%",1.7 year/2.1 months/10.9 months,7.2%,9.58%,-2.38%,0.37,-0.03,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-05-01 (Price: 8.37)",Daily,No Exit Yet,No Price Target,2026-05-11 (Min),5.68%/5.86%,"-1.43%, 10 days","2026-05-11 (Price: 8.25), 1.43% below",8.7333 (Historic Rise or Fall to Pivot)/8.7182 (Avg % Gain of Historic Winning trades)/8.86 (Function Specific Target)/8.953 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.0806 (Backtested Max),2026-11-21 (Max)/2026-06-10 (Avg),8.15/7.0/7.3934/6.6643/No F-Track Level/No F-Track Level/8.08,"89.47%, Past 4 years, 38",8.25,No Information,No Information,No Information,No Information,No Information,0.0% below/1.43% below/1.43% below,8.49%/0.39%/4.16%,"6.37%, 18.81%",4.7 months/7 days/28 days,10.93%,4.6%,6.33%,0.64,0.22,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
PULSEGAUGE,"CEN.NZ, Long, 2026-04-28 (Price: 9.23)",Weekly,No Exit Yet,9.8433 (Horizontal),No Date Target,6.88%/7.63%,"6.18%, 13 days","2026-05-11 (Price: 9.8), 6.18% above",10.548 (Avg % Gain of Historic Winning trades)/11.2606 (Function Specific Target)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.7363 (Backtested Max)/10.4742 (Backtested Min),2033-06-17 (Max)/2026-05-26 (Min)/2027-04-14 (Avg),9.06/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"76.47%, Past 25 years, 17",9.34,No Information,No Information,No Information,No Information,No Information,No Information,16.32%/13.48%/14.28%,"23.14%, 26.11%",5 years/20 days/8.1 months,4.51%,3.77%,0.74%,0.15,-0.3,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
DELTADRIFT,"BYD.TO, Long, 2026-04-19 (Price: 167.85)",Weekly,No Exit Yet,No Price Target,2026-05-09 (Min),10.21%/14.23%,"-7.74%, 22 days","2026-05-11 (Price: 154.86), 7.74% below",170.6699 (Historic Rise or Fall to Pivot)/185.4239 (Avg % Gain of Historic Winning trades)/178.05 (Function Specific Target)/254.5175 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/213.0 (EMA 200)/197.4587 (Backtested Max)/176.8971 (Backtested Min),2026-12-09 (Max)/2026-08-31 (Avg),162.27/No Horizontal Support/147.1212/139.9966/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"83.33%, Past 15 years, 6",161.85,No Information,No Information,No Information,No Information,No Information,No Information,17.64%/5.39%/10.47%,"23.95%, 24.98%",5.4 months/14 days/3.1 months,5.46%,13.53%,-8.07%,0.15,0.7,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-03-29 (Price: 90.57)",Weekly,No Exit Yet,No Price Target,2026-05-08 (Min),9.18%/18.62%,"-4.41%, 1.4 month","2026-05-11 (Price: 86.58), 4.41% below",104.4906 (Historic Rise or Fall to Pivot)/102.6973 (Avg % Gain of Historic Winning trades)/115.54 (Function Specific Target)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/122.7405 (Backtested Max)/94.5279 (Backtested Min),2027-07-19 (Max)/2026-10-01 (Avg),47.63/38.425/77.0903/68.3859/No F-Track Level/No F-Track Level/55.64,"92.0%, Past 10 years, 25",75.23,No Information,No Information,No Information,No Information,No Information,4.41% below/5.11% above/4.41% below,35.52%/4.37%/13.39%,"12.77%, 73.13%",11 months/28 days/4.3 months,13.79%,5.33%,8.46%,0.83,0.31,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
FRACTAL TRACK,"CNU.NZ, Long, 2025-11-02 (Price: 9.36)",Weekly,No Exit Yet,10.1771 (Historic Rise or Fall to Pivot),No Date Target,5.66%/6.15%,"9.51%, 6.3 months","2026-05-11 (Price: 10.25), 9.51% above",10.8801 (Avg % Gain of Historic Winning trades)/10.83 (Function Specific Target)/12.705 (F-Stack 2)/12.1324 (Backtested Max),2031-04-06 (Max)/2027-05-29 (Avg),9.2/6.0983/9.3249/7.51/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 14 years, 11",9.2,No Information,No Information,No Information,"38.2% (Price: 9.046), 13.31% above, Upmove Bounce Back","2025-03-23 (Price: 7.535), 2025-09-07 (Price: 9.98)",No Information,29.62%/5.27%/16.24%,"0%, 27.27%",3.8 years/2.1 months/1.1 year,13.11%,5.54%,7.57%,1.48,0.28,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",Monthly,2026-05-11 (Price: 2.91),No Price Target,2026-05-12 (Avg),30.18%/33.6%,"-14.16%, 1.2 year","2026-05-11 (Price: 2.91), 14.16% below",3.7883 (Historic Rise or Fall to Pivot)/3.8877 (Avg % Gain of Historic Winning trades)/4.74 (Function Specific Target)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.2748 (Backtested Max),2027-01-06 (Max)/2026-05-12 (Avg),2.83/3.3133/3.1474/No stop loss/No F-Track Level/No F-Track Level/3.02,"80.0%, Past 20 years, 10",2.85,No Information,No Information,No Information,No Information,No Information,2.11% above/11.01% below/14.16% below,26.1%/3.25%/14.68%,"37.82%, 49.28%",1.3 year/5 months/10.1 months,4.05%,0.74%,3.31%,-0.09,0.01,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
