Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-11-03 (Price: 5.94)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,3.11%/3.29%,"-0.51%, 6.4 months","2026-05-14 (Price: 5.91), 0.51% below",6.1045 (Historic Rise or Fall to Pivot)/6.0938 (Avg % Gain of Historic Winning trades)/6.14 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/6.2964 (Backtested Max),2026-10-29 (Max),5.8/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"94.59%, Past 4 years, 37",5.9,No Information,No Information,No Information,No Information,No Information,0.51% below/0.51% below/0.51% below,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-22 (Price: 5.98)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,3.81%/3.99%,"-1.17%, 6.8 months","2026-05-14 (Price: 5.91), 1.17% below",6.1456 (Historic Rise or Fall to Pivot)/6.1349 (Avg % Gain of Historic Winning trades)/6.16 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/6.3388 (Backtested Max),2026-10-17 (Max),5.8/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"94.59%, Past 4 years, 37",5.85,No Information,No Information,No Information,No Information,No Information,1.17% below/1.17% below/1.17% below,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-09 (Price: 6.02)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,2.33%/4.5%,"-1.83%, 7.2 months","2026-05-14 (Price: 5.91), 1.83% below",6.1868 (Historic Rise or Fall to Pivot)/6.1759 (Avg % Gain of Historic Winning trades)/6.18 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/6.3812 (Backtested Max)/6.0477 (Backtested Min),2026-10-04 (Max),5.57/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"94.59%, Past 4 years, 37",5.93,No Information,No Information,No Information,No Information,No Information,0.84% below/1.83% below/1.83% below,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-08 (Price: 5.87)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,2.07%/5.28%,"0.68%, 8.3 months","2026-05-14 (Price: 5.91), 0.68% above",6.0326 (Historic Rise or Fall to Pivot)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.2222 (Backtested Max),2026-09-03 (Max),5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.76,"94.59%, Past 4 years, 37",5.74,No Information,No Information,No Information,No Information,No Information,3.32% above/0.68% above/0.68% above,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-03 (Price: 5.9)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,2.42%/2.6%,"0.17%, 8.4 months","2026-05-14 (Price: 5.91), 0.17% above",6.0634 (Historic Rise or Fall to Pivot)/6.0528 (Avg % Gain of Historic Winning trades)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.254 (Backtested Max),2026-08-29 (Max),5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.77,"94.59%, Past 4 years, 37",5.85,No Information,No Information,No Information,No Information,No Information,1.2% above/0.17% above/0.17% above,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-01 (Price: 5.84)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,4.74%/15.48%,"1.2%, 8.5 months","2026-05-14 (Price: 5.91), 1.2% above",6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.1904 (Backtested Max),2026-08-27 (Max),5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.77,"94.59%, Past 4 years, 37",5.67,No Information,No Information,No Information,No Information,No Information,1.2% above/1.2% above/1.2% above,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2026-05-08 (Price: 428.35)",Daily,No Exit Yet,No Price Target,2026-05-16 (Min),6.44%/9.46%,"3.49%, 6 days","2026-05-14 (Price: 443.3), 3.49% above",471.8704 (Historic Rise or Fall to Pivot)/485.2349 (Avg % Gain of Historic Winning trades)/487.1467 (Horizontal)/541.282 (F-Stack 1)/564.9603 (F-Stack 2)/583.327 (Backtested Max),2026-07-16 (Max)/2026-05-16 (Min)/2026-06-04 (Avg),372.8/196.47/353.8797/223.4247/No F-Track Level/No F-Track Level/404.39,"80.95%, Past 4 years, 21",417.43,No Information,No Information,No Information,No Information,No Information,7.65% above/3.49% above/3.49% above,36.18%/0.85%/13.28%,"33.47%, 65.02%",1.6 month/6 days/19 days,29.12%,26.43%,2.69%,0.18,1.05,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2026-05-07 (Price: 411.79)",Daily,2026-05-13 (Price: 445.27),No Price Target,2026-05-15 (Min),2.33%/4.19%,"7.65%, 7 days","2026-05-14 (Price: 443.3), 7.65% above",453.6279 (Historic Rise or Fall to Pivot)/466.4757 (Avg % Gain of Historic Winning trades)/461.88 (Function Specific Target)/487.1467 (Horizontal)/541.282 (F-Stack 1)/564.9603 (F-Stack 2)/560.7756 (Backtested Max),2026-07-15 (Max)/2026-05-15 (Min)/2026-06-03 (Avg),372.8/196.47/353.8797/223.4247/No F-Track Level/No F-Track Level/403.91,"80.95%, Past 4 years, 21",407.52,No Information,No Information,No Information,No Information,No Information,11.18% above/7.65% above/7.65% above,36.18%/0.85%/13.28%,"33.47%, 65.02%",1.6 month/6 days/19 days,29.12%,26.43%,2.69%,0.18,1.05,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
PULSEGAUGE,"TSLA, Long, 2026-04-23 (Price: 373.72)",Weekly,No Exit Yet,No Price Target,2026-05-11 (Min),9.89%/11.55%,"18.62%, 21 days","2026-05-14 (Price: 443.3), 18.62% above",531.0561 (Avg % Gain of Historic Winning trades)/494.4819 (Function Specific Target)/487.1467 (Horizontal)/494.4819 (F-Stack 1)/553.1211 (F-Stack 2)/591.3372 (Backtested Max)/511.9964 (Backtested Min),2028-02-29 (Max)/2027-01-17 (Avg),348.95/196.47/348.637/262.8246/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 15 years, 9",402.58,No Information,No Information,No Information,No Information,No Information,No Information,58.23%/37.0%/42.1%,"-0.0%, 48.54%",1.3 year/13 days/6.2 months,23.35%,27.41%,-4.06%,2.34,0.25,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2026-05-06 (Price: 733.83)",Daily,No Exit Yet,747.9929 (Avg % Gain of Historic Winning trades),No Date Target,2.6%/3.15%,"1.95%, 8 days","2026-05-14 (Price: 748.17), 1.95% above",771.769 (Historic Rise or Fall to Pivot)/814.03 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/767.6596 (Backtested Max),2026-08-22 (Max)/2026-06-05 (Avg),631.97/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/672.4,"100.0%, Past 4 years, 16",728.16,No Information,No Information,No Information,No Information,No Information,4.2% above/1.95% above/1.95% above,4.61%/0.75%/1.93%,"0%, 12.05%",2.5 months/4 days/21 days,11.25%,11.35%,-0.1%,1.58,0.81,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-30 (Price: 666.18)",Monthly,No Exit Yet,741.1252 (Avg % Gain of Historic Winning trades)/755.4481 (Backtested Max),No Date Target,2.37%/29.53%,"12.31%, 7.5 months","2026-05-14 (Price: 748.17), 12.31% above",765.9071 (Historic Rise or Fall to Pivot)/1004.58 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2),2027-04-26 (Max)/2026-10-17 (Avg),554.54/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/600.46,"80.0%, Past 20 years, 10",637.5,No Information,No Information,No Information,No Information,No Information,12.31% above/12.31% above/12.31% above,13.4%/8.58%/11.25%,"5.51%, 13.47%",1.1 year/4 months/8.8 months,5.38%,5.02%,0.36%,0.53,0.26,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2026-02-08 (Price: 690.62)",Weekly,No Exit Yet,744.0049 (Historic Rise or Fall to Pivot),No Date Target,29.53%/29.53%,"8.33%, 3.2 months","2026-05-14 (Price: 748.17), 8.33% above",969.1148 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2),2026-09-08 (Max)/2026-07-10 (Avg),505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/675.55,"84.21%, Past 10 years, 19",689.58,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,7.13%/0.46%/4.0%,"5.53%, 12.25%",4.9 months/2.1 months/3.5 months,6.25%,9.24%,-2.99%,0.53,0.62,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2026-05-06 (Price: 695.77)",Daily,2026-05-13 (Price: 714.71),719.0087 (Avg % Gain of Historic Winning trades),2026-05-14 (Min),1.79%/2.99%,"3.45%, 8 days","2026-05-14 (Price: 719.79), 3.45% above",732.6458 (Historic Rise or Fall to Pivot)/977.7 (Function Specific Target)/836.2536 (F-Stack 1)/910.0135 (F-Stack 2)/741.3429 (Backtested Max),2026-06-14 (Max)/2026-05-24 (Avg),558.28/256.995/610.7303/563.3658/No F-Track Level/No F-Track Level/605.9,"75.0%, Past 4 years, 20",687.81,No Information,No Information,No Information,No Information,No Information,6.97% above/3.45% above/3.45% above,6.55%/0.6%/3.34%,"2.59%, 22.88%",27 days/6 days/13 days,11.2%,13.97%,-2.77%,0.42,0.86,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-26 (Price: 617.1)",Weekly,2026-05-14 (Price: 719.79),No Price Target,No Date Target,16.18%/27.88%,"16.64%, 6.7 months","2026-05-14 (Price: 719.79), 16.64% above",920.5 (Function Specific Target)/836.2536 (F-Stack 2),No Next Date Target,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/533.99,"88.89%, Past 10 years, 18",607.14,No Information,No Information,No Information,No Information,No Information,19.18% above/17.89% above/16.64% above,12.09%/1.74%/6.41%,"10.15%, 35.46%",4.2 months/1.2 month/2.2 months,7.81%,12.14%,-4.33%,0.34,0.81,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-31 (Price: 629.07)",Monthly,No Exit Yet,726.0097 (Historic Rise or Fall to Pivot),No Date Target,2.13%/16.18%,"14.42%, 6.5 months","2026-05-14 (Price: 719.79), 14.42% above",989.24 (Function Specific Target)/836.2536 (F-Stack 2)/735.1312 (Backtested Max),2029-07-17 (Max)/2026-06-05 (Min)/2027-02-03 (Avg),468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/537.0,"100.0%, Past 20 years, 14",597.17,No Information,No Information,No Information,No Information,No Information,19.89% above/14.42% above/14.42% above,16.86%/5.89%/12.1%,"-0.0%, 33.07%",2.6 years/5 months/10.6 months,8.22%,7.93%,0.29%,2.16,0.46,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-03-01 (Price: 1737.0)",Weekly,No Exit Yet,1871.01 (Function Specific Target),No Date Target,3.82%/3.86%,"7.27%, 2.5 months","2026-05-14 (Price: 1863.2), 7.27% above",1934.3232 (Avg % Gain of Historic Winning trades)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2017.1781 (Backtested Max),2027-03-31 (Max)/2026-08-21 (Avg),1595.3/727.775/1465.6767/925.6338/No F-Track Level/No F-Track Level/1688.06,"95.65%, Past 10 years, 23",1732.9,No Information,No Information,No Information,No Information,No Information,8.05% above/7.27% above/7.27% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,10.55%,-8.3%,0.46,0.56,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-01-11 (Price: 1729.9)",Weekly,No Exit Yet,1868.17 (Function Specific Target),No Date Target,3.39%/3.86%,"7.71%, 4.1 months","2026-05-14 (Price: 1863.2), 7.71% above",1926.4166 (Avg % Gain of Historic Winning trades)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2008.9329 (Backtested Max),2027-02-10 (Max)/2026-07-03 (Avg),1586.7/727.775/1465.6767/925.6338/No F-Track Level/No F-Track Level/1698.45,"95.65%, Past 10 years, 23",1728.0,No Information,No Information,No Information,No Information,No Information,7.82% above/7.71% above/7.71% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,10.55%,-8.3%,0.46,0.56,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2025-11-23 (Price: 1779.7)",Weekly,No Exit Yet,1856.583 (Backtested Min),2026-05-15 (Avg),1.34%/3.86%,"4.69%, 5.7 months","2026-05-14 (Price: 1863.2), 4.69% above",1981.8739 (Avg % Gain of Historic Winning trades)/1888.09 (Function Specific Target)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2066.7656 (Backtested Max),2026-12-23 (Max)/2026-05-15 (Avg),1586.7/653.55/1465.6767/925.6338/No F-Track Level/No F-Track Level/1683.31,"95.65%, Past 10 years, 23",1765.8,No Information,No Information,No Information,No Information,No Information,6.04% above/4.43% above/4.69% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,10.55%,-8.3%,0.46,0.56,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"BDL.NS, Long, 2026-01-06 (Price: 1542.5)",Daily,2026-05-14 (Price: 1353.1),No Price Target,No Date Target,17.25%/21.37%,"-12.28%, 4.3 months","2026-05-14 (Price: 1353.1), 12.28% below",1708.1645 (Historic Rise or Fall to Pivot)/1642.2997 (Avg % Gain of Historic Winning trades)/1811.9 (Function Specific Target)/1643.7 (Horizontal)/2355.3598 (F-Stack 1)/2625.1645 (F-Stack 2)/1586.57 (EMA 200)/1739.323 (Backtested Max),2026-09-10 (Max),1324.3/184.5375/1479.6462/1355.4768/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 26",1540.0,No Information,No Information,No Information,No Information,No Information,12.28% below/12.28% below/12.28% below,12.76%/0.22%/6.47%,"-0.0%, 26.62%",5.7 months/6 days/1.3 month,21.24%,33.91%,-12.67%,1.3,1.42,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
