Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-05-07 (Price: 211.5)",Daily,2026-05-13 (Price: 225.83),No Price Target,2026-05-15 (Min),1.76%/7.13%,"11.46%, 7 days","2026-05-14 (Price: 235.74), 11.46% above",258.8337 (Historic Rise or Fall to Pivot)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/252.5521 (Backtested Max),2026-07-06 (Max)/2026-05-15 (Min)/2026-05-24 (Avg),196.5/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/184.51,"91.67%, Past 4 years, 24",208.315,No Information,No Information,No Information,No Information,No Information,13.43% above/11.46% above/11.46% above,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,14.93%,46.02%,-31.09%,0.77,1.8,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-04-27 (Price: 216.61)",Daily,No Exit Yet,235.9966 (Avg % Gain of Historic Winning trades),2026-05-14 (Avg),1.76%/9.72%,"8.83%, 17 days","2026-05-14 (Price: 235.74), 8.83% above",265.0873 (Historic Rise or Fall to Pivot)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/258.654 (Backtested Max),2026-06-26 (Max),165.17/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/183.11,"91.67%, Past 4 years, 24",209.645,No Information,No Information,No Information,No Information,No Information,18.08% above/8.83% above/8.83% above,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,14.93%,46.02%,-31.09%,0.77,1.8,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-04-20 (Price: 202.06)",Daily,2026-05-12 (Price: 220.78),239.8943 (F-Stack 1),No Date Target,2.35%/4.9%,"16.67%, 24 days","2026-05-14 (Price: 235.74), 16.67% above",247.281 (Historic Rise or Fall to Pivot)/283.6698 (F-Stack 2)/241.2798 (Backtested Max),2026-06-19 (Max),165.17/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/182.0,"91.67%, Past 4 years, 24",199.98,No Information,No Information,No Information,No Information,No Information,16.67% above/16.67% above/16.67% above,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,14.93%,46.02%,-31.09%,0.77,1.8,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-10-05 (Price: 187.62)",Weekly,2026-05-14 (Price: 235.74),239.8943 (F-Stack 1),No Date Target,14.21%/20.33%,"25.65%, 7.4 months","2026-05-14 (Price: 235.74), 25.65% above",299.24 (Function Specific Target)/283.6698 (F-Stack 2)/269.2347 (Backtested Max),2028-01-17 (Max),167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/143.06,"86.36%, Past 10 years, 22",180.43,No Information,No Information,No Information,No Information,No Information,33.44% above/25.65% above/25.65% above,43.5%/5.43%/14.45%,"26.78%, 65.96%",1.6 year/1.2 month/4.1 months,14.31%,32.67%,-18.36%,0.35,1.39,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
PULSEGAUGE,"NVDA, Long, 2025-10-14 (Price: 180.03)",Weekly,No Exit Yet,239.8943 (Function Specific Target)/239.8943 (F-Stack 1)/240.8981 (Backtested Min),No Date Target,6.63%/20.33%,"30.94%, 7.1 months","2026-05-14 (Price: 235.74), 30.94% above",251.3759 (Avg % Gain of Historic Winning trades)/283.6698 (F-Stack 2)/286.0677 (Backtested Max),2030-08-21 (Max)/2026-07-14 (Avg),167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.12%, Past 25 years, 17",187.97,No Information,No Information,No Information,No Information,No Information,No Information,58.9%/33.81%/39.63%,"62.74%, 65.56%",3.4 years/13 days/6.3 months,20.77%,19.57%,1.2%,1.08,0.17,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-03-15 (Price: 180.25)",Weekly,No Exit Yet,237.8579 (Historic Rise or Fall to Pivot)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1),No Date Target,7.05%/20.33%,"30.79%, 2 months","2026-05-14 (Price: 235.74), 30.79% above",252.368 (Avg % Gain of Historic Winning trades)/283.6698 (F-Stack 2)/541.2006 (Backtested Max),2027-03-04 (Max)/2026-06-14 (Min)/2026-08-27 (Avg),177.19/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"87.5%, Past 10 years, 88",176.83,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.56%/40.01%,"45.09%, 51.99%",8.2 months/2.1 months/3.8 months,48.75%,44.48%,4.27%,0.76,1.81,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-03-01 (Price: 177.19)",Weekly,No Exit Yet,233.8199 (Historic Rise or Fall to Pivot)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1),No Date Target,5.24%/20.33%,"33.04%, 2.5 months","2026-05-14 (Price: 235.74), 33.04% above",248.0837 (Avg % Gain of Historic Winning trades)/283.6698 (F-Stack 2)/532.013 (Backtested Max),2027-02-18 (Max)/2026-05-31 (Min)/2026-08-13 (Avg),175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"87.5%, Past 10 years, 88",191.4,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.56%/40.01%,"45.09%, 51.99%",8.2 months/2.1 months/3.8 months,48.75%,44.48%,4.27%,0.76,1.81,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-02-22 (Price: 189.82)",Weekly,No Exit Yet,239.8943 (Function Specific Target)/239.8943 (F-Stack 1),No Date Target,6.26%/12.74%,"24.19%, 2.7 months","2026-05-14 (Price: 235.74), 24.19% above",250.4865 (Historic Rise or Fall to Pivot)/265.767 (Avg % Gain of Historic Winning trades)/283.6698 (F-Stack 2)/569.9345 (Backtested Max),2027-02-11 (Max)/2026-05-24 (Min)/2026-08-06 (Avg),182.81/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/185.74,"87.5%, Past 10 years, 88",181.75,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.56%/40.01%,"45.09%, 51.99%",8.2 months/2.1 months/3.8 months,48.75%,44.48%,4.27%,0.76,1.81,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-02-15 (Price: 182.81)",Weekly,No Exit Yet,241.2361 (Historic Rise or Fall to Pivot)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1),2026-05-17 (Min),8.57%/20.33%,"28.95%, 2.9 months","2026-05-14 (Price: 235.74), 28.95% above",255.9523 (Avg % Gain of Historic Winning trades)/283.6698 (F-Stack 2)/548.887 (Backtested Max),2027-02-04 (Max)/2026-05-17 (Min)/2026-07-30 (Avg),175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"87.5%, Past 10 years, 88",184.26,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.56%/40.01%,"45.09%, 51.99%",8.2 months/2.1 months/3.8 months,48.75%,44.48%,4.27%,0.76,1.81,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-05 (Price: 5.71)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,2.41%/15.48%,"3.5%, 3.3 months","2026-05-14 (Price: 5.91), 3.5% above",6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.0526 (Backtested Max),2027-01-31 (Max),5.52/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.59%, Past 4 years, 37",5.63,No Information,No Information,No Information,No Information,No Information,5.16% above/3.5% above/3.5% above,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
