Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"WPM.TO, Long, 2026-05-01 (Price: 170.85)",Daily,2026-05-06 (Price: 183.43),189.9681 (Backtested Max),No Date Target,23.73%/33.41%,"11.17%, 7 days","2026-05-08 (Price: 189.94), 11.17% above",235.0118 (F-Stack 1)/253.398 (F-Stack 2),2026-06-12 (Max)/2026-05-15 (Avg),170.84/52.782/158.548/146.049/No F-Track Level/No F-Track Level/164.68,"76.92%, Past 4 years, 13",170.43,No Information,No Information,No Information,No Information,No Information,No Information,11.19%/1.64%/4.97%,"11.96%, 12.04%",29 days/1 day/10 days,5.72%,17.71%,-11.99%,0.14,0.89,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2026-01-25 (Price: 200.26)",Weekly,No Exit Yet,No Price Target,2026-05-09 (Avg),19.79%/34.0%,"-5.15%, 3.4 months","2026-05-08 (Price: 189.94), 5.15% below",227.5354 (Avg % Gain of Historic Winning trades)/306.0 (Function Specific Target)/254.5104 (Backtested Max),2026-08-04 (Max)/2026-05-09 (Avg),135.45/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/137.99,"90.32%, Past 10 years, 31",191.85,No Information,No Information,No Information,No Information,No Information,0.88% above/4.19% below/5.15% below,27.09%/5.0%/13.62%,"25.2%, 49.41%",4.4 months/1.2 month/2.4 months,8.5%,7.96%,0.54%,0.66,0.4,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
PULSEGAUGE,"WPM.TO, Long, 2026-04-24 (Price: 190.47)",Weekly,No Exit Yet,No Price Target,2026-05-07 (Min),8.24%/23.14%,"-0.28%, 14 days","2026-05-08 (Price: 189.94), 0.28% below",205.5933 (Historic Rise or Fall to Pivot)/250.2395 (Avg % Gain of Historic Winning trades)/233.8832 (Function Specific Target)/233.8832 (F-Stack 1)/263.3933 (F-Stack 2)/259.4963 (Backtested Max)/245.0587 (Backtested Min),2031-04-23 (Max)/2027-01-27 (Avg),157.08/52.782/180.0371/146.152/No F-Track Level/No F-Track Level/164.68,"85.71%, Past 20 years, 14",205.63,No Information,No Information,No Information,No Information,No Information,No Information,36.24%/28.66%/31.38%,"45.88%, 55.53%",3.5 years/9 days/6.4 months,13.2%,12.39%,0.81%,0.63,0.06,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-04-20 (Price: 202.06)",Daily,No Exit Yet,No Price Target,2026-05-07 (Avg),2.3%/11.48%,"6.5%, 18 days","2026-05-08 (Price: 215.2), 6.5% above",247.281 (Historic Rise or Fall to Pivot)/220.1444 (Avg % Gain of Historic Winning trades)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/241.2798 (Backtested Max),2026-06-19 (Max),165.17/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/182.0,"91.67%, Past 4 years, 24",199.98,No Information,No Information,No Information,No Information,No Information,6.5% above/6.5% above/6.5% above,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,14.93%,46.02%,-31.09%,0.77,1.8,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-10-05 (Price: 187.62)",Weekly,No Exit Yet,214.2245 (Historic Rise or Fall to Pivot)/214.7311 (Avg % Gain of Historic Winning trades),No Date Target,11.48%/25.11%,"14.7%, 7.2 months","2026-05-08 (Price: 215.2), 14.7% above",299.24 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/269.2347 (Backtested Max),2028-01-17 (Max),167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/143.06,"86.36%, Past 10 years, 22",180.43,No Information,No Information,No Information,No Information,No Information,21.81% above/14.7% above/14.7% above,43.5%/5.43%/14.45%,"26.78%, 65.96%",1.6 year/1.2 month/4.1 months,14.31%,32.67%,-18.36%,0.35,1.39,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
DELTADRIFT,"MCD, Long, 2026-04-30 (Price: 293.59)",Daily,2026-05-08 (Price: 275.75),No Price Target,2026-05-10 (Avg),7.91%/9.35%,"-6.08%, 8 days","2026-05-08 (Price: 275.75), 6.08% below",312.3798 (Historic Rise or Fall to Pivot)/301.5463 (Avg % Gain of Historic Winning trades)/306.96 (Function Specific Target)/321.444 (Horizontal)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/309.11 (EMA 200)/307.5649 (Backtested Max)/297.5535 (Backtested Min),2026-05-18 (Max)/2026-05-10 (Avg),290.08/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"70.59%, Past 4 years, 17",290.55,No Information,No Information,No Information,No Information,No Information,No Information,4.76%/1.35%/2.71%,"6.54%, 6.94%",13 days/1 day/7 days,3.8%,2.75%,1.05%,0.03,0.06,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
PULSEGAUGE,"MCD, Long, 2026-04-23 (Price: 302.53)",Weekly,No Exit Yet,No Price Target,2026-05-11 (Min),12.1%/14.48%,"-8.85%, 15 days","2026-05-08 (Price: 275.75), 8.85% below",315.6901 (Historic Rise or Fall to Pivot)/346.4876 (Avg % Gain of Historic Winning trades)/370.0426 (Function Specific Target)/321.444 (Horizontal)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/309.11 (EMA 200)/359.1031 (Backtested Max)/344.0674 (Backtested Min),2031-11-16 (Max)/2026-05-11 (Min)/2027-03-10 (Avg),297.01/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"81.82%, Past 25 years, 22",312.15,No Information,No Information,No Information,No Information,No Information,No Information,18.7%/13.73%/14.53%,"30.12%, 32.62%",3.9 years/13 days/7.4 months,7.58%,6.73%,0.85%,0.37,-0.21,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2026-02-08 (Price: 941.1)",Weekly,No Exit Yet,No Price Target,2026-05-10 (Min),20.58%/28.97%,"-17.03%, 3 months","2026-05-08 (Price: 780.85), 17.03% below",1052.9027 (Historic Rise or Fall to Pivot)/1007.0711 (Avg % Gain of Historic Winning trades)/1098.0619 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1246.6752 (Backtested Max)/941.5706 (Backtested Min),2026-12-09 (Max)/2026-05-10 (Min)/2026-07-01 (Avg),916.1/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/935.58,"88.12%, Past 10 years, 101",915.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,32.47%/0.05%/7.01%,"17.33%, 37.24%",7 months/2.1 months/3.3 months,21.24%,7.28%,13.96%,0.56,0.4,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-12-14 (Price: 1001.5)",Weekly,No Exit Yet,No Price Target,2026-05-06 (Avg),28.32%/29.29%,"-22.03%, 4.8 months","2026-05-08 (Price: 780.85), 22.03% below",1120.4782 (Historic Rise or Fall to Pivot)/1071.7052 (Avg % Gain of Historic Winning trades)/1098.0619 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1326.687 (Backtested Max)/1002.0007 (Backtested Min),2026-10-14 (Max),945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/935.58,"88.12%, Past 10 years, 101",1000.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,32.47%/0.05%/7.01%,"17.33%, 37.24%",7 months/2.1 months/3.3 months,21.24%,7.28%,13.96%,0.56,0.4,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2026-05-01 (Price: 174.0)",Daily,No Exit Yet,No Price Target,2026-05-09 (Min),2.91%/3.26%,"-0.1%, 7 days","2026-05-08 (Price: 173.83), 0.1% below",179.4984 (Historic Rise or Fall to Pivot)/178.8894 (Avg % Gain of Historic Winning trades)/191.7 (Function Specific Target)/199.54 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/189.0 (EMA 200)/189.6774 (Backtested Max),2026-10-21 (Max)/2026-05-09 (Min)/2026-06-22 (Avg),169.07/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 33",173.68,No Information,No Information,No Information,No Information,No Information,2.07% above/0.1% below/0.1% below,9.01%/0.29%/2.81%,"-0.0%, 13.61%",4 months/6 days/1.2 month,17.28%,17.39%,-0.11%,1.01,1.13,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2026-02-02 (Price: 187.0)",Daily,No Exit Yet,No Price Target,2026-05-08 (Avg),18.82%/25.3%,"-7.04%, 3.2 months","2026-05-08 (Price: 173.83), 7.04% below",206.5415 (Avg % Gain of Historic Winning trades)/294.0831 (Function Specific Target)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/217.8176 (Backtested Max),2026-06-21 (Max),183.5/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 7",184.41,"-3.82, 100.0%",No Information,No Information,No Information,No Information,No Information,16.48%/5.13%/10.45%,"-0.0%, 7.51%",3.2 months/1.2 month/2.2 months,11.83%,18.23%,-6.4%,0.92,1.14,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2026-02-05 (Price: 9.65)",Daily,2026-05-08 (Price: 9.9),No Price Target,No Date Target,0.29%/4.84%,"2.59%, 3.1 months","2026-05-08 (Price: 9.9), 2.59% above",9.9289 (Avg % Gain of Historic Winning trades)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.3795 (Backtested Max),2026-07-02 (Max),9.18/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/9.21,"73.33%, Past 4 years, 30",9.46,No Information,No Information,No Information,No Information,No Information,3.45% above/2.59% above/2.59% above,7.56%/0.63%/2.89%,"7.04%, 16.17%",3.4 months/10 days/1.4 month,1.21%,5.44%,-4.23%,0.03,0.28,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
PULSEGAUGE,"CEN.NZ, Long, 2026-04-28 (Price: 9.23)",Weekly,No Exit Yet,9.8433 (Horizontal),No Date Target,5.8%/6.55%,"7.26%, 10 days","2026-05-08 (Price: 9.9), 7.26% above",10.548 (Avg % Gain of Historic Winning trades)/11.2606 (Function Specific Target)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.7363 (Backtested Max)/10.4742 (Backtested Min),2033-06-17 (Max)/2026-05-26 (Min)/2027-04-14 (Avg),9.06/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"76.47%, Past 25 years, 17",9.34,No Information,No Information,No Information,No Information,No Information,No Information,16.32%/13.48%/14.28%,"23.14%, 26.11%",5 years/20 days/8.1 months,4.51%,3.77%,0.74%,0.15,-0.3,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
DELTADRIFT,"SJ.TO, Long, 2026-04-10 (Price: 85.89)",Daily,2026-05-06 (Price: 77.01),No Price Target,No Date Target,22.4%/23.89%,"-17.01%, 28 days","2026-05-08 (Price: 71.28), 17.01% below",90.3735 (Historic Rise or Fall to Pivot)/88.3121 (Avg % Gain of Historic Winning trades)/89.34 (Function Specific Target)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/89.506 (Backtested Max)/87.2471 (Backtested Min),2026-05-13 (Max),85.13/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/85.24,"75.0%, Past 4 years, 8",87.17,No Information,No Information,No Information,No Information,No Information,No Information,4.21%/1.58%/2.82%,"16.04%, 17.5%",23 days/1 day/6 days,1.72%,7.05%,-5.33%,-0.14,0.37,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,No Exit Yet,No Price Target,2026-05-08 (Avg),54.37%/55.96%,"-19.74%, 3.9 months","2026-05-08 (Price: 71.28), 19.74% below",111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"85.19%, Past 10 years, 27",86.08,No Information,No Information,No Information,No Information,No Information,19.74% below/18.65% below/19.74% below,23.9%/3.84%/8.06%,"6.63%, 46.57%",1 year/1.2 month/2.7 months,12.92%,10.65%,2.27%,0.45,0.59,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-03-29 (Price: 90.57)",Weekly,No Exit Yet,No Price Target,2026-05-08 (Min),14.75%/24.66%,"-9.04%, 1.3 month","2026-05-08 (Price: 82.38), 9.04% below",104.4906 (Historic Rise or Fall to Pivot)/102.6973 (Avg % Gain of Historic Winning trades)/115.54 (Function Specific Target)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/122.7405 (Backtested Max)/94.5279 (Backtested Min),2027-07-19 (Max)/2026-10-01 (Avg),47.63/38.425/77.0903/68.3859/No F-Track Level/No F-Track Level/55.64,"92.0%, Past 10 years, 25",75.23,No Information,No Information,No Information,No Information,No Information,9.04% below/0.01% above/9.04% below,35.52%/4.37%/13.39%,"12.77%, 73.13%",11 months/28 days/4.3 months,13.79%,5.33%,8.46%,0.83,0.31,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
OSCILLATOR DELTA,"MX.TO, Long, 2026-04-28 (Price: 82.7)",Daily,2026-05-07 (Price: 83.8),No Price Target,No Date Target,10.43%/12.22%,"-0.39%, 10 days","2026-05-08 (Price: 82.38), 0.39% below",94.2532 (Historic Rise or Fall to Pivot)/90.97 (Function Specific Target)/104.8718 (F-Stack 1)/111.623 (F-Stack 2)/92.4503 (Backtested Max),2026-08-23 (Max)/2026-05-19 (Avg),No Recent Minima/38.425/80.4508/69.4599/No F-Track Level/No F-Track Level/60.84,"86.96%, Past 6 years, 23",83.46,No Information,No Information,No Information,No Information,No Information,No Information,11.79%/0.26%/5.04%,"15.96%, 16.64%",2.7 months/3 days/15 days,12.58%,17.97%,-5.39%,0.31,0.79,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-09-30 (Price: 3.37)",Monthly,No Exit Yet,No Price Target,2026-05-05 (Min),33.55%/37.05%,"-16.32%, 7.3 months","2026-05-08 (Price: 2.82), 16.32% below",3.766 (Historic Rise or Fall to Pivot)/3.8647 (Avg % Gain of Historic Winning trades)/4.29 (Function Specific Target)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.2496 (Backtested Max),2027-08-08 (Max)/2026-12-12 (Avg),2.83/2.82/3.1474/No stop loss/No F-Track Level/No F-Track Level/3.1,"80.0%, Past 20 years, 10",3.13,No Information,No Information,No Information,No Information,No Information,10.48% below/10.76% below/16.32% below,26.1%/3.25%/14.68%,"37.82%, 49.28%",1.3 year/5 months/10.1 months,4.05%,0.74%,3.31%,-0.09,0.01,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",Monthly,2026-05-08 (Price: 2.82),No Price Target,No Date Target,34.34%/37.86%,"-16.81%, 1.2 year","2026-05-08 (Price: 2.82), 16.81% below",3.7883 (Historic Rise or Fall to Pivot)/3.8877 (Avg % Gain of Historic Winning trades)/4.74 (Function Specific Target)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.2748 (Backtested Max),2027-01-06 (Max)/2026-05-12 (Avg),2.83/3.3133/3.1474/No stop loss/No F-Track Level/No F-Track Level/3.02,"80.0%, Past 20 years, 10",2.85,No Information,No Information,No Information,No Information,No Information,1.05% below/13.76% below/16.81% below,26.1%/3.25%/14.68%,"37.82%, 49.28%",1.3 year/5 months/10.1 months,4.05%,0.74%,3.31%,-0.09,0.01,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
FRACTAL TRACK,"BDL.NS, Long, 2026-04-19 (Price: 1380.7)",Weekly,No Exit Yet,1452.7 (EMA 200),No Date Target,7.3%/10.69%,"4.92%, 19 days","2026-05-08 (Price: 1448.6), 4.92% above",1554.3921 (Historic Rise or Fall to Pivot)/1658.0826 (Avg % Gain of Historic Winning trades)/2368.66 (Function Specific Target)/1627.1 (Horizontal)/2336.9032 (F-Stack 1)/2616.0038 (F-Stack 2)/1735.1257 (Backtested Max)/1603.4069 (Backtested Min),2026-12-27 (Max)/2026-06-27 (Min)/2026-10-05 (Avg),1136.9/184.5375/1355.4768/1101.1152/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 8 years, 7",1316.0,No Information,No Information,No Information,"61.8% (Price: 1079.0012), 34.25% above, Upmove Bounce Back","2023-10-29 (Price: 450.0), 2025-06-01 (Price: 2096.6001)",No Information,25.67%/16.13%/20.09%,"7.93%, 41.95%",5.8 months/1.6 month/3.9 months,11.07%,18.53%,-7.46%,0.58,0.79,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets)
SIGMASHELL,"BDL.NS, Long, 2026-03-02 (Price: 1268.0)",Daily,No Exit Yet,1452.7 (EMA 200)/1451.86 (Backtested Min),No Date Target,12.3%/13.47%,"14.24%, 2.2 months","2026-05-08 (Price: 1448.6), 14.24% above",1626.844 (Avg % Gain of Historic Winning trades)/2336.9032 (Function Specific Target)/1643.7 (Horizontal)/2336.9032 (F-Stack 1)/2479.1854 (F-Stack 2)/1801.7012 (Backtested Max),2026-08-14 (Max)/2026-06-14 (Min)/2026-07-14 (Avg),1240.1/184.5375/1101.1152/1023.7762/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 5 years, 7",1241.4,"-6.77, 78.12%",No Information,No Information,No Information,No Information,No Information,42.09%/14.5%/28.3%,"4.95%, 30.16%",3.8 months/2.4 months/3.1 months,19.75%,18.52%,1.23%,0.4,0.83,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
TRENDPULSE,"MAZDOCK.NS, Long, 2025-11-17 (Price: 2800.5)",Daily,2026-05-06 (Price: 2644.5),No Price Target,No Date Target,7.14%/17.7%,"-5.11%, 5.7 months","2026-05-08 (Price: 2657.3), 5.11% below",3301.7895 (Historic Rise or Fall to Pivot)/3127.5984 (Avg % Gain of Historic Winning trades)/3360.0 (Function Specific Target)/4090.5272 (F-Stack 1)/4287.3338 (F-Stack 2)/3659.4133 (Backtested Max)/2846.9883 (Backtested Min),No Next Date Target,2630.5/112.6583/2784.682/1843.1138/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"95.0%, Past 4 years, 20",2795.0,No Information,No Information,No Information,No Information,No Information,4.49% below/5.11% below/5.11% below,30.67%/1.66%/11.68%,"17.79%, 32.27%",3.8 months/8 days/25 days,26.06%,53.73%,-27.67%,0.84,2.12,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
BASELINEDIVERGENCE,"MAZDOCK.NS, Long, 2026-02-08 (Price: 2402.3999)",Weekly,No Exit Yet,No Price Target,2026-05-10 (Min),35.01%/43.65%,"10.61%, 3 months","2026-05-08 (Price: 2657.3), 10.61% above",3587.5038 (Historic Rise or Fall to Pivot)/3817.1732 (Avg % Gain of Historic Winning trades)/4287.3338 (Function Specific Target)/4287.3338 (F-Stack 1)/5593.7123 (F-Stack 2)/6492.726 (Backtested Max),2027-01-08 (Max)/2026-05-10 (Min)/2026-08-09 (Avg),2301.8/112.6583/1843.1138/1261.1932/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.0%, Past 5 years, 60",2380.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,170.26%/0.38%/58.89%,"6.25%, 28.55%",7.7 months/2.1 months/4.2 months,92.6%,54.38%,38.22%,0.78,2.08,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
PULSEGAUGE,"TSLA, Long, 2026-04-23 (Price: 373.72)",Weekly,No Exit Yet,No Price Target,2026-05-11 (Min),13.73%/15.44%,"14.62%, 15 days","2026-05-08 (Price: 428.35), 14.62% above",531.0561 (Avg % Gain of Historic Winning trades)/494.4819 (Function Specific Target)/487.1467 (Horizontal)/494.4819 (F-Stack 1)/553.1211 (F-Stack 2)/591.3372 (Backtested Max)/511.9964 (Backtested Min),2028-02-29 (Max)/2026-05-11 (Min)/2027-01-17 (Avg),348.95/196.47/348.637/262.8246/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 15 years, 9",402.58,No Information,No Information,No Information,No Information,No Information,No Information,58.23%/37.0%/42.1%,"-0.0%, 48.54%",1.3 year/13 days/6.2 months,23.35%,27.41%,-4.06%,2.34,0.25,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
PULSEGAUGE,"BRK-B, Long, 2026-04-23 (Price: 470.55)",Weekly,No Exit Yet,476.1966 (Historic Rise or Fall to Pivot),No Date Target,2.9%/7.62%,"1.15%, 15 days","2026-05-08 (Price: 475.94), 1.15% above",537.6504 (Avg % Gain of Historic Winning trades)/630.85 (Function Specific Target)/512.2133 (Horizontal)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/489.76 (EMA 200)/557.4135 (Backtested Max)/532.3803 (Backtested Min),2028-02-29 (Max)/2026-06-27 (Min)/2027-02-03 (Avg),468.49/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"73.68%, Past 25 years, 19",474.38,No Information,No Information,No Information,No Information,No Information,No Information,18.46%/13.14%/14.26%,"33.7%, 24.78%",1.3 year/1.5 month/6.6 months,3.14%,6.76%,-3.62%,0.05,-0.22,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2026-02-15 (Price: 160.14)",Weekly,2026-05-08 (Price: 195.95),195.25 (Function Specific Target),No Date Target,6.34%/7.68%,"22.36%, 2.7 months","2026-05-08 (Price: 195.95), 22.36% above",208.3742 (Historic Rise or Fall to Pivot)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/210.99 (EMA 200),2026-06-12 (Max),142.82/82.7925/152.3597/145.7273/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 15 years, 5",148.49,No Information,No Information,No Information,No Information,No Information,No Information,15.74%/12.23%/13.73%,"20.01%, 25.53%",2.7 months/7 days/1.2 month,6.28%,8.05%,-1.77%,0.4,0.41,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
TRENDPULSE,"DIS, Long, 2026-01-22 (Price: 113.21)",Daily,No Exit Yet,No Price Target,2026-05-06 (Avg),5.42%/7.06%,"-4.58%, 3.5 months","2026-05-08 (Price: 108.02), 4.58% below",113.8779 (Historic Rise or Fall to Pivot)/119.6177 (Avg % Gain of Historic Winning trades)/120.1 (Function Specific Target)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/124.4404 (Backtested Max)/115.644 (Backtested Min),2026-08-27 (Max),110.34/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/111.22,"93.75%, Past 4 years, 16",113.17,No Information,No Information,No Information,No Information,No Information,4.57% below/4.58% below/4.58% below,9.92%/2.15%/5.66%,"3.96%, 50.6%",5 months/8 days/2.4 months,-17.54%,-0.57%,-16.97%,0.51,-0.02,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-28 (Price: 129.16)",Weekly,2026-05-03 (Price: 145.84),145.8346 (Backtested Max),No Date Target,3.46%/17.57%,"13.77%, 4.4 months","2026-05-08 (Price: 146.95), 13.77% above",172.77 (Function Specific Target)/152.0396 (F-Stack 2),2028-07-23 (Max)/2026-07-20 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/102.19,"90.62%, Past 10 years, 32",128.25,No Information,No Information,No Information,No Information,No Information,16.81% above/13.99% above/13.77% above,12.91%/2.49%/6.89%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,7.66%,6.06%,1.6%,0.66,0.34,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"ARM, Long, 2026-04-23 (Price: 204.61)",Daily,No Exit Yet,No Price Target,2026-05-07 (Min),12.39%/37.3%,"4.23%, 15 days","2026-05-08 (Price: 213.27), 4.23% above",293.3 (Function Specific Target)/292.8214 (F-Stack 2)/239.7006 (Backtested Max),2026-07-10 (Max)/2026-05-29 (Avg),114.38/165.49/155.9428/122.7432/No F-Track Level/No F-Track Level/139.36,"85.71%, Past 4 years, 7",194.16,No Information,No Information,No Information,No Information,No Information,8.5% above/4.23% above/4.23% above,17.15%/3.03%/9.14%,"11.36%, 41.47%",1.8 month/10 days/25 days,21.81%,36.96%,-15.15%,0.46,1.35,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
