Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-03-01 (Price: 1737.0)",Weekly,No Exit Yet,1871.01 (Function Specific Target),No Date Target,2.87%/2.92%,"8.25%, 2.7 months","2026-05-20 (Price: 1880.3), 8.25% above",1934.3232 (Avg % Gain of Historic Winning trades)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2017.1781 (Backtested Max),2027-03-31 (Max)/2026-08-21 (Avg),1595.3/727.775/1465.6767/925.6338/No F-Track Level/No F-Track Level/1688.06,"95.65%, Past 10 years, 23",1732.9,No Information,No Information,No Information,No Information,No Information,9.04% above/8.25% above/8.25% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,10.55%,-8.3%,0.46,0.56,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-01-11 (Price: 1729.9)",Weekly,No Exit Yet,1868.17 (Function Specific Target),No Date Target,2.45%/2.92%,"8.69%, 4.3 months","2026-05-20 (Price: 1880.3), 8.69% above",1926.4166 (Avg % Gain of Historic Winning trades)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2008.9329 (Backtested Max),2027-02-10 (Max)/2026-07-03 (Avg),1586.7/727.775/1465.6767/925.6338/No F-Track Level/No F-Track Level/1698.45,"95.65%, Past 10 years, 23",1728.0,No Information,No Information,No Information,No Information,No Information,8.81% above/8.69% above/8.69% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,10.55%,-8.3%,0.46,0.56,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2025-11-23 (Price: 1779.7)",Weekly,No Exit Yet,1888.09 (Function Specific Target),No Date Target,2.92%/5.4%,"5.65%, 5.9 months","2026-05-20 (Price: 1880.3), 5.65% above",1981.8739 (Avg % Gain of Historic Winning trades)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2066.7656 (Backtested Max),2026-12-23 (Max),1586.7/653.55/1465.6767/925.6338/No F-Track Level/No F-Track Level/1683.31,"95.65%, Past 10 years, 23",1765.8,No Information,No Information,No Information,No Information,No Information,7.01% above/5.39% above/5.65% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,10.55%,-8.3%,0.46,0.56,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
PULSEGAUGE,"SUNPHARMA.NS, Long, 2025-07-03 (Price: 1679.7)",Weekly,2026-05-18 (Price: 1905.8),No Price Target,No Date Target,2.92%/6.56%,"11.94%, 10.7 months","2026-05-20 (Price: 1880.3), 11.94% above",2036.9722 (Avg % Gain of Historic Winning trades)/2110.5488 (Function Specific Target)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2290.2201 (F-Stack 2)/2125.6604 (Backtested Max)/2003.7141 (Backtested Min),2028-08-23 (Max),1665.1/563.425/1465.6767/931.6525/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"87.5%, Past 25 years, 16",1696.0,No Information,No Information,No Information,No Information,No Information,No Information,26.55%/19.29%/21.27%,"32.17%, 36.89%",2.2 years/26 days/6.5 months,10.21%,14.53%,-4.32%,0.64,0.05,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-05-14 (Price: 235.74)",Daily,No Exit Yet,No Price Target,2026-05-22 (Min),7.35%/8.61%,"-5.2%, 6 days","2026-05-20 (Price: 223.47), 5.2% below",288.4986 (Historic Rise or Fall to Pivot)/256.8387 (Avg % Gain of Historic Winning trades)/373.29 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/281.4971 (Backtested Max)/242.7179 (Backtested Min),2026-07-13 (Max)/2026-05-22 (Min)/2026-05-31 (Avg),196.5/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/185.74,"91.67%, Past 4 years, 24",229.73,No Information,No Information,No Information,No Information,No Information,1.22% above/5.2% below/5.2% below,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,14.93%,46.02%,-31.09%,0.77,1.8,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-04-27 (Price: 216.61)",Daily,2026-05-18 (Price: 222.32),No Price Target,No Date Target,5.61%/7.35%,"3.17%, 23 days","2026-05-20 (Price: 223.47), 3.17% above",265.0873 (Historic Rise or Fall to Pivot)/235.9966 (Avg % Gain of Historic Winning trades)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/258.654 (Backtested Max),2026-06-26 (Max),165.17/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/183.11,"91.67%, Past 4 years, 24",209.645,No Information,No Information,No Information,No Information,No Information,11.94% above/3.17% above/3.17% above,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,14.93%,46.02%,-31.09%,0.77,1.8,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-10-05 (Price: 187.62)",Weekly,2026-05-17 (Price: 225.32),No Price Target,No Date Target,7.35%/20.48%,"19.11%, 7.6 months","2026-05-20 (Price: 223.47), 19.11% above",299.24 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/269.2347 (Backtested Max),2028-01-17 (Max),167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/143.06,"86.36%, Past 10 years, 22",180.43,No Information,No Information,No Information,No Information,No Information,26.49% above/19.11% above/19.11% above,43.5%/5.43%/14.45%,"26.78%, 65.96%",1.6 year/1.2 month/4.1 months,14.31%,32.67%,-18.36%,0.35,1.39,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-02-15 (Price: 182.81)",Weekly,No Exit Yet,No Price Target,2026-05-17 (Min),7.35%/7.35%,"22.24%, 3.1 months","2026-05-20 (Price: 223.47), 22.24% above",241.2361 (Historic Rise or Fall to Pivot)/255.9523 (Avg % Gain of Historic Winning trades)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/548.887 (Backtested Max),2027-02-04 (Max)/2026-07-30 (Avg),175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"87.5%, Past 10 years, 88",184.26,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.56%/40.01%,"45.09%, 51.99%",8.2 months/2.1 months/3.8 months,48.75%,44.48%,4.27%,0.76,1.81,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2026-03-01 (Price: 49.71)",Weekly,No Exit Yet,50.6445 (Historic Rise or Fall to Pivot),No Date Target,1.15%/2.98%,"1.75%, 2.7 months","2026-05-20 (Price: 50.58), 1.75% above",51.1615 (Avg % Gain of Historic Winning trades)/67.44 (Function Specific Target)/53.8646 (F-Stack 1)/79.5406 (F-Stack 2)/52.0861 (Backtested Max),2027-09-25 (Max)/2026-08-08 (Avg),35.35/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/44.14,"100.0%, Past 10 years, 16",49.56,No Information,No Information,No Information,No Information,No Information,2.04% above/1.75% above/1.75% above,4.78%/1.57%/2.92%,"-0.0%, 32.4%",1.1 year/28 days/3.7 months,4.78%,4.53%,0.25%,1.33,0.22,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-11-30 (Price: 46.43)",Monthly,No Exit Yet,No Price Target,2026-05-22 (Min),3.33%/3.44%,"8.94%, 5.7 months","2026-05-20 (Price: 50.58), 8.94% above",52.2663 (Historic Rise or Fall to Pivot)/67.39 (Function Specific Target)/53.8646 (F-Stack 1)/79.5406 (F-Stack 2)/52.322 (Backtested Max),2027-08-17 (Max)/2026-05-22 (Min)/2026-09-30 (Avg),28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,"100.0%, Past 20 years, 14",45.21,No Information,No Information,No Information,No Information,No Information,12.98% above/11.48% above/8.94% above,12.69%/2.94%/7.95%,"-0.0%, 19.49%",1.2 year/4 months/7 months,5.69%,4.1%,1.59%,2.04,0.18,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
PULSEGAUGE,"XIU.TO, Long, 2026-01-30 (Price: 46.9)",Weekly,2026-05-20 (Price: 50.58),No Price Target,No Date Target,2.59%/2.84%,"7.85%, 3.7 months","2026-05-20 (Price: 50.58), 7.85% above",52.0168 (Avg % Gain of Historic Winning trades)/53.8646 (Function Specific Target)/53.8646 (F-Stack 1)/57.8672 (F-Stack 2)/52.3404 (Backtested Max)/51.8902 (Backtested Min),2028-12-07 (Max)/2026-11-25 (Avg),35.35/27.9467/44.2067/37.996/No F-Track Level/No F-Track Level/46.62,"75.0%, Past 25 years, 16",48.68,No Information,No Information,No Information,No Information,No Information,No Information,11.6%/10.64%/10.91%,"24.26%, 30.26%",2 years/1.2 month/6.9 months,3.67%,4.15%,-0.48%,0.07,-0.39,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2026-05-14 (Price: 397.17)",Daily,No Exit Yet,No Price Target,2026-05-22 (Min),3.31%/8.46%,"-3.09%, 6 days","2026-05-20 (Price: 384.9), 3.09% below",417.4654 (Avg % Gain of Historic Winning trades)/589.51 (Function Specific Target)/505.0904 (F-Stack 1)/561.7053 (F-Stack 2)/439.7863 (Backtested Max)/397.6466 (Backtested Min),2026-09-03 (Max)/2026-05-22 (Min)/2026-06-25 (Avg),273.14/84.51/365.3613/345.4418/No F-Track Level/No F-Track Level/290.27,"100.0%, Past 4 years, 20",393.79,No Information,No Information,No Information,No Information,No Information,3.54% below/3.09% below/3.09% below,10.73%/0.12%/5.11%,"-0.0%, 25.37%",2.6 months/6 days/29 days,19.91%,22.22%,-2.31%,1.44,1.16,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-11-30 (Price: 320.12)",Weekly,2026-05-17 (Price: 393.32),No Price Target,2026-05-22 (Max),26.92%,"20.24%, 5.7 months","2026-05-20 (Price: 384.9), 20.24% above",488.5 (Function Specific Target),2026-05-22 (Max),147.74/84.51/240.3589/219.0619/No F-Track Level/No F-Track Level/203.2,"100.0%, Past 10 years, 20",311.01,No Information,No Information,No Information,No Information,No Information,28.45% above/20.24% above/20.24% above,19.02%/4.43%/10.08%,"-0.0%, 15.08%",4 months/1.2 month/1.7 month,13.59%,17.02%,-3.43%,1.76,0.92,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-30 (Price: 666.18)",Monthly,No Exit Yet,741.1252 (Avg % Gain of Historic Winning trades),No Date Target,1.92%/3.33%,"11.27%, 7.7 months","2026-05-20 (Price: 741.25), 11.27% above",765.9071 (Historic Rise or Fall to Pivot)/1004.58 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/755.4481 (Backtested Max),2027-04-26 (Max)/2026-10-17 (Avg),554.54/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/600.46,"80.0%, Past 20 years, 10",637.5,No Information,No Information,No Information,No Information,No Information,11.27% above/11.27% above/11.27% above,13.4%/8.58%/11.25%,"5.51%, 13.47%",1.1 year/4 months/8.8 months,5.38%,5.02%,0.36%,0.53,0.26,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2026-02-08 (Price: 690.62)",Weekly,No Exit Yet,744.0049 (Historic Rise or Fall to Pivot)/739.8612 (Backtested Max),No Date Target,30.74%/30.74%,"7.33%, 3.4 months","2026-05-20 (Price: 741.25), 7.33% above",969.1148 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2),2026-09-08 (Max)/2026-07-10 (Avg),505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/677.72,"84.21%, Past 10 years, 19",689.58,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,7.13%/0.46%/4.0%,"5.53%, 12.25%",4.9 months/2.1 months/3.5 months,6.25%,9.24%,-2.99%,0.53,0.62,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-26 (Price: 617.1)",Weekly,2026-05-17 (Price: 708.93),No Price Target,No Date Target,17.26%/29.08%,"15.56%, 6.9 months","2026-05-20 (Price: 713.15), 15.56% above",920.5 (Function Specific Target)/836.2536 (F-Stack 2),No Next Date Target,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/533.99,"88.89%, Past 10 years, 18",607.14,No Information,No Information,No Information,No Information,No Information,18.08% above/16.8% above/15.56% above,12.09%/1.74%/6.41%,"10.15%, 35.46%",4.2 months/1.2 month/2.2 months,7.81%,12.14%,-4.33%,0.34,0.81,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-31 (Price: 629.07)",Monthly,No Exit Yet,705.1875 (Avg % Gain of Historic Winning trades),No Date Target,1.8%/3.08%,"13.37%, 6.7 months","2026-05-20 (Price: 713.15), 13.37% above",726.0097 (Historic Rise or Fall to Pivot)/989.24 (Function Specific Target)/836.2536 (F-Stack 2)/735.1312 (Backtested Max),2029-07-17 (Max)/2026-06-05 (Min)/2027-02-03 (Avg),468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/537.0,"100.0%, Past 20 years, 14",597.17,No Information,No Information,No Information,No Information,No Information,18.79% above/13.37% above/13.37% above,16.86%/5.89%/12.1%,"-0.0%, 33.07%",2.6 years/5 months/10.6 months,8.22%,7.93%,0.29%,2.16,0.46,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2026-05-11 (Price: 479.55)",Daily,2026-05-18 (Price: 488.38),No Price Target,2026-05-19 (Min),1.84%/2.49%,"0.28%, 9 days","2026-05-20 (Price: 480.9), 0.28% above",506.6925 (Historic Rise or Fall to Pivot)/492.8815 (Avg % Gain of Historic Winning trades)/499.1 (Function Specific Target)/512.2133 (Horizontal)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/489.76 (EMA 200)/503.6234 (Backtested Max),2026-08-10 (Max)/2026-06-01 (Avg),465.52/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 20",476.4,No Information,No Information,No Information,No Information,No Information,1.04% above/0.28% above/0.28% above,5.02%/0.7%/2.78%,"-0.0%, 7.4%",2.1 months/6 days/15 days,13.57%,12.19%,1.38%,1.66,0.86,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
