Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"NOVA.F, Long, 2026-06-17 (Price: 38.52)",No Exit Yet,"0.0%, 0 days","92.31%, Past 4 years, 13","Daily, is CONFIRMED on 2026-06-17",Already confirmed,"2026-06-17 (Price: 38.52), 0.0% below",0 days,37.22,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,12.24%/1.53%/7.14%,"11.07%, 36.03%",1 month/7 days/18 days,2026-07-30/2026-06-27/2026-07-13,12.13%,3.25%,8.88%,0.78,0.21,40.5346/41.2703/88.01/126.5/189.8616/No Next Fib Ext/41.26,35.5/No Horizontal Support/36.9076/25.5985/No stop loss/No stop loss/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"USCI, Long, 2026-06-17 (Price: 93.5401)",No Exit Yet,"0.0%, 0 days","90.0%, Past 4 years, 10","Daily, is CONFIRMED on 2026-06-17",Already confirmed,"2026-06-17 (Price: 93.5401), 0.0% below",0 days,94.24,No Information,No Information,No Information,No Information,No Information,No Information,4.2%/1.48%/2.63%,"7.63%, 8.04%",22 days/1 day/10 days,2026-07-18/2026-06-18/2026-07-01,8.12%,13.45%,-5.33%,0.45,0.95,101.5939/96.0002/98.8/No Horizontal Resistance/107.1436/112.9927/No EMA 200 Target,91.98/51.03/90.2685/81.0354/92.4202/85.9616/85.71,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
