Report Type,Symbol,Today price,New Highest
New High,NIFTY_MIDCAP_100.NS,$62070.3516,√ $62909.5508
New High,BAC,$57.9100,√ $58.0100
New High,ATD.TO,$91.8700,√ $92.5950
New High,RY.TO,$288.4100,√ $288.7500
New High,^STI,$5205.7402,√ $5241.7998
New High,,,
