"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Divergence Start/End (Date and Price [$]),Divergence Duration (days) (Max/Min/Avg),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"NVO, Long, 2026-06-10 (Price: 42.81)",No Exit Yet,"0.0%, 0 days","80.0%, Past 6 years, 20","Daily, is Confirmed on 2026-06-10",No Cancellation Possible,"2026-06-10 (Price: 42.81), 0.0% below",0 days,2026-06-03 (Price: 41.9)/2026-06-08 (Price: 41.0),20 days/1 day/6 days,8.75%/2.56%/5.84%,"11.39%, 12.74%",1.7 month/4 days/16 days,2026-08-22/2026-06-15/2026-07-03,13.06%,4.34%,8.72%,0.33,0.25,47.0353/45.3101/44.95/139.01/159.2295/190.9685/48.53,No Recent Minima/No Horizontal Support/35.0006/32.645/No stop loss/No stop loss/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),41.67
"GDX, Long, 2026-05-21 (Price: 85.99)",2026-06-10 (Price: 73.81),"-14.16%, 20 days","95.0%, Past 6 years, 20","Daily, is Confirmed on 2026-05-21",No Cancellation Possible,"2026-06-10 (Price: 73.81), 14.16% below",20 days,2026-05-05 (Price: 85.72)/2026-05-19 (Price: 83.35),12 days/1 day/5 days,11.54%/0.22%/4.6%,"10.89%, 11.2%",1.2 month/2 days/14 days,2026-07-12/2026-05-23/2026-06-10,17.44%,11.0%,6.44%,0.76,0.54,94.9674/89.9455/98.03/No Horizontal Resistance/136.5646/157.2221/86.45,No Recent Minima/25.645/72.73/50.0225/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),84.46
"AAPL, Short, 2026-06-10 (Price: 291.58)",No Exit Yet,"-0.0%, 0 days","92.86%, Past 6 years, 14","Daily, is Confirmed on 2026-06-10",No Cancellation Possible,"2026-06-10 (Price: 291.58), 0.0% below",0 days,2026-05-22 (Price: 311.4)/2026-05-27 (Price: 313.26),14 days/1 day/3 days,6.73%/2.05%/3.06%,"11.39%, 11.2%",2.6 months/1 day/15 days,2026-09-30/2026-06-11/2026-07-01,8.47%,4.02%,4.45%,0.46,0.88,276.8261/282.6577/279.74/136.32/275.1059/248.4166/266.22,No Recent Maxima/No Horizontal Resistance/321.9834/353.2685/No stop loss/No stop loss/No EMA 200 Stop Loss,100.0%/17/17 days (Across ALL Assets),72.5%/80/1.4 month (Across ALL Assets),290.765
"ARM, Short, 2026-06-05 (Price: 342.93)",2026-06-09 (Price: 324.86),"5.27%, 4 days","100.0%, Past 2 years, 4","Daily, is Confirmed on 2026-06-05",No Cancellation Possible,"2026-06-10 (Price: 307.43), 10.35% below",5 days,2026-05-26 (Price: 324.9999)/2026-06-02 (Price: 427.99),14 days/5 days/8 days,5.76%/2.2%/3.92%,"0.0%, 10.51%",12 days/3 days/7 days,2026-06-22/2026-06-09/2026-06-15,15.68%,3.67%,12.01%,2.04,1.35,294.4054/329.4871/311.95/165.49/283.5626/208.7526/160.04,No Recent Maxima/No Horizontal Resistance/404.6052/600.4577/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,100.0%/17/17 days (Across ALL Assets),72.5%/80/1.4 month (Across ALL Assets),369.75
