Report Type,Symbol,Today price,New Highest
New High,XIU.TO,$50.5800,√ $50.6800
New High,ARM,$256.7300,√ $259.4400
New High,BNS.TO,$108.5000,√ $108.6800
New High,TD,$109.5800,√ $109.9250
New High,BDGI.TO,$83.8600,√ $85.2100
New High,NA.TO,$209.8000,√ $210.2000
New High,RY.TO,$257.3400,√ $257.9100
New High,TD.TO,$150.4700,√ $151.0900
New High,PPL.TO,$67.7500,√ $68.7300
New High,,,
