Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"BEL.NS, Long, 2026-05-26 (Price: 420.1)",No Exit Yet,"0.0%, 0 days","100.0%, Past 6 years, 13","Daily, is Confirmed on 2026-05-26",No Cancellation Possible,"2026-05-26 (Price: 420.1), 0.0% below",0 days,423.5,No Information,No Information,No Information,No Information,No Information,No Information,9.86%/0.3%/4.12%,"0.0%, 11.08%",1.9 month/2 days/23 days,2026-08-16/2026-05-28/2026-06-28,13.77%,42.47%,-28.7%,1.22,2.14,491.9371/437.4081/449.51/433.5/453.9486/522.5255/No EMA 200 Target,No Recent Minima/61.7416/333.1625/286.855/418.2749/384.3676/415.39,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"3033.HK, Long, 2026-05-26 (Price: 4.84)",No Exit Yet,"0.0%, 0 days","81.82%, Past 4 years, 22","Daily, is CONFIRMED on 2026-05-26",Already confirmed,"2026-05-26 (Price: 4.84), 0.0% below",0 days,4.818,No Information,No Information,No Information,No Information,No Information,1.77% above/0.0% below/0.0% below,31.95%/2.06%/9.94%,"29.76%, 58.41%",2.7 months/6 days/21 days,2026-09-20/2026-06-03/2026-06-25,12.46%,-5.18%,17.64%,0.2,-0.12,5.2509/5.3211/5.89/5.805/No Next Fib Ext/No Next Fib Ext/5.4,4.67/3.196/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"TWR.NZ, Long, 2026-05-26 (Price: 1.905)",No Exit Yet,"0.0%, 0 days","70.0%, Past 4 years, 10","Daily, is CONFIRMED on 2026-05-26",Already confirmed,"2026-05-26 (Price: 1.905), 0.0% below",0 days,1.9,No Information,No Information,No Information,No Information,No Information,No Information,4.44%/2.36%/3.29%,"10.44%, 11.77%",2.5 months/1 day/16 days,2026-09-11/2026-05-27/2026-06-18,1.86%,11.2%,-9.34%,-0.11,0.64,1.9734/1.9677/1.97/No Horizontal Resistance/6.8847/7.4549/No EMA 200 Target,1.86/0.6518/1.8838/1.6498/1.8415/1.74/1.88,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
