Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"CEN.NZ, Long, 2026-05-04 (Price: 9.7)",No Exit Yet,"0.0%, 0 days","90.0%, Past 26 years, 10","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 8.9 prior to 2026-05-29,"2026-05-04 (Price: 9.7), 0.0% below",0 days,9.45,No Information,No Information,No Information,"38.2% (Price: 8.7234), 11.2% above, Upmove Bounce Back","2022-06-30 (Price: 6.82), 2025-11-30 (Price: 9.9)",No Information,32.15%/20.49%/23.56%,"1.72%, 36.63%",10.5 years/1 month/2.2 years,2041-04-30/2026-06-16/2029-06-24,6.38%,3.27%,3.11%,0.27,0.11,No Target/11.9853/11.55/9.8433/10.1719/12.7072/No EMA 200 Target,7.79/6.86/9.0337/8.3812/9.1713/8.7234/9.28,89.19%/37/1.4 year (Across ALL Assets),57.63%/59/9.4 months (Across ALL Assets)
FRACTAL TRACK,"^NZ50, Long, 2026-05-04 (Price: 13097.6797)",No Exit Yet,"0.0%, 0 days","100.0%, Past 23 years, 5","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 12701.75 prior to 2026-05-29,"2026-05-04 (Price: 13097.6797), 0.0% below",0 days,12903.3096,No Information,No Information,No Information,"23.66% (Price: 12961.3876), 1.05% above, Upmove Bounce Back","2022-06-30 (Price: 10392.0195), 2026-01-31 (Price: 13757.71)",No Information,21.9%/21.53%/21.71%,"-0.0%, 4.39%",1.1 year/9.2 months/11.2 months,2027-11-28/2027-06-07/2027-09-02,6.46%,5.84%,0.62%,0.35,0.41,13827.2205/15941.186/15117.09/13448.908/No Next Fib Ext/No Next Fib Ext/13239.87,12779.1/10608.2731/No F-Stack Support/No F-Stack Support/13033.3071/12588.133/No EMA 200 Stop Loss,89.19%/37/1.4 year (Across ALL Assets),57.63%/59/9.4 months (Across ALL Assets)
FRACTAL TRACK,"NAUKRI.NS, Long, 2026-05-04 (Price: 976.65)",No Exit Yet,"0.0%, 0 days","80.0%, Past 19 years, 5","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 930.5 prior to 2026-05-29,"2026-05-04 (Price: 976.65), 0.0% below",0 days,976.15,No Information,No Information,No Information,"78.6% (Price: 910.766), 7.23% above, Upmove Bounce Back","2023-03-31 (Price: 661.64), 2025-01-31 (Price: 1825.78)",No Information,34.47%/21.48%/26.24%,"18.04%, 22.79%",2.2 years/5.1 months/1.4 year,2029-06-24/2026-12-11/2028-05-01,6.07%,13.23%,-7.16%,0.19,0.63,1443.0004/1232.923/1675.13/1483.595/1867.4019/2496.9457/1261.82,967.7/662.12/893.3628/647.8359/910.766/794.352/No EMA 200 Stop Loss,89.19%/37/1.4 year (Across ALL Assets),57.63%/59/9.4 months (Across ALL Assets)
FRACTAL TRACK,"WFG.TO, Long, 2026-05-04 (Price: 81.01)",No Exit Yet,"0.0%, 0 days","100.0%, Past 40 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 80.82 prior to 2026-06-30,"2026-05-04 (Price: 81.01), 0.0% below",0 days,91.27,No Information,No Information,No Information,"50% (Price: 81.435), 0.52% below, Upmove Bounce Back","2020-03-31 (Price: 21.6), 2024-12-31 (Price: 141.27)",No Information,49.97%/36.39%/43.07%,"-0.0%, 47.19%",4.1 years/6.1 months/1.8 year,2032-03-09/2027-01-24/2028-11-27,8.76%,4.95%,3.81%,0.25,0.25,87.831/115.901/152.81/131.52/159.6818/186.4187/92.39,26.84/80.9467/80.7407/73.9489/No stop loss/No stop loss/No EMA 200 Stop Loss,100.0%/4/1.1 year (Across ALL Assets),50.0%/2/9.1 months (Across ALL Assets)
DELTADRIFT,"SJ.TO, Long, 2026-05-04 (Price: 81.45)",No Exit Yet,"0.0%, 0 days","71.43%, Past 15 years, 7","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price below 79.7348 or above 81.5936 prior to 2026-05-08,"2026-05-04 (Price: 81.45), 0.0% below",0 days,82.0,No Information,No Information,No Information,No Information,No Information,No Information,10.34%/4.61%/7.46%,"13.98%, 15.76%",5.6 months/14 days/2.6 months,2027-01-02/2026-05-24/2026-08-24,3.75%,11.05%,-7.3%,0.05,0.61,88.7642/87.5262/88.15/84.3925/108.5192/133.8092/85.32,76.55/38.015/50.2755/47.8005/No stop loss/77.1771/No EMA 200 Stop Loss,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2026-05-04 (Price: 462.06)",No Exit Yet,"0.0%, 0 days","100.0%, Past 24 years, 8","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 333.49 prior to 2026-06-30,"2026-05-04 (Price: 462.06), 0.0% below",0 days,333.49,No Information,No Information,No Information,No Information,No Information,40.59% above/36.49% above/0.0% below,74.51%/31.99%/48.61%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,2031-01-18/2028-03-11/2029-01-18,15.12%,9.12%,6.0%,0.52,0.47,605.4834/686.6674/725.16/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,106.24/110.475/320.8469/267.2317/393.5904/346.8734/310.81,100.0%/20/2.5 years (Across ALL Assets),0.0%/5/2.8 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2026-05-04 (Price: 46.37)",No Exit Yet,"0.0%, 0 days","100.0%, Past 27 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 46.3093 prior to 2026-06-30,"2026-05-04 (Price: 46.37), 0.0% below",0 days,45.78,No Information,No Information,No Information,No Information,No Information,1.05% above/1.02% below/0.0% below,24.01%/15.95%/18.64%,"-0.0%, 39.64%",4.1 years/2.8 years/3.2 years,2032-03-09/2030-05-01/2030-11-27,1.31%,2.9%,-1.59%,-0.01,0.05,47.4829/55.0134/60.79/47.3425/60.8844/89.6256/No EMA 200 Target,29.46/29.8725/43.1213/32.1431/42.9698/40.0015/44.24,100.0%/20/2.5 years (Across ALL Assets),0.0%/5/2.8 months (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2026-05-04 (Price: 1386.21)",No Exit Yet,"0.0%, 0 days","100.0%, Past 31 years, 8","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 1345.64 prior to 2026-06-30,"2026-05-04 (Price: 1386.21), 0.0% below",0 days,1345.64,No Information,No Information,No Information,No Information,No Information,4.95% above/2.45% below/0.0% below,210.92%/0.46%/114.28%,"0%, 35.81%",3 years/1 year/2.3 years,2030-08-15/2027-10-07/2029-08-13,13.27%,14.29%,-1.02%,0.45,0.62,1681.8886/2970.3708/2213.64/No Horizontal Resistance/1542.4146/1739.0799/No EMA 200 Target,415.35/576.784/1374.6905/1218.8523/1318.0232/1177.1728/1119.45,100.0%/20/2.5 years (Across ALL Assets),0.0%/5/2.8 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-05-04 (Price: 5.8)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 18","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 5.695 prior to 2026-05-08,"2026-05-04 (Price: 5.8), 0.0% below",0 days,5.69,No Information,No Information,No Information,No Information,No Information,1.4% above/0.0% below/0.0% below,24.31%/1.96%/8.57%,"-0.0%, 22.1%",3.3 months/1.2 month/1.6 month,2026-09-24/2026-06-25/2026-07-12,11.13%,7.15%,3.98%,0.58,0.37,6.304/6.2971/6.45/6.825/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,5.35/4.3875/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/5.67,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-05-04 (Price: 88.37)",No Exit Yet,"0.0%, 0 days","92.0%, Past 10 years, 25","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 87.44 prior to 2026-05-08,"2026-05-04 (Price: 88.37), 0.0% below",0 days,87.44,No Information,No Information,No Information,No Information,No Information,8.44% above/0.0% below/0.0% below,35.52%/4.37%/14.26%,"12.77%, 73.13%",11 months/28 days/4.8 months,2027-08-24/2026-06-13/2026-11-28,13.72%,4.93%,8.79%,0.36,0.3,101.3957/100.9716/112.02/No Horizontal Resistance/117.4996/153.5474/No EMA 200 Target,47.63/38.425/87.1294/81.2495/79.5146/71.2457/60.06,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-05-04 (Price: 88.37)",No Exit Yet,"0.0%, 0 days","80.0%, Past 33 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 87.44 prior to 2026-05-08,"2026-05-04 (Price: 88.37), 0.0% below",0 days,82.91,No Information,No Information,No Information,No Information,No Information,62.33% above/1.98% above/0.0% below,108.43%/65.95%/81.05%,"20.17%, 53.89%",2.8 years/1.3 year/2.1 years,2030-05-01/2028-03-11/2029-05-03,8.2%,4.18%,4.02%,0.26,0.28,105.7701/159.9939/99.59/No Horizontal Resistance/117.4996/153.5474/No EMA 200 Target,45.09/38.425/87.1294/81.2495/79.5146/71.2457/60.06,100.0%/20/2.5 years (Across ALL Assets),0.0%/5/2.8 months (Across ALL Assets)
TRENDPULSE,"NOVA.F, Long, 2026-05-04 (Price: 37.82)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 16","Weekly, will be confirmed as valid at the end of this week",Already confirmed,"2026-05-04 (Price: 37.82), 0.0% below",0 days,37.0,No Information,No Information,No Information,No Information,No Information,7.75% above/0.0% below/0.0% below,21.94%/2.36%/12.22%,"-0.0%, 9.84%",6.1 months/1.2 month/2.8 months,2027-01-24/2026-06-25/2026-09-02,13.53%,6.36%,7.17%,0.72,0.33,44.847/42.4416/99.45/126.5/No Next Fib Ext/No Next Fib Ext/42.82,31.2/No Horizontal Support/36.9076/25.5985/31.908/No stop loss/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"MU, Long, 2026-05-04 (Price: 576.45)",No Exit Yet,"0.0%, 0 days","100.0%, Past 41 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 349.55 prior to 2026-06-30,"2026-05-04 (Price: 576.45), 0.0% below",0 days,349.55,No Information,No Information,No Information,No Information,No Information,101.97% above/56.71% above/0.0% below,248.53%/139.08%/212.05%,"-0.0%, 14.87%",1.5 year/1.3 year/1.4 year,2028-06-24/2028-03-11/2028-05-01,12.14%,8.71%,3.43%,0.3,0.46,1216.8859/1798.8122/921.29/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,49.98/48.44/339.9853/310.1249/467.081/389.8401/279.35,100.0%/20/2.5 years (Across ALL Assets),0.0%/5/2.8 months (Across ALL Assets)
FRACTAL TRACK,"GDX, Short, 2026-05-04 (Price: 85.65)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 19 years, 5","Quarterly, is CONFIRMED on 2026-05-04",No Cancellation Possible,"2026-05-04 (Price: 85.65), 0.0% below",0 days,94.71,No Information,No Information,No Information,"23.66% (Price: 94.5468), 9.41% below, Upmove Break Below","2022-09-30 (Price: 21.52), 2026-03-31 (Price: 117.18)",No Information,20.85%/3.67%/10.9%,"0.0%, 20.85%",6.1 months/3 months/3.8 months,2027-01-24/2026-09-11/2026-10-16,6.47%,4.79%,1.68%,0.34,0.17,77.025/76.3142/28.25/25.645/74.1385/66.8312/82.34,91.77/No Horizontal Resistance/118.8531/124.216/No stop loss/No stop loss/No EMA 200 Stop Loss,80.0%/5/4.4 months (Across ALL Assets),50.0%/12/2.6 months (Across ALL Assets)
DELTADRIFT,"QQQ, Short, 2026-05-04 (Price: 672.88)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 4 years, 7","Daily, is CONFIRMED on 2026-05-04",Already confirmed,"2026-05-04 (Price: 672.88), 0.0% below",0 days,674.64,No Information,No Information,No Information,No Information,No Information,No Information,1.64%/0.69%/1.03%,"2.57%, 1.72%",6 days/1 day/3 days,2026-05-12/2026-05-05/2026-05-08,4.6%,3.82%,0.78%,0.34,0.47,662.2485/665.9493/664.1/256.995/634.1966/578.1694/604.64,674.15/No Horizontal Resistance/768.7753/903.4157/No stop loss/No stop loss/No EMA 200 Stop Loss,79.41%/34/4 days (Across ALL Assets),62.71%/118/6 days (Across ALL Assets)
DELTADRIFT,"^NDX, Short, 2026-05-04 (Price: 27651.8184)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 4 years, 6","Daily, is CONFIRMED on 2026-05-04",Already confirmed,"2026-05-04 (Price: 27651.8184), 0.0% below",0 days,27731.3418,No Information,No Information,No Information,No Information,No Information,No Information,1.44%/0.71%/1.02%,"0%, 1.75%",6 days/1 day/3 days,2026-05-12/2026-05-05/2026-05-08,5.45%,3.82%,1.63%,0.8,0.46,27156.8509/27369.7699/27263.31/10555.915/25849.2/22960.0831/24846.61,27710.36/No Horizontal Resistance/31443.3312/34778.0694/No stop loss/No stop loss/No EMA 200 Stop Loss,79.41%/34/4 days (Across ALL Assets),62.71%/118/6 days (Across ALL Assets)
OSCILLATOR DELTA,"MSFT, Short, 2026-05-01 (Price: 414.44)",No Exit Yet,"0.2%, 3 days","90.91%, Past 6 years, 11","Daily, is Confirmed on 2026-05-01",No Cancellation Possible,"2026-05-04 (Price: 413.62), 0.2% below",3 days,412.8,No Information,No Information,No Information,No Information,No Information,No Information,3.99%/2.29%/2.95%,"11.15%, 11.74%",4.5 months/1 day/1.1 month,2026-11-12/2026-05-02/2026-06-17,6.18%,4.02%,2.16%,0.3,0.5,405.9025/402.214/404.06/216.39/386.873/350.287/No EMA 200 Target,No Recent Maxima/554.585/553.3726/615.9924/No F-Track Level/No F-Track Level/467.51,100.0%/17/17 days (Across ALL Assets),72.5%/80/1.4 month (Across ALL Assets)
FRACTAL TRACK,"WPM, Short, 2026-04-30 (Price: 126.46)",No Exit Yet,"1.83%, 4 days","90.0%, Past 20 years, 10","Monthly, was CONFIRMED on 2026-04-30",Already confirmed,"2026-05-04 (Price: 124.14), 1.83% below",4 days,134.63,No Information,No Information,No Information,"23.66% (Price: 133.3127), 6.88% below, Upmove Break Below","2022-09-30 (Price: 28.62), 2026-03-31 (Price: 165.76)",No Information,15.12%/3.3%/8.48%,"17.6%, 15.12%",3.1 months/1 month/1.7 month,2026-09-11/2026-06-12/2026-07-12,6.06%,4.88%,1.18%,0.23,0.6,No Target/115.7362/44.18/38.3375/114.4872/101.6148/118.5,163.65/No Horizontal Resistance/208.744/224.283/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,87.5%/8/1.4 month (Across ALL Assets),68.0%/25/1.2 month (Across ALL Assets)
OSCILLATOR DELTA,"ARM, Short, 2026-04-29 (Price: 201.69)",No Exit Yet,"-0.78%, 5 days","100.0%, Past 2 years, 4","Daily, is Confirmed on 2026-04-29",No Cancellation Possible,"2026-05-04 (Price: 203.26), 0.78% above",5 days,202.71,No Information,No Information,No Information,No Information,No Information,No Information,5.76%/2.2%/3.92%,"0.0%, 10.51%",12 days/3 days/7 days,2026-05-16/2026-05-03/2026-05-09,15.68%,3.67%,12.01%,0.73,1.03,173.1509/193.7838/183.47/165.49/155.9428/122.7432/141.51,No Recent Maxima/No Horizontal Resistance/209.6611/292.8214/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,100.0%/17/17 days (Across ALL Assets),72.5%/80/1.4 month (Across ALL Assets)
DELTADRIFT,"AMZN, Short, 2026-04-27 (Price: 261.12)",2026-05-04 (Price: 272.05),"-4.19%, 7 days","100.0%, Past 4 years, 5","Daily, was CONFIRMED on 2026-04-27",Already confirmed,"2026-05-04 (Price: 272.05), 4.19% above",7 days,263.425,No Information,No Information,No Information,No Information,No Information,No Information,5.38%/0.94%/2.55%,"0%, 7.98%",17 days/3 days/9 days,2026-05-21/2026-05-01/2026-05-10,7.31%,3.82%,3.49%,0.53,0.22,244.4344/254.4614/249.45/86.995/231.81/213.1321/227.62,263.99/No Horizontal Resistance/317.6152/339.3352/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.41%/34/4 days (Across ALL Assets),62.71%/118/6 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Short, 2026-03-31 (Price: 24.88)",No Exit Yet,"0.12%, 1.1 month","87.5%, Past 26 years, 8","Quarterly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-05-04 (Price: 24.85), 0.12% below",1.1 month,36.65,No Information,No Information,No Information,"88.6% (Price: 26.958), 7.82% below, Upmove Break Below","2022-06-30 (Price: 25.305), 2025-09-30 (Price: 39.805)",No Information,27.06%/5.75%/13.58%,"11.89%, 27.06%",9.1 months/3 months/4.6 months,2027-04-30/2026-08-08/2026-10-16,7.12%,4.88%,2.24%,0.31,0.52,No Target/21.5013/16.18/No Horizontal Support/21.1884/14.0692/No EMA 200 Target,38.34/39.3812/40.717/51.346/No F-Track Level/No F-Track Level/33.5,80.0%/5/4.4 months (Across ALL Assets),50.0%/12/2.6 months (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2026-03-31 (Price: 12.09)",2026-05-04 (Price: 17.95),"-48.47%, 1.1 month","100.0%, Past 14 years, 6","Quarterly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-05-04 (Price: 17.95), 48.47% above",1.1 month,14.2475,No Information,No Information,No Information,"50.0% (Price: 12.16), 47.62% above, Upmove Break Below","2012-12-31 (Price: 1.82), 2025-12-31 (Price: 22.5)",No Information,18.34%/4.71%/13.24%,"0%, 18.34%",6.1 months/21 days/3.2 months,2026-12-21/2026-04-30/2026-08-17,9.84%,4.79%,5.05%,0.62,0.39,10.8592/10.4893/-0.32/4.205/10.0807/8.1314/No EMA 200 Target,15.82/No Horizontal Resistance/23.8631/28.8451/No F-Track Level/No F-Track Level/14.3,80.0%/5/4.4 months (Across ALL Assets),50.0%/12/2.6 months (Across ALL Assets)
FRACTAL TRACK,"WIPRO.NS, Short, 2026-03-31 (Price: 187.64)",No Exit Yet,"-6.99%, 1.1 month","87.5%, Past 80 years, 8","Quarterly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-05-04 (Price: 200.75), 6.99% above",1.1 month,264.5,No Information,No Information,No Information,"88.6% (Price: 192.9404), 4.05% above, Upmove Break Below","2023-06-30 (Price: 176.0), 2025-03-31 (Price: 324.6)",No Information,29.71%/7.32%/15.86%,"11.67%, 29.71%",1.3 year/3 months/5.6 months,2028-02-06/2026-08-08/2026-11-29,6.44%,4.88%,1.56%,0.29,0.53,No Target/157.8803/98.48/187.6062/179.092/142.8471/No EMA 200 Target,301.85/366.6625/412.2037/473.5829/No F-Track Level/No F-Track Level/237.43,80.0%/5/4.4 months (Across ALL Assets),50.0%/12/2.6 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-12-31 (Price: 181.13)",2026-05-04 (Price: 130.5),"27.95%, 4.1 months","87.5%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-05-04 (Price: 130.5), 27.95% below",4.1 months,187.17,No Information,No Information,No Information,No Information,No Information,31.15% below/30.08% below/27.95% below,41.9%/7.99%/24.64%,"41.99%, 41.9%",6.1 months/5 months/5.2 months,2026-09-22/2026-08-05/2026-08-13,8.2%,4.79%,3.41%,0.46,0.24,168.6683/136.4996/90.36/116.89/131.2534/93.0152/No EMA 200 Target,278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/237.39,100.0%/3/6.1 months (Across ALL Assets),0.0%/3/7.1 months (Across ALL Assets)
TRENDPULSE,"NVO, Short, 2025-07-31 (Price: 47.07)",2026-05-04 (Price: 44.39),"5.69%, 9.2 months","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-05-04 (Price: 44.39), 5.69% below",9.2 months,68.41,No Information,No Information,No Information,No Information,No Information,5.69% below/5.69% below/5.69% below,15.1%/15.1%/15.1%,"0.0%, 34.17%",5 months/5 months/5 months,2026-03-05 (Max),2.39%,4.88%,-2.49%,-0.07,0.45,43.1491/39.9624/19.81/37.265/45.3824/37.3162/No EMA 200 Target,142.74/139.01/157.4212/215.5132/No F-Track Level/No F-Track Level/83.07,100.0%/3/6.1 months (Across ALL Assets),0.0%/3/7.1 months (Across ALL Assets)
