Report Type,Symbol,Today price,New Highest
New High,^DJI,$51920.6211,√ $52655.6602
New High,BAC,$58.1900,√ $59.1950
New High,DIA,$519.2600,√ $526.5700
New High,IWM,$298.9100,√ $301.4700
New High,JPM,$335.1200,√ $343.4485
New High,RY.TO,$289.1200,√ $290.7000
New High,TD.TO,$170.9000,√ $171.4800
New High,000660.KS,$2917000.0000,√ $2987000.0000
New High,MU,$1213.5601,√ $1255.0000
New High,,,
