Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Divergence Start/End (Date and Price [$]),Divergence Duration (days) (Max/Min/Avg),"Sigmashell, Success Rate of Past Analysis [%]",Spread,"Divergence observed with, Signal Type","Divergence Start (Date, Price)"
FRACTAL TRACK,"GBPUSD=X, Long, 2026-04-19 (Price: 1.3526)",No Exit Yet,"-1.14%, 1.7 month","100.0%, Past 20 years, 13","Weekly, was CONFIRMED on 2026-04-19",Already confirmed,"2026-06-10 (Price: 1.3372), 1.14% below",1.7 month,1.339,Upmove Bounce Back,50% (Price: 1.343),0.43% below,"2025-11-09 (Price: 1.3012), 2026-02-01 (Price: 1.3847)",2.17%/1.1%/1.64%,"-0.0%, 8.98%",2.9 years/7.9 months/1.8 year,2030-06-09/2027-03-28/2028-11-12,3.11%,-1.16%,4.27%,-0.32,-0.6,No Target/1.3748/1.4/1.364/2.4421/3.2078/No EMA 200 Target,1.32/1.1912/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.34,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"KWEB, Long, 2026-04-19 (Price: 30.45)",No Exit Yet,"-13.17%, 1.7 month","100.0%, Past 12 years, 9","Weekly, was CONFIRMED on 2026-04-19",Already confirmed,"2026-06-10 (Price: 26.44), 13.17% below",1.7 month,28.35,Upmove Bounce Back,78.6% (Price: 27.1066),2.46% below,"2024-01-28 (Price: 22.68), 2025-10-05 (Price: 43.365)",30.12%/15.07%/18.79%,"-0.0%, 42.44%",2.3 years/1.6 month/9.6 months,2029-07-29/2026-06-27/2027-06-10,12.25%,0.44%,11.81%,1.18,0.07,No Target/36.1716/42.86/54.865/112.1402/127.8094/34.46,27.91/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"VGT, Long, 2026-04-19 (Price: 100.6975)",2026-05-31 (Price: 121.06),"20.22%, 1.4 month","100.0%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-04-19",Already confirmed,"2026-06-10 (Price: 112.34), 11.56% above",1.7 month,92.5863,Upmove Bounce Back,23.66% (Price: 81.5828),37.7% above,"2018-12-30 (Price: 19.34), 2025-11-02 (Price: 100.8737)",20.12%/15.11%/16.11%,"-0.0%, 27.55%",1.8 year/1.2 month/9.2 months,2028-11-12/2026-06-10/2027-05-23,12.71%,2.8%,9.91%,2.25,0.29,106.4977/116.9199/149.62/No Horizontal Resistance/118.2702/124.1847/No EMA 200 Target,85.12/38.9788/87.7708/78.2577/No F-Track Level/No F-Track Level/96.48,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"AIA.NZ, Long, 2026-04-19 (Price: 8.18)",No Exit Yet,"0.98%, 1.7 month","93.75%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-04-19",Already confirmed,"2026-06-10 (Price: 8.26), 0.98% above",1.7 month,8.25,Upmove Bounce Back,78.6% (Price: 7.7534),6.53% above,"2025-07-20 (Price: 7.365), 2026-03-01 (Price: 9.18)",20.53%/2.63%/14.41%,"4.23%, 18.81%",2.3 years/2.1 months/1.1 year,2029-07-29/2026-07-19/2027-11-13,8.91%,4.78%,4.13%,0.79,0.23,8.571/9.3587/9.27/8.953/11.1706/12.8535/No EMA 200 Target,7.97/7.0/7.3934/6.6643/No F-Track Level/No F-Track Level/8.17,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"FRW.NZ, Long, 2026-04-19 (Price: 12.25)",No Exit Yet,"11.84%, 1.7 month","100.0%, Past 20 years, 14","Weekly, was CONFIRMED on 2026-04-19",Already confirmed,"2026-06-10 (Price: 13.7), 11.84% above",1.7 month,12.92,Upmove Bounce Back,23.66% (Price: 12.0583),13.61% above,"2003-10-19 (Price: 1.76), 2026-02-15 (Price: 15.25)",20.66%/2.33%/13.82%,"0%, 39.81%",3.7 years/3.7 months/1.1 year,2031-07-31/2026-09-26/2027-11-13,9.27%,4.4%,4.87%,1.81,0.2,12.4938/13.9429/20.34/14.94/16.2179/21.849/13.5,10.0/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BDL.NS, Long, 2026-04-19 (Price: 1380.7)",No Exit Yet,"-14.26%, 1.7 month","85.71%, Past 8 years, 7","Weekly, was CONFIRMED on 2026-04-19",Already confirmed,"2026-06-10 (Price: 1183.8), 14.26% below",1.7 month,1316.0,Upmove Bounce Back,61.8% (Price: 1079.0012),9.71% above,"2023-10-29 (Price: 450.0), 2025-06-01 (Price: 2096.6001)",25.67%/16.13%/20.09%,"7.93%, 41.95%",5.8 months/1.6 month/3.9 months,2026-12-27/2026-06-27/2026-10-05,11.07%,18.53%,-7.46%,0.58,0.79,1554.3921/1658.0826/2368.66/1627.1/2336.9032/2616.0038/1413.19,1136.9/184.5375/1355.4768/1101.1152/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BRK-B, Long, 2026-04-12 (Price: 479.9)",No Exit Yet,"0.79%, 2 months","95.65%, Past 20 years, 23","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-06-10 (Price: 483.68), 0.79% above",2 months,475.66,Upmove Bounce Back,61.8% (Price: 478.7441),1.03% above,"2025-08-10 (Price: 455.19), 2025-11-30 (Price: 516.85)",19.45%/0.58%/14.32%,"0.28%, 26.48%",2.7 years/2.3 months/8.9 months,2030-02-17/2026-07-20/2027-05-03,11.09%,7.45%,3.64%,1.52,0.41,518.6279/548.6217/516.9/512.2133/630.85/709.9376/490.41,468.49/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"EFN.TO, Long, 2026-04-12 (Price: 32.09)",No Exit Yet,"-18.79%, 2 months","90.0%, Past 20 years, 10","Weekly, was CONFIRMED on 2026-04-12",Already confirmed,"2026-06-10 (Price: 26.06), 18.79% below",2 months,30.62,Upmove Bounce Back,23.66% (Price: 29.9672),13.04% below,"2018-03-18 (Price: 3.21), 2025-11-02 (Price: 38.26)",27.12%/15.11%/17.81%,"4.16%, 79.1%",4.3 years/2.6 months/1 year,2032-06-01/2026-08-02/2027-09-15,7.3%,9.59%,-2.29%,0.41,0.48,35.7836/37.8052/53.12/34.925/45.1741/70.5281/33.92,30.11/12.67/29.5041/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"MSFT, Long, 2026-03-15 (Price: 395.55)",No Exit Yet,"0.46%, 2.9 months","100.0%, Past 20 years, 15","Weekly, was CONFIRMED on 2026-03-15",Already confirmed,"2026-06-10 (Price: 397.36), 0.46% above",2.9 months,404.92,Upmove Bounce Back,38.2% (Price: 379.1608),4.8% above,"2018-12-30 (Price: 93.96), 2025-08-03 (Price: 555.45)",19.95%/6.95%/15.48%,"-0.0%, 28.45%",1.5 year/1.4 month/9.3 months,2028-05-05/2026-05-14/2027-04-23,11.25%,10.58%,0.67%,1.87,0.58,422.5265/456.7811/672.44/554.585/553.3726/615.9924/454.86,392.74/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"NFLX, Long, 2026-03-15 (Price: 95.31)",No Exit Yet,"-13.96%, 2.9 months","100.0%, Past 20 years, 12","Weekly, was CONFIRMED on 2026-03-15",Already confirmed,"2026-06-10 (Price: 82.0), 13.96% below",2.9 months,97.7,Upmove Bounce Back,50% (Price: 75.193),9.05% above,"2022-05-15 (Price: 16.271), 2025-07-06 (Price: 134.115)",29.59%/15.11%/21.13%,"-0.0%, 70.87%",2.7 years/21 days/10 months,2030-01-20/2026-04-14/2027-05-23,16.94%,20.5%,-3.56%,1.94,0.85,116.9454/115.449/166.02/No Horizontal Resistance/139.352/152.4292/99.62,76.87/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"CEN.NZ, Long, 2026-03-08 (Price: 9.4)",2026-06-10 (Price: 9.6),"2.13%, 3.1 months","84.62%, Past 20 years, 13","Weekly, was CONFIRMED on 2026-03-08",Already confirmed,"2026-06-10 (Price: 9.6), 2.13% above",3.1 months,9.25,Upmove Bounce Back,38.2% (Price: 9.1207),5.26% above,"2024-09-29 (Price: 7.86), 2025-11-30 (Price: 9.9)",20.53%/10.13%/16.11%,"6.36%, 45.18%",11.3 years/6.5 months/3.9 years,2042-04-25/2026-12-15/2031-10-01,3.06%,1.18%,1.88%,-0.01,-0.02,9.7638/10.9143/10.62/9.85/11.2606/15.4512/No EMA 200 Target,9.25/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/9.36,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"RELIANCE.NS, Long, 2026-02-22 (Price: 1419.4)",No Exit Yet,"-11.31%, 3.6 months","91.3%, Past 20 years, 23","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-06-10 (Price: 1258.8), 11.31% below",3.6 months,1420.1,Upmove Bounce Back,23.66% (Price: 1325.1633),5.01% below,"2020-03-29 (Price: 400.3177), 2026-01-11 (Price: 1611.8)",23.63%/4.72%/16.53%,"1.69%, 20.86%",2.6 years/14 days/6.7 months,2029-11-08/2026-03-14/2026-12-10,15.03%,9.05%,5.98%,1.32,0.46,1515.9192/1654.0268/2146.29/1610.3/1879.7264/2065.5547/1425.53,1386.1/1006.0696/1375.0525/1288.3015/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"EFN.TO, Long, 2026-02-08 (Price: 35.44)",No Exit Yet,"-26.47%, 4.1 months","90.0%, Past 20 years, 10","Weekly, was CONFIRMED on 2026-02-08",Already confirmed,"2026-06-10 (Price: 26.06), 26.47% below",4.1 months,34.42,Upmove Bounce Back,38.2% (Price: 33.1947),21.49% below,"2025-02-09 (Price: 25.0), 2025-11-02 (Price: 38.26)",27.12%/15.11%/17.81%,"4.16%, 79.1%",4.3 years/2.6 months/1 year,2032-03-30/2026-05-31/2027-07-14,7.3%,9.59%,-2.29%,0.41,0.48,39.5191/41.7519/43.4/No Horizontal Resistance/45.1741/70.5281/No EMA 200 Target,34.35/12.67/29.5041/No stop loss/No F-Track Level/No F-Track Level/33.92,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BABA, Long, 2026-01-25 (Price: 173.23)",No Exit Yet,"-33.39%, 4.5 months","100.0%, Past 11 years, 9","Weekly, was CONFIRMED on 2026-01-25",Already confirmed,"2026-06-10 (Price: 115.38), 33.39% below",4.5 months,161.83,Upmove Bounce Back,38.2% (Price: 144.5227),20.16% below,"2024-01-28 (Price: 66.63), 2025-10-05 (Price: 192.67)",32.92%/16.45%/22.55%,"-0.0%, 31.31%",1.2 year/1.6 month/5.5 months,2027-10-12/2026-04-04/2026-09-20,16.77%,2.08%,14.69%,1.15,0.18,189.7042/212.2934/248.85/No Horizontal Resistance/399.1612/524.2534/No EMA 200 Target,149.79/67.495/144.416/No stop loss/No F-Track Level/No F-Track Level/149.69,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"KWEB, Long, 2026-01-18 (Price: 35.71)",No Exit Yet,"-25.96%, 4.8 months","100.0%, Past 12 years, 9","Weekly, was CONFIRMED on 2026-01-18",Already confirmed,"2026-06-10 (Price: 26.44), 25.96% below",4.8 months,36.765,Upmove Bounce Back,38.2% (Price: 33.3776),20.79% below,"2022-10-30 (Price: 17.22), 2025-10-05 (Price: 43.365)",30.12%/15.07%/18.79%,"-0.0%, 42.44%",2.3 years/1.6 month/9.6 months,2029-04-29/2026-03-28/2027-03-11,12.25%,0.44%,11.81%,1.18,0.07,No Target/42.4199/51.4/54.865/112.1402/127.8094/No EMA 200 Target,34.83/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/34.46,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
