Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2026-04-23 (Price: 44.05)",Daily,2026-05-06 (Price: 46.19),No Price Target,No Date Target,0.96%/2.11%,"4.86%, 13 days","2026-05-06 (Price: 46.19), 4.86% above",49.3977 (Historic Rise or Fall to Pivot)/46.6357 (Avg % Gain of Historic Winning trades)/70.855 (Horizontal)/88.9078 (F-Stack 1)/123.2518 (F-Stack 2)/53.99 (EMA 200)/47.1643 (Backtested Max),2026-07-10 (Max)/2026-05-26 (Avg),37.4/41.99/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 8",43.982,No Information,No Information,No Information,No Information,No Information,8.66% above/4.86% above/4.86% above,7.07%/4.18%/5.87%,"-0.0%, 8.48%",1.8 month/6 days/23 days,32.48%,18.15%,14.33%,1.51,0.79,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-02-15 (Price: 146.42)",Weekly,2026-05-06 (Price: 152.94),No Price Target,No Date Target,5.66%/8.28%,"4.45%, 2.7 months","2026-05-06 (Price: 152.94), 4.45% above",165.6 (Function Specific Target)/171.0825 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/161.6038 (Backtested Max),2027-12-24 (Max)/2026-07-25 (Avg),130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,"92.59%, Past 10 years, 27",138.58,No Information,No Information,No Information,No Information,No Information,10.39% above/4.45% above/4.45% above,10.37%/1.53%/6.06%,"6.29%, 28.98%",1.3 year/28 days/3.7 months,6.05%,6.79%,-0.74%,0.9,0.39,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2026-04-29 (Price: 127.74)",Daily,No Exit Yet,No Price Target,2026-05-04 (Min),5.55%/6.2%,"-1.47%, 7 days","2026-05-06 (Price: 125.86), 1.47% below",133.6671 (Historic Rise or Fall to Pivot)/132.8496 (Avg % Gain of Historic Winning trades)/189.1 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/372.3374 (F-Stack 2)/187.9 (EMA 200)/137.3716 (Backtested Max),2026-12-28 (Max)/2026-07-03 (Avg),121.48/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 25",123.06,No Information,No Information,No Information,No Information,No Information,2.29% above/1.47% below/1.47% below,7.54%/0.92%/4.0%,"-0.0%, 12.09%",5.6 months/4 days/1.5 month,14.26%,3.12%,11.14%,1.14,0.12,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
PULSEGAUGE,"ATD.TO, Long, 2026-04-23 (Price: 78.03)",Weekly,No Exit Yet,No Price Target,2026-05-03 (Min),6.3%/7.37%,"1.92%, 13 days","2026-05-06 (Price: 79.53), 1.92% above",84.5377 (Historic Rise or Fall to Pivot)/97.5375 (Avg % Gain of Historic Winning trades)/85.3936 (Function Specific Target)/85.53 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/104.8957 (Backtested Max)/95.9613 (Backtested Min),2030-08-04 (Max)/2027-03-27 (Avg),70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/75.13,"88.89%, Past 25 years, 18",78.75,No Information,No Information,No Information,No Information,No Information,No Information,34.43%/22.98%/25.0%,"35.58%, 43.13%",3 years/7 days/7.8 months,12.77%,14.51%,-1.74%,0.72,0.06,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2025-11-23 (Price: 1779.7)",Weekly,No Exit Yet,1856.583 (Backtested Min),No Date Target,2.05%/4.59%,"3.96%, 5.5 months","2026-05-06 (Price: 1850.2), 3.96% above",1981.8739 (Avg % Gain of Historic Winning trades)/1888.09 (Function Specific Target)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2066.7656 (Backtested Max),2026-12-23 (Max)/2026-05-15 (Avg),1586.7/653.55/1465.6767/925.6338/No F-Track Level/No F-Track Level/1683.31,"95.65%, Past 10 years, 23",1765.8,No Information,No Information,No Information,No Information,No Information,5.3% above/3.7% above/3.96% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,10.55%,-8.3%,0.46,0.56,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
DELTADRIFT,"BYD.TO, Long, 2026-04-19 (Price: 167.85)",Weekly,No Exit Yet,No Price Target,2026-05-09 (Min),5.84%/9.7%,"-3.93%, 17 days","2026-05-06 (Price: 161.26), 3.93% below",170.6699 (Historic Rise or Fall to Pivot)/185.4239 (Avg % Gain of Historic Winning trades)/178.05 (Function Specific Target)/254.5175 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/213.79 (EMA 200)/197.4587 (Backtested Max)/176.8971 (Backtested Min),2026-12-09 (Max)/2026-05-09 (Min)/2026-08-31 (Avg),162.27/No Horizontal Support/147.1212/139.9966/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"83.33%, Past 15 years, 6",161.85,No Information,No Information,No Information,No Information,No Information,No Information,17.64%/5.39%/10.47%,"23.95%, 24.98%",5.4 months/14 days/3.1 months,5.46%,13.53%,-8.07%,0.15,0.7,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-03-29 (Price: 90.57)",Weekly,No Exit Yet,No Price Target,2026-05-08 (Min),11.07%/20.66%,"-6.03%, 1.3 month","2026-05-06 (Price: 85.11), 6.03% below",104.4906 (Historic Rise or Fall to Pivot)/102.6973 (Avg % Gain of Historic Winning trades)/115.54 (Function Specific Target)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/122.7405 (Backtested Max)/94.5279 (Backtested Min),2027-07-19 (Max)/2026-05-08 (Min)/2026-10-01 (Avg),47.63/38.425/77.0903/68.3859/No F-Track Level/No F-Track Level/55.64,"92.0%, Past 10 years, 25",75.23,No Information,No Information,No Information,No Information,No Information,6.03% below/3.33% above/6.03% below,35.52%/4.37%/13.39%,"12.77%, 73.13%",11 months/28 days/4.3 months,13.79%,5.33%,8.46%,0.83,0.31,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
PULSEGAUGE,"CNU.NZ, Long, 2025-10-09 (Price: 9.26)",Weekly,No Exit Yet,10.0225 (Function Specific Target)/10.0225 (F-Stack 1),No Date Target,7.54%/8.61%,"8.42%, 7 months","2026-05-06 (Price: 10.04), 8.42% above",10.9046 (Avg % Gain of Historic Winning trades)/12.705 (F-Stack 2)/10.9768 (Backtested Max)/10.7972 (Backtested Min),2028-11-29 (Max)/2026-10-22 (Avg),7.85/6.0983/7.51/6.7409/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 14 years, 7",9.54,No Information,No Information,No Information,No Information,No Information,No Information,18.54%/16.6%/17.76%,"24.77%, 33.51%",2.2 years/29 days/8.7 months,3.13%,5.66%,-2.53%,0.04,-0.19,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2026-04-26 (Price: 461.6)",Weekly,No Exit Yet,507.8523 (Historic Rise or Fall to Pivot),No Date Target,1.29%/21.74%,"9.81%, 10 days","2026-05-06 (Price: 506.87), 9.81% above",720.01 (Function Specific Target)/617.0719 (F-Stack 2)/513.3915 (Backtested Max),2026-09-25 (Max)/2026-06-05 (Min)/2026-07-13 (Avg),323.48/110.475/301.3628/254.997/No F-Track Level/No F-Track Level/304.52,"86.96%, Past 10 years, 23",417.495,No Information,No Information,No Information,No Information,No Information,21.93% above/9.81% above/9.81% above,11.22%/1.12%/7.1%,"19.87%, 44.93%",3.5 months/28 days/1.8 month,9.82%,16.02%,-6.2%,0.2,0.86,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
PULSEGAUGE,"BBTC.NS, Long, 2026-04-24 (Price: 1492.7)",Weekly,No Exit Yet,No Price Target,2026-05-09 (Min),1.44%/15.21%,"4.07%, 12 days","2026-05-06 (Price: 1553.5), 4.07% above",1575.8434 (Historic Rise or Fall to Pivot)/2054.1045 (Avg % Gain of Historic Winning trades)/3412.111 (Function Specific Target)/2145.0 (Horizontal)/3412.111 (F-Stack 1)/3761.7441 (F-Stack 2)/1789.86 (EMA 200)/2141.4274 (Backtested Max)/1986.7837 (Backtested Min),2030-11-17 (Max)/2026-05-09 (Min)/2027-07-15 (Avg),1375.0/846.25/1057.7422/973.2526/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 23 years, 14",1540.0,No Information,No Information,No Information,No Information,No Information,No Information,43.46%/33.1%/37.61%,"50.52%, 56.37%",3.2 years/11 days/10.3 months,11.76%,15.96%,-4.2%,0.6,0.12,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"BEL.NS, Long, 2026-02-01 (Price: 449.0)",Weekly,No Exit Yet,No Price Target,2026-05-03 (Min),21.4%/22.87%,"-2.41%, 3.1 months","2026-05-06 (Price: 438.2), 2.41% below",538.3959 (Historic Rise or Fall to Pivot)/531.9752 (Avg % Gain of Historic Winning trades)/613.9011 (F-Stack 2)/727.4249 (Backtested Max),2027-05-03 (Max)/2026-07-20 (Avg),389.45/61.7416/382.9941/287.8162/No F-Track Level/No F-Track Level/413.46,"80.87%, Past 10 years, 115",416.45,No Information,"^NSEI, Local Extrema Case",No Information,No Information,No Information,No Information,62.01%/0.22%/18.48%,"36.52%, 45.62%",10.5 months/2.1 months/3.9 months,34.32%,19.36%,14.96%,0.61,0.92,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
PULSEGAUGE,"CRM, Long, 2025-10-10 (Price: 241.68)",Weekly,No Exit Yet,No Price Target,2026-05-06 (Avg),68.55%/71.79%,"-25.03%, 6.9 months","2026-05-06 (Price: 181.19), 25.03% below",311.2597 (Avg % Gain of Historic Winning trades)/354.7868 (Function Specific Target)/368.045 (Horizontal)/354.7868 (F-Stack 1)/400.2507 (F-Stack 2)/334.1709 (Backtested Max)/305.3868 (Backtested Min),2027-10-08 (Max),240.36/156.1/209.3181/186.7031/No F-Track Level/No F-Track Level/227.42,"83.33%, Past 21 years, 18",239.33,No Information,No Information,No Information,No Information,No Information,No Information,38.27%/26.36%/28.79%,"40.81%, 50.47%",1.4 year/1.1 month/4.8 months,12.45%,12.8%,-0.35%,0.52,0.05,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"EMAMILTD.NS, Long, 2025-04-30 (Price: 624.7)",Monthly,No Exit Yet,No Price Target,2026-05-04 (Avg),38.4%/45.82%,"-27.61%, 1 year","2026-05-06 (Price: 452.2), 27.61% below",789.5583 (Historic Rise or Fall to Pivot)/857.7756 (Avg % Gain of Historic Winning trades)/659.38 (Function Specific Target)/625.825 (Horizontal)/977.5546 (F-Stack 1)/1281.316 (F-Stack 2)/663.62 (EMA 200)/912.4993 (Backtested Max)/740.0821 (Backtested Min),2026-11-24 (Max),529.95/337.475/593.5652/462.4541/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"84.62%, Past 20 years, 13",580.0,No Information,No Information,No Information,No Information,No Information,27.61% below/27.61% below/27.61% below,46.07%/18.47%/37.31%,"20.84%, 74.45%",1.1 year/5 months/8.5 months,10.71%,8.58%,2.13%,0.3,0.41,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"MAZDOCK.NS, Long, 2025-11-17 (Price: 2800.5)",Daily,2026-05-06 (Price: 2644.5),No Price Target,No Date Target,7.66%/18.27%,"-5.57%, 5.7 months","2026-05-06 (Price: 2644.5), 5.57% below",3301.7895 (Historic Rise or Fall to Pivot)/3127.5984 (Avg % Gain of Historic Winning trades)/3360.0 (Function Specific Target)/4090.5272 (F-Stack 1)/4287.3338 (F-Stack 2)/3659.4133 (Backtested Max)/2846.9883 (Backtested Min),No Next Date Target,2630.5/112.6583/2784.682/1843.1138/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"95.0%, Past 4 years, 20",2795.0,No Information,No Information,No Information,No Information,No Information,4.95% below/5.57% below/5.57% below,30.67%/1.66%/11.68%,"17.79%, 32.27%",3.8 months/8 days/25 days,26.06%,53.73%,-27.67%,0.84,2.12,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
PULSEGAUGE,"PERSISTENT.NS, Long, 2026-04-23 (Price: 5065.2002)",Weekly,No Exit Yet,No Price Target,2026-05-08 (Min),5.2%/11.17%,"-1.01%, 13 days","2026-05-06 (Price: 5014.0), 1.01% below",5274.8995 (Historic Rise or Fall to Pivot)/6291.9917 (Avg % Gain of Historic Winning trades)/9957.5854 (Function Specific Target)/6693.95 (Horizontal)/9957.5854 (F-Stack 1)/15965.083 (F-Stack 2)/5574.18 (EMA 200)/6743.8075 (Backtested Max)/6124.3336 (Backtested Min),2027-07-23 (Max)/2026-05-08 (Min)/2026-10-05 (Avg),4638.8/1548.5125/3950.0879/2531.9096/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"90.0%, Past 16 years, 10",5451.0,No Information,No Information,No Information,No Information,No Information,No Information,33.14%/20.91%/24.22%,"31.55%, 31.1%",10.5 months/11 days/3.8 months,12.35%,18.38%,-6.03%,0.77,0.13,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
DELTADRIFT,"AMZN, Short, 2026-04-27 (Price: 261.12)",Daily,2026-05-04 (Price: 272.05),No Price Target,No Date Target,-68.36%/-22.49%,"-5.31%, 9 days","2026-05-06 (Price: 274.99), 5.31% above",252.9731 (Historic Rise or Fall to Pivot)/254.4614 (Avg % Gain of Historic Winning trades)/253.72 (Function Specific Target)/86.995 (Horizontal)/231.81 (F-Stack 1)/213.1321 (F-Stack 2)/228.08 (EMA 200),2026-05-21 (Max)/2026-05-10 (Avg),263.99/No Horizontal Resistance/317.6152/339.3352/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 7",263.425,No Information,No Information,No Information,No Information,No Information,No Information,5.38%/0.94%/2.55%,"6.23%, 7.98%",17 days/3 days/9 days,4.88%,3.82%,1.06%,0.24,0.38,79.41%/34/4 days (Across ALL Assets),62.71%/118/6 days (Across ALL Assets)
OSCILLATOR DELTA,"ARM, Short, 2026-04-29 (Price: 201.69)",Daily,2026-05-06 (Price: 237.3),No Price Target,No Date Target,-48.28%/-40.1%,"-17.66%, 7 days","2026-05-06 (Price: 237.3), 17.66% above",173.1509 (Historic Rise or Fall to Pivot)/193.7838 (Avg % Gain of Historic Winning trades)/183.47 (Function Specific Target)/165.49 (Horizontal)/155.9428 (F-Stack 1)/122.7432 (F-Stack 2)/142.15 (EMA 200),2026-05-16 (Max)/2026-05-09 (Avg),No Recent Maxima/No Horizontal Resistance/209.6611/292.8214/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 2 years, 4",202.71,No Information,No Information,No Information,No Information,No Information,No Information,5.76%/2.2%/3.92%,"0.0%, 10.51%",12 days/3 days/7 days,15.68%,3.67%,12.01%,2.04,1.35,100.0%/17/17 days (Across ALL Assets),72.5%/80/1.4 month (Across ALL Assets)
