Report Type,Symbol,Today price,New Highest
New High,BNS.TO,$113.8600,√ $114.4200
New High,TD,$114.5000,√ $115.6100
New High,RY.TO,$275.7600,√ $278.3500
New High,TD.TO,$159.6500,√ $160.9600
New High,,,
