Report Type,Symbol,Today price,New Highest
New High,AAPL,$300.2300,√ $303.2000
New High,RY.TO,$252.5000,√ $252.5000
New High,PPL.TO,$67.3500,√ $67.3950
New High,000660.KS,$1819000.0000,√ $1995000.0000
New High,,,
