Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2026-04-19 (Price: 250.56)",2026-05-24 (Price: 266.32),"6.29%, 1.2 month","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-05-22 (Price: 266.32), 6.29% above",1.2 month,237.45,No Information,No Information,No Information,No Information,No Information,6.29% above/6.29% above/6.29% above,22.98%/2.35%/10.1%,"25.73%, 54.83%",1.1 year/28 days/4.9 months,2027-11-13/2026-05-29/2026-11-17,8.88%,16.61%,-7.73%,0.22,0.84,270.9055/275.8666/255.38/No Horizontal Resistance/317.6152/339.3352/No EMA 200 Target,198.79/86.995/231.81/213.1321/No F-Track Level/No F-Track Level/225.58,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-04-19 (Price: 5.54)",2026-05-25 (Price: 5.87),"5.96%, 1.2 month","100.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-05-25 (Price: 5.87), 5.96% above",1.2 month,5.5,No Information,No Information,No Information,No Information,No Information,5.96% above/3.89% above/5.96% above,24.31%/3.73%/10.23%,"-0.0%, 22.1%",3.3 months/1.4 month/1.8 month,2026-09-09/2026-06-18/2026-07-06,11.03%,7.59%,3.44%,0.58,0.4,6.0364/6.1067/6.35/6.825/7.4565/8.4564/5.69,5.35/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2026-03-22 (Price: 128.04)",2026-05-24 (Price: 118.6),"-7.37%, 2.1 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2026-03-22",Already confirmed,"2026-05-25 (Price: 119.18), 6.92% below",2.1 months,131.96,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2027-03-11/2026-06-21/2026-08-25,22.88%,5.43%,17.45%,0.6,0.27,143.6353/139.0899/293.2329/240.8933/293.2329/455.2123/174.54,113.99/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"USO, Long, 2026-03-15 (Price: 119.89)",2026-05-24 (Price: 140.92),"17.54%, 2.3 months","80.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-03-13",Already confirmed,"2026-05-22 (Price: 140.92), 17.54% above",2.3 months,119.42,No Information,No Information,No Information,No Information,No Information,29.56% above/17.54% above/17.54% above,57.72%/1.06%/21.93%,"70.35%, 78.81%",1.8 year/1.2 month/6.8 months,2028-10-08/2026-05-06/2027-01-04,7.54%,-3.59%,11.13%,0.24,-0.08,126.5679/146.1819/141.85/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,68.03/58.7667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/74.94,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2026-03-15 (Price: 132.25)",2026-05-24 (Price: 118.6),"-10.32%, 2.3 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2026-03-15",Already confirmed,"2026-05-25 (Price: 119.18), 9.88% below",2.4 months,150.99,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2027-03-04/2026-06-14/2026-08-18,22.88%,5.43%,17.45%,0.6,0.27,148.358/143.6632/293.2329/240.8933/293.2329/368.7715/174.54,113.99/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-03-08 (Price: 5.63)",2026-05-25 (Price: 5.87),"4.26%, 2.6 months","100.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-03-06",Already confirmed,"2026-05-25 (Price: 5.87), 4.26% above",2.6 months,5.6,No Information,No Information,No Information,No Information,No Information,4.26% above/4.26% above/4.26% above,24.31%/3.73%/10.23%,"-0.0%, 22.1%",3.3 months/1.4 month/1.8 month,2026-07-29/2026-05-07/2026-05-25,11.03%,7.59%,3.44%,0.58,0.4,6.1344/6.2059/6.39/6.825/7.4565/8.4564/5.72,5.46/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2026-03-01 (Price: 9.58)",2026-05-24 (Price: 10.13),"5.74%, 2.8 months","100.0%, Past 10 years, 18","Weekly, is CONFIRMED on 2026-02-27",Already confirmed,"2026-05-25 (Price: 10.02), 4.59% above",2.8 months,9.52,No Information,No Information,No Information,No Information,No Information,4.59% above/4.59% above/4.59% above,11.36%/2.06%/5.35%,"-0.0%, 21.14%",1.3 year/1.2 month/8.2 months,2028-01-07/2026-04-22/2027-02-18,11.06%,5.54%,5.52%,0.7,0.28,10.3646/10.0925/9.82/9.875/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,9.13/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/9.12,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-03-01 (Price: 1737.0)",2026-05-25 (Price: 1840.6),"5.96%, 2.8 months","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-27",Already confirmed,"2026-05-25 (Price: 1840.6), 5.96% above",2.8 months,1732.9,No Information,No Information,No Information,No Information,No Information,6.74% above/5.96% above/5.96% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2027-03-31/2026-04-22/2026-08-21,2.25%,10.55%,-8.3%,0.46,0.56,1798.4898/1934.3232/1871.01/1935.175/2110.5488/2409.4589/No EMA 200 Target,1595.3/727.775/1465.6767/925.6338/No F-Track Level/No F-Track Level/1688.06,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2026-02-22 (Price: 370.54)",2026-05-24 (Price: 404.52),"9.17%, 3 months","94.74%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-20",Already confirmed,"2026-05-22 (Price: 404.52), 9.17% above",3 months,361.87,No Information,No Information,No Information,No Information,No Information,9.17% above/9.17% above/9.17% above,40.88%/7.36%/15.15%,"10.32%, 31.75%",8.9 months/28 days/3 months,2027-03-15/2026-04-03/2026-07-02,14.29%,17.0%,-2.71%,1.06,0.9,431.2345/426.6768/576.89/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,275.06/83.575/272.4436/230.123/No F-Track Level/No F-Track Level/268.3,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"^STI, Long, 2026-01-25 (Price: 4891.4502)",2026-05-25 (Price: 5070.5498),"3.66%, 4 months","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-05-25 (Price: 5070.5498), 3.66% above",4 months,4834.46,No Information,No Information,No Information,No Information,No Information,3.66% above/3.66% above/3.66% above,6.67%/1.15%/3.39%,"14.46%, 29.57%",1.6 year/28 days/3.6 months,2028-05-08/2026-03-06/2026-06-30,-6.1%,2.09%,-8.19%,-0.28,-0.04,5024.9868/5057.2704/6082.24/No Horizontal Resistance/5099.1474/6233.5022/No EMA 200 Target,3512.53/3022.714/4356.5412/3433.5319/No F-Track Level/No F-Track Level/4256.79,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-01-11 (Price: 1729.9)",2026-05-25 (Price: 1840.6),"6.4%, 4.5 months","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-01-09",Already confirmed,"2026-05-25 (Price: 1840.6), 6.4% above",4.5 months,1728.0,No Information,No Information,No Information,No Information,No Information,6.52% above/6.4% above/6.4% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2027-02-10/2026-03-04/2026-07-03,2.25%,10.55%,-8.3%,0.46,0.56,1791.1385/1926.4166/1868.17/1935.175/2110.5488/2409.4589/No EMA 200 Target,1586.7/727.775/1465.6767/925.6338/No F-Track Level/No F-Track Level/1698.45,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2026-01-11 (Price: 179.94)",2026-05-24 (Price: 118.6),"-34.09%, 4.4 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2026-01-11",Already confirmed,"2026-05-25 (Price: 119.18), 33.77% below",4.5 months,175.14,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2026-12-31/2026-04-12/2026-06-16,22.88%,5.43%,17.45%,0.6,0.27,201.8567/195.4688/293.2329/240.8933/293.2329/455.2123/No EMA 200 Target,173.66/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/174.54,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-12-31 (Price: 310.24)",2026-05-25 (Price: 369.15),"18.99%, 4.8 months","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-05-22 (Price: 369.15), 18.99% above",4.8 months,302.43,No Information,No Information,No Information,No Information,No Information,21.12% above/18.99% above/18.99% above,30.2%/3.49%/14.0%,"0%, 34.42%",1.6 year/4.2 months/9.9 months,2028-04-13/2026-07-01/2027-03-06,8.97%,8.08%,0.89%,1.25,0.41,376.166/353.6736/311.87/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,136.01/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/267.22,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2025-12-28 (Price: 181.76)",2026-05-24 (Price: 118.6),"-34.75%, 4.9 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2026-05-25 (Price: 119.18), 34.43% below",4.9 months,182.27,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2026-12-17/2026-03-29/2026-06-02,22.88%,5.43%,17.45%,0.6,0.27,203.8984/197.4459/293.2329/240.8933/293.2329/455.2123/No EMA 200 Target,179.89/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/174.54,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
PULSEGAUGE,"BDGI.TO, Long, 2025-12-17 (Price: 72.56)",2026-05-25 (Price: 87.89),"21.13%, 5.3 months","78.57%, Past 25 years, 14","Weekly, was CONFIRMED on 2025-12-17",No Cancellation Possible,"2026-05-25 (Price: 87.89), 21.13% above",5.3 months,78.9,No Information,No Information,No Information,No Information,No Information,No Information,37.5%/26.11%/30.68%,"45.17%, 49.58%",7.9 months/20 days/4.1 months,2026-11-25/2026-01-14/2026-06-11,7.19%,13.14%,-5.95%,0.36,0.06,76.0356/94.8214/79.8787/No Horizontal Resistance/79.8787/88.3247/No EMA 200 Target,35.59/24.32/70.6207/63.2847/No F-Track Level/No F-Track Level/68.71,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2025-11-30 (Price: 189.55)",2026-05-24 (Price: 118.6),"-37.43%, 5.8 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-05-25 (Price: 119.18), 37.12% below",5.9 months,190.76,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2026-11-19/2026-03-01/2026-05-05,22.88%,5.43%,17.45%,0.6,0.27,212.6372/205.9082/293.2329/240.8933/293.2329/455.2123/No EMA 200 Target,163.51/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/174.54,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2025-11-23 (Price: 1779.7)",2026-05-25 (Price: 1840.6),"3.42%, 6.1 months","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2026-05-25 (Price: 1840.6), 3.42% above",6.1 months,1765.8,No Information,No Information,No Information,No Information,No Information,4.75% above/3.17% above/3.42% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2026-12-23/2026-01-14/2026-05-15,2.25%,10.55%,-8.3%,0.46,0.56,1842.7014/1981.8739/1888.09/1935.175/2110.5488/2409.4589/No EMA 200 Target,1586.7/653.55/1465.6767/925.6338/No F-Track Level/No F-Track Level/1683.31,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2025-11-23 (Price: 190.48)",2026-05-24 (Price: 118.6),"-37.74%, 6.1 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2026-05-25 (Price: 119.18), 37.43% below",6.1 months,198.05,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2026-11-12/2026-02-22/2026-04-28,22.88%,5.43%,17.45%,0.6,0.27,213.6805/206.9184/293.2329/240.8933/293.2329/455.2123/No EMA 200 Target,163.51/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/174.54,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2025-10-19 (Price: 222.18)",2026-05-24 (Price: 118.6),"-46.62%, 7.2 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2026-05-25 (Price: 119.18), 46.36% below",7.3 months,213.63,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2026-10-08/2026-01-18/2026-03-24,22.88%,5.43%,17.45%,0.6,0.27,249.2415/241.3541/293.2329/240.8933/293.2329/316.3836/No EMA 200 Target,212.03/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/174.54,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"AEM.TO, Long, 2025-09-30 (Price: 234.4)",2026-05-25 (Price: 254.03),"8.37%, 7.9 months","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-05-25 (Price: 254.03), 8.37% above",7.9 months,200.18,No Information,No Information,No Information,No Information,No Information,8.37% above/13.91% above/8.37% above,119.13%/3.75%/48.89%,"19.32%, 59.99%",2 years/5.1 months/11.5 months,2028-08-07/2026-05-09/2027-02-11,12.24%,8.78%,3.46%,1.44,0.44,270.1226/348.9982/366.4/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,61.72/60.0025/193.9088/163.0279/No F-Track Level/No F-Track Level/159.65,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"IMO.TO, Long, 2025-09-30 (Price: 126.19)",2026-05-25 (Price: 178.65),"41.57%, 7.9 months","100.0%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-05-25 (Price: 178.65), 41.57% above",7.9 months,124.35,No Information,No Information,No Information,No Information,No Information,41.57% above/40.9% above/41.57% above,56.58%/11.5%/29.53%,"-0.0%, 64.29%",3.9 years/5.1 months/1.1 year,2031-04-25/2026-05-09/2027-04-26,9.8%,7.48%,2.32%,1.35,0.39,166.3941/163.4539/192.6/No Horizontal Resistance/129.8192/200.2184/No EMA 200 Target,88.59/60.8067/86.3092/No stop loss/No F-Track Level/No F-Track Level/104.72,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"IMO.TO, Long, 2025-08-31 (Price: 124.62)",2026-05-25 (Price: 178.65),"43.36%, 8.9 months","100.0%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-05-25 (Price: 178.65), 43.36% above",8.9 months,114.68,No Information,No Information,No Information,No Information,No Information,65.14% above/54.42% above/43.36% above,56.58%/11.5%/29.53%,"-0.0%, 64.29%",3.9 years/5.1 months/1.1 year,2031-03-26/2026-04-09/2027-03-27,9.8%,7.48%,2.32%,1.35,0.39,164.3239/161.4203/134.06/No Horizontal Resistance/129.8192/200.2184/No EMA 200 Target,88.59/60.8067/86.3092/No stop loss/No F-Track Level/No F-Track Level/102.35,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2025-08-31 (Price: 243.91)",2026-05-24 (Price: 118.6),"-51.38%, 8.9 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2025-08-31",Already confirmed,"2026-05-25 (Price: 119.18), 51.14% below",8.9 months,246.48,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2026-08-20/2025-11-30/2026-02-03,22.88%,5.43%,17.45%,0.6,0.27,273.6182/264.9594/293.2329/No Horizontal Resistance/293.2329/455.2123/No EMA 200 Target,236.67/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/174.54,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2025-08-10 (Price: 247.39)",2026-05-24 (Price: 118.6),"-52.06%, 9.6 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2025-08-10",Already confirmed,"2026-05-25 (Price: 119.18), 51.83% below",9.6 months,276.0,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2026-07-30/2025-11-09/2026-01-13,22.88%,5.43%,17.45%,0.6,0.27,277.5221/268.7398/293.2329/No Horizontal Resistance/293.2329/455.2123/No EMA 200 Target,236.22/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/174.54,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"IMO.TO, Long, 2025-07-31 (Price: 115.53)",2026-05-25 (Price: 178.65),"54.64%, 9.9 months","100.0%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-05-25 (Price: 178.65), 54.64% above",9.9 months,110.11,No Information,No Information,No Information,No Information,No Information,65.14% above/53.11% above/54.64% above,56.58%/11.5%/29.53%,"-0.0%, 64.29%",3.9 years/5.1 months/1.1 year,2031-02-23/2026-03-09/2027-02-24,9.8%,7.48%,2.32%,1.35,0.39,152.3379/149.646/119.51/No Horizontal Resistance/125.7351/130.9032/No EMA 200 Target,88.59/60.8067/95.1616/91.2096/No F-Track Level/No F-Track Level/100.87,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2025-07-06 (Price: 271.86)",2026-05-24 (Price: 118.6),"-56.37%, 10.7 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2025-07-06",Already confirmed,"2026-05-25 (Price: 119.18), 56.16% below",10.8 months,272.38,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2026-06-25/2025-10-05/2025-12-09,22.88%,5.43%,17.45%,0.6,0.27,304.9725/295.3215/293.2329/No Horizontal Resistance/293.2329/455.2123/No EMA 200 Target,236.22/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/174.54,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2025-06-29 (Price: 271.15)",2026-05-24 (Price: 118.6),"-56.26%, 11 months","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2025-06-29",Already confirmed,"2026-05-25 (Price: 119.18), 56.05% below",11 months,266.22,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2026-06-18/2025-09-28/2025-12-02,22.88%,5.43%,17.45%,0.6,0.27,304.1761/294.5502/293.2329/No Horizontal Resistance/293.2329/455.2123/No EMA 200 Target,236.22/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/174.54,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"IHI, Long, 2025-02-28 (Price: 63.77)",2026-05-25 (Price: 50.57),"-20.7%, 1.3 year","71.43%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-05-22 (Price: 50.57), 20.7% below",1.3 year,63.37,No Information,No Information,No Information,No Information,No Information,20.75% below/20.7% below/20.7% below,16.7%/2.84%/13.93%,"21.92%, 22.64%",7.1 months/5.1 months/6.7 months,2026-01-02/2025-10-07/2025-12-16,3.99%,6.66%,-2.67%,0.06,0.39,72.1813/72.6532/68.59/66.92/68.9264/76.3906/No EMA 200 Target,45.26/46.8983/56.0899/46.1919/No F-Track Level/No F-Track Level/58.82,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",2026-05-25 (Price: 3.11),"-8.26%, 1.3 year","80.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-05-25 (Price: 3.11), 8.26% below",1.3 year,2.85,No Information,No Information,No Information,No Information,No Information,9.12% above/4.89% below/8.26% below,26.1%/3.25%/14.68%,"37.82%, 49.28%",1.3 year/5 months/10.1 months,2027-01-06/2025-10-03/2026-05-12,4.05%,0.74%,3.31%,-0.09,0.01,3.7883/3.8877/4.74/7.985/12.7156/14.3053/No EMA 200 Target,2.83/3.3133/3.1474/No stop loss/No F-Track Level/No F-Track Level/3.02,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"XLY, Long, 2024-12-31 (Price: 112.175)",2026-05-25 (Price: 119.18),"6.24%, 1.4 year","93.75%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-12-31",Already confirmed,"2026-05-22 (Price: 119.18), 6.24% above",1.4 year,111.935,No Information,No Information,No Information,No Information,No Information,7.22% above/6.24% above/6.24% above,32.13%/5.25%/17.76%,"17.44%, 51.92%",1.5 year/5.1 months/11 months,2027-02-21/2025-08-09/2026-04-22,4.49%,6.16%,-1.67%,1.01,0.34,132.961/132.0973/169.9/No Horizontal Resistance/125.4815/133.9156/No EMA 200 Target,64.58/67.241/86.1124/56.5683/No F-Track Level/No F-Track Level/96.23,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"XLV, Long, 2024-08-31 (Price: 157.2)",2026-05-25 (Price: 149.89),"-4.65%, 1.8 year","80.95%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2026-05-22 (Price: 149.89), 4.65% below",1.8 year,150.4,No Information,No Information,No Information,No Information,No Information,4.65% below/4.65% below/4.65% below,11.06%/0.33%/6.16%,"7.57%, 36.99%",2.7 years/5.1 months/1.4 year,2028-07-08/2025-04-09/2026-08-29,3.06%,4.53%,-1.47%,-0.07,0.22,170.7978/166.8835/166.33/No Horizontal Resistance/No Target/174.1807/No EMA 200 Target,124.54/100.54/117.2225/81.225/No F-Track Level/No F-Track Level/143.1,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"^NSEI, Long, 2024-07-31 (Price: 24951.1504)",2026-05-25 (Price: 24031.6992),"-3.69%, 1.8 year","75.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2024-07-31",Already confirmed,"2026-05-25 (Price: 24031.6992), 3.69% below",1.8 year,23992.9492,No Information,No Information,No Information,No Information,No Information,0.09% above/3.69% below/3.69% below,12.44%/2.54%/7.03%,"3.32%, 14.78%",1.6 year/6 months/11.3 months,2026-11-12/2025-04-17/2025-12-04,5.48%,6.07%,-0.59%,-0.01,0.32,27136.8712/26705.2163/36682.05/No Horizontal Resistance/33071.3292/48196.8152/No EMA 200 Target,15780.25/15428.8669/23723.236/17945.8431/No F-Track Level/No F-Track Level/21921.5,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"XLV, Long, 2024-02-29 (Price: 144.82)",2026-05-25 (Price: 149.89),"3.5%, 2.3 years","80.95%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-05-22 (Price: 149.89), 3.5% above",2.3 years,140.55,No Information,No Information,No Information,No Information,No Information,9.91% above/5.41% above/3.5% above,11.06%/0.33%/6.16%,"7.57%, 36.99%",2.7 years/5.1 months/1.4 year,2028-01-06/2024-10-07/2026-02-26,3.06%,4.53%,-1.47%,-0.07,0.22,157.3469/153.7409/146.52/No Horizontal Resistance/153.114/174.1807/No EMA 200 Target,124.54/86.68/117.2225/81.225/No F-Track Level/No F-Track Level/133.48,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
