"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"PPH, Long, 2026-05-11 (Price: 99.69)",No Exit Yet,"0.0%, 0 days","93.75%, Past 20 years, 16","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 98.25 prior to 2026-05-15,"2026-05-11 (Price: 99.69), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 99.2444),0.45% above,"2025-04-13 (Price: 77.67), 2026-02-22 (Price: 112.58)",17.44%/6.28%/14.88%,"9.84%, 28.32%",6.1 years/3.3 months/1.7 year,2035-01-24/2026-10-01/2028-10-13,8.15%,3.85%,4.3%,0.85,0.15,102.7605/114.5239/120.64/No Horizontal Resistance/128.4901/134.2502/No EMA 200 Target,82.84/72.54/85.1101/No stop loss/99.2444/95.125/98.49,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),100.07
"ATD.TO, Long, 2026-05-11 (Price: 78.03)",No Exit Yet,"0.0%, 0 days","92.31%, Past 20 years, 13","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 75.04 prior to 2026-05-15,"2026-05-11 (Price: 78.03), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 75.77),2.98% above,"2025-03-23 (Price: 65.95), 2026-03-01 (Price: 85.59)",25.17%/0.64%/14.06%,"2.07%, 20.51%",2.2 years/28 days/6.8 months,2029-07-01/2026-06-20/2027-03-02,9.98%,10.71%,-0.73%,0.97,0.57,86.9644/89.001/89.81/85.53/85.3936/96.14/No EMA 200 Target,70.84/45.49/59.8475/53.4732/No stop loss/No stop loss/75.16,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),79.1
"BTI, Long, 2026-05-10 (Price: 58.28)",No Exit Yet,"3.71%, 1 day","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2026-05-10",Already confirmed,"2026-05-11 (Price: 60.44), 3.71% above",1 day,Upmove Bounce Back,23.66% (Price: 54.9461),10.0% above,"2024-04-21 (Price: 28.25), 2026-03-01 (Price: 63.22)",18.23%/0.47%/14.35%,"9.4%, 36.12%",3.2 years/3.3 months/1.4 year,2030-12-03/2026-09-30/2028-05-07,7.57%,2.98%,4.59%,0.67,0.12,63.2513/66.6432/79.26/59.135/82.226/92.0468/No EMA 200 Target,56.68/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/56.72,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),58.54
"WPM, Short, 2026-04-30 (Price: 126.46)",2026-05-11 (Price: 143.8),"-13.71%, 11 days","90.0%, Past 20 years, 10","Monthly, was CONFIRMED on 2026-04-30",Already confirmed,"2026-05-11 (Price: 143.8), 13.71% above",11 days,Upmove Break Below,23.66% (Price: 133.3127),7.87% above,"2022-09-30 (Price: 28.62), 2026-03-31 (Price: 165.76)",15.12%/3.3%/7.86%,"17.6%, 15.12%",3.1 months/1 month/1.6 month,2026-09-11/2026-06-12/2026-07-08,6.28%,4.88%,1.4%,0.46,0.59,No Target/116.5202/44.18/38.3375/114.4872/101.6148/119.55,163.65/No Horizontal Resistance/208.744/224.283/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,87.5%/8/1.4 month (Across ALL Assets),68.0%/25/1.2 month (Across ALL Assets),134.63
"WPM, Short, 2026-03-31 (Price: 131.01)",2026-04-30 (Price: 126.46),"3.47%, 1 month","90.0%, Past 20 years, 10","Monthly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-05-11 (Price: 143.8), 9.76% above",1.4 month,Upmove Break Below,38.2% (Price: 117.097),22.8% above,"2023-10-31 (Price: 38.37), 2026-03-31 (Price: 165.76)",15.12%/3.3%/7.86%,"17.6%, 15.12%",3.1 months/1 month/1.6 month,2026-08-12/2026-05-13/2026-06-08,6.28%,4.88%,1.4%,0.46,0.59,No Target/120.7126/54.58/38.3375/127.6576/114.4872/119.55,163.65/No Horizontal Resistance/188.656/216.4147/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,87.5%/8/1.4 month (Across ALL Assets),68.0%/25/1.2 month (Across ALL Assets),163.65
