Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"SPOT, Long, 2026-06-10 (Price: 503.1)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 17","Daily, is CONFIRMED on 2026-06-10",Already confirmed,"2026-06-10 (Price: 503.1), 0.0% below",0 days,490.86,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,19.42%/0.36%/8.06%,"0%, 26.79%",3.3 months/7 days/1.1 month,2026-10-31/2026-06-20/2026-07-27,33.97%,12.9%,21.07%,1.27,0.61,571.27/543.6499/672.24/No Horizontal Resistance/971.4029/1422.4646/562.65,487.54/118.6/413.8606/348.0506/No stop loss/No stop loss/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"FRW.NZ, Long, 2026-06-10 (Price: 13.7)",No Exit Yet,"0.0%, 0 days","76.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-06-10",Already confirmed,"2026-06-10 (Price: 13.7), 0.0% below",0 days,13.4,No Information,No Information,No Information,No Information,No Information,3.79% above/0.0% below/0.0% below,6.83%/1.34%/3.66%,"18.57%, 29.85%",3.4 months/7 days/23 days,2026-11-04/2026-06-20/2026-07-13,-15.97%,8.16%,-24.13%,0.14,0.44,14.074/14.2014/14.51/14.94/15.1835/16.4712/No EMA 200 Target,13.2/7.405/12.995/12.2806/No stop loss/No stop loss/13.5,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"^NZ50, Long, 2026-06-10 (Price: 13253.6504)",No Exit Yet,"0.0%, 0 days","81.82%, Past 4 years, 11","Daily, is CONFIRMED on 2026-06-10",Already confirmed,"2026-06-10 (Price: 13253.6504), 0.0% below",0 days,13210.2402,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,2.94%/0.34%/1.58%,"9.56%, 19.48%",1.6 month/7 days/21 days,2026-08-18/2026-06-20/2026-07-10,2.75%,2.48%,0.27%,-0.08,-0.02,13497.5176/13463.0581/13553.04/13741.665/No Next Fib Ext/No Next Fib Ext/13286.99,13038.24/10608.2731/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"NVO, Long, 2026-06-10 (Price: 42.81)",No Exit Yet,"0.0%, 0 days","80.0%, Past 6 years, 20","Daily, is Confirmed on 2026-06-10",No Cancellation Possible,"2026-06-10 (Price: 42.81), 0.0% below",0 days,41.67,No Information,No Information,No Information,No Information,No Information,No Information,8.75%/2.56%/5.84%,"11.39%, 12.74%",1.7 month/4 days/16 days,2026-08-22/2026-06-15/2026-07-03,13.06%,4.34%,8.72%,0.33,0.25,47.0353/45.3101/44.95/139.01/159.2295/190.9685/48.53,No Recent Minima/No Horizontal Support/35.0006/32.645/No stop loss/No stop loss/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2026-06-09 (Price: 1777.77)",No Exit Yet,"-2.45%, 1 day","82.35%, Past 4 years, 17","Daily, is CONFIRMED on 2026-06-09",Already confirmed,"2026-06-10 (Price: 1734.1899), 2.45% below",1 day,1776.47,No Information,No Information,No Information,No Information,No Information,2.45% below/2.45% below/2.45% below,21.88%/0.41%/8.76%,"34.28%, 51.77%",3.8 months/7 days/1 month,2026-11-21/2026-06-19/2026-07-22,11.58%,20.1%,-8.52%,0.12,0.9,1850.6586/1933.5027/2660.89/No Horizontal Resistance/No Target/1900.5085/No EMA 200 Target,1459.44/576.784/1508.8624/1338.7292/No F-Track Level/No F-Track Level/1229.04,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"SPOT, Long, 2026-06-09 (Price: 496.22)",No Exit Yet,"1.39%, 1 day","100.0%, Past 4 years, 17","Daily, is CONFIRMED on 2026-06-09",Already confirmed,"2026-06-10 (Price: 503.1), 1.39% above",1 day,495.86,No Information,No Information,No Information,No Information,No Information,1.39% above/1.39% above/1.39% above,19.42%/0.36%/8.06%,"0%, 26.79%",3.3 months/7 days/1.1 month,2026-10-30/2026-06-19/2026-07-26,33.97%,12.9%,21.07%,1.27,0.61,563.4578/536.2153/669.49/No Horizontal Resistance/853.8753/896.959/563.59,487.54/118.6/456.7863/433.8097/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"AMZN, Long, 2026-06-09 (Price: 244.19)",No Exit Yet,"-2.53%, 1 day","80.0%, Past 4 years, 15","Daily, was CONFIRMED on 2026-06-09",Already confirmed,"2026-06-10 (Price: 238.0), 2.53% below",1 day,247.7,No Information,No Information,No Information,No Information,No Information,No Information,10.78%/1.99%/5.36%,"17.68%, 17.68%",26 days/1 day/10 days,2026-07-16/2026-06-10/2026-06-23,8.03%,7.36%,0.67%,0.2,0.38,258.8902/257.2786/258.08/No Horizontal Resistance/317.6152/339.3352/No EMA 200 Target,199.34/86.995/231.81/213.1321/No F-Track Level/No F-Track Level/232.39,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2026-06-09 (Price: 1702.02)",No Exit Yet,"-3.13%, 1 day","85.71%, Past 4 years, 14","Daily, was CONFIRMED on 2026-06-09",Already confirmed,"2026-06-10 (Price: 1648.73), 3.13% below",1 day,1689.78,No Information,No Information,No Information,No Information,No Information,No Information,18.77%/4.94%/10.07%,"24.06%, 28.71%",2.3 months/1 day/15 days,2026-09-16/2026-06-10/2026-06-30,18.13%,-5.27%,23.4%,0.44,0.17,1783.5468/1873.4134/1828.48/4922.7188/4650.1074/4887.278/2454.29,1580.86/1370.4997/1681.3515/1567.5825/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
DELTADRIFT,"^BVSP, Long, 2026-06-09 (Price: 169813.1562)",No Exit Yet,"-0.7%, 1 day","76.92%, Past 4 years, 13","Daily, was CONFIRMED on 2026-06-09",Already confirmed,"2026-06-10 (Price: 168619.2656), 0.7% below",1 day,168672.9844,No Information,No Information,No Information,No Information,No Information,No Information,3.12%/1.31%/2.21%,"7.82%, 9.72%",1.3 month/1 day/10 days,2026-08-04/2026-06-10/2026-06-23,3.78%,6.13%,-2.35%,0.01,0.35,177624.5614/173566.027/175595.29/No Horizontal Resistance/192289.6/275648.698/No EMA 200 Target,168668.72/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/166479.44,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"TFII.TO, Long, 2026-06-08 (Price: 227.87)",No Exit Yet,"-5.98%, 2 days","84.21%, Past 4 years, 19","Daily, is CONFIRMED on 2026-06-08",Already confirmed,"2026-06-10 (Price: 214.25), 5.98% below",2 days,223.03,No Information,No Information,No Information,No Information,No Information,3.65% below/5.98% below/5.98% below,11.12%/2.14%/6.46%,"5.39%, 20.53%",3.3 months/8 days/1.4 month,2026-10-29/2026-06-19/2026-08-07,17.74%,20.62%,-2.88%,0.94,0.96,238.1697/242.5904/335.47/No Horizontal Resistance/No Target/280.6304/No EMA 200 Target,183.01/115.2/181.8381/150.2411/No F-Track Level/No F-Track Level/151.22,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"IBIT, Long, 2026-06-08 (Price: 35.89)",No Exit Yet,"-2.26%, 2 days","100.0%, Past 2 years, 4","Daily, was CONFIRMED on 2026-06-08",Already confirmed,"2026-06-10 (Price: 35.08), 2.26% below",2 days,35.98,No Information,No Information,No Information,No Information,No Information,No Information,9.68%/5.7%/7.12%,"0%, 9.25%",1.4 month/5 days/22 days,2026-08-07/2026-06-15/2026-07-09,21.26%,18.15%,3.11%,3.38,0.79,38.0255/38.4454/38.24/70.855/82.0046/88.9078/50.02,34.14/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"GS, Long, 2026-06-07 (Price: 1038.6801)",No Exit Yet,"-3.6%, 3 days","100.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2026-06-05",Already confirmed,"2026-06-10 (Price: 1001.29), 3.6% below",3 days,1015.33,No Information,No Information,No Information,No Information,No Information,0.46% above/3.6% below/3.6% below,16.64%/3.13%/6.71%,"-0.0%, 44.52%",1.5 year/1.2 month/3.9 months,2028-07-28/2026-07-29/2026-11-23,8.19%,9.11%,-0.92%,1.21,0.47,No Target/1108.3755/1071.07/No Horizontal Resistance/1236.8362/1411.087/No EMA 200 Target,782.21/288.555/931.1482/794.5775/No F-Track Level/No F-Track Level/862.16,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2026-06-07 (Price: 61579.0508)",No Exit Yet,"0.23%, 3 days","75.0%, Past 4 years, 16","Daily, was CONFIRMED on 2026-06-07",Already confirmed,"2026-06-10 (Price: 61720.1016), 0.23% above",3 days,60864.2383,No Information,No Information,No Information,No Information,No Information,No Information,11.7%/2.55%/5.81%,"26.18%, 26.18%",1.9 month/2 days/13 days,2026-08-28/2026-06-09/2026-06-25,0.66%,4.99%,-4.33%,-0.02,0.27,62065.5253/65156.7937/63611.16/124582.2656/128961.5315/139224.439/79661.7,60922.67/18304.4229/57447.2152/51395.9501/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
DELTADRIFT,"EBO.NZ, Long, 2026-06-07 (Price: 20.11)",No Exit Yet,"3.93%, 3 days","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2026-06-07",Already confirmed,"2026-06-10 (Price: 20.9), 3.93% above",3 days,19.75,No Information,No Information,No Information,No Information,No Information,No Information,6.05%/4.89%/5.47%,"11.57%, 11.86%",4.9 months/7 days/2.6 months,2027-01-05/2026-06-17/2026-09-27,2.05%,5.8%,-3.75%,-0.1,0.3,20.6067/21.21/20.91/46.625/51.6772/54.7189/26.05,19.52/No Horizontal Support/19.4238/18.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
DELTADRIFT,"EFN.TO, Long, 2026-06-07 (Price: 26.79)",No Exit Yet,"-2.72%, 3 days","80.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2026-06-07",Already confirmed,"2026-06-10 (Price: 26.06), 2.72% below",3 days,26.92,No Information,No Information,No Information,No Information,No Information,No Information,22.27%/6.58%/13.09%,"43.16%, 45.87%",2.6 months/7 days/28 days,2026-09-27/2026-06-17/2026-07-17,2.99%,9.59%,-6.6%,0.04,0.48,30.3638/30.2968/30.33/34.925/45.1741/70.5281/33.92,21.35/12.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
BASELINEDIVERGENCE,"TRI.TO, Long, 2026-06-07 (Price: 120.12)",No Exit Yet,"-4.67%, 3 days","82.14%, Past 10 years, 112","Weekly, was CONFIRMED on 2026-06-07",Already confirmed,"2026-06-10 (Price: 114.51), 4.67% below",3 days,118.86,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,25.18%/0.9%/8.63%,"16.42%, 26.29%",8.2 months/2.1 months/3.6 months,2027-05-27/2026-09-06/2026-11-10,22.88%,5.43%,17.45%,0.6,0.27,134.7506/130.4864/293.2329/240.8933/293.2329/376.0577/167.16,114.06/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"MAZDOCK.NS, Long, 2026-06-07 (Price: 2423.1001)",No Exit Yet,"-2.29%, 3 days","85.0%, Past 5 years, 60","Weekly, was CONFIRMED on 2026-06-07",Already confirmed,"2026-06-10 (Price: 2367.6001), 2.29% below",3 days,2464.8999,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,170.26%/0.38%/58.89%,"6.25%, 28.55%",7.7 months/2.1 months/4.2 months,2027-05-07/2026-09-06/2026-12-06,92.6%,54.38%,38.22%,0.78,2.08,3618.4154/3850.0637/3563.3046/2588.15/3563.3046/3898.3519/2569.89,2162.9/112.6583/1693.9315/1173.5389/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
DELTADRIFT,"CNU.NZ, Long, 2026-06-04 (Price: 9.54)",2026-06-10 (Price: 9.78),"2.52%, 6 days","85.71%, Past 4 years, 14","Daily, was CONFIRMED on 2026-06-04",Already confirmed,"2026-06-10 (Price: 9.78), 2.52% above",6 days,9.52,No Information,No Information,No Information,No Information,No Information,No Information,4.77%/1.87%/2.92%,"8.37%, 8.37%",1.4 month/2 days/13 days,2026-08-03/2026-06-06/2026-06-22,7.46%,5.93%,1.53%,0.3,0.31,9.9712/9.8186/9.89/9.8533/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,9.52/6.1325/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/9.5,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2026-06-03 (Price: 80.03)",2026-06-09 (Price: 82.33),"2.87%, 6 days","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2026-06-03",Already confirmed,"2026-06-10 (Price: 83.43), 4.25% above",7 days,79.14,No Information,No Information,No Information,No Information,No Information,5.33% above/4.25% above/4.25% above,5.27%/1.18%/3.35%,"0%, 15.84%",4.4 months/4 days/1.9 month,2026-12-11/2026-06-08/2026-08-24,13.5%,8.26%,5.24%,2.95,0.45,80.6382/82.711/82.9/85.53/85.3936/96.14/No EMA 200 Target,76.86/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/75.74,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"SBUX, Long, 2026-06-03 (Price: 95.89)",2026-06-10 (Price: 98.76),"2.99%, 7 days","78.57%, Past 4 years, 14","Daily, was CONFIRMED on 2026-06-03",Already confirmed,"2026-06-10 (Price: 98.76), 2.99% above",7 days,95.48,No Information,No Information,No Information,No Information,No Information,No Information,7.57%/1.64%/4.07%,"16.2%, 17.41%",2.1 months/1 day/15 days,2026-09-02/2026-06-04/2026-06-24,6.29%,-1.19%,7.48%,0.16,-0.04,102.4872/99.7927/101.14/117.0525/142.4098/150.3462/No EMA 200 Target,95.51/71.675/89.1063/76.529/No F-Track Level/No F-Track Level/91.49,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"SFTBY, Long, 2026-05-31 (Price: 23.7)",No Exit Yet,"-17.55%, 10 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2026-05-31",Already confirmed,"2026-06-10 (Price: 19.54), 17.55% below",10 days,16.84,No Information,No Information,No Information,No Information,No Information,14.94% above/17.55% below/17.55% below,48.64%/36.67%/39.66%,"-0.0%, 64.04%",1 year/5.1 months/10.4 months,2027-11-03/2027-01-07/2027-08-25,14.31%,12.1%,2.21%,1.04,0.56,24.7902/33.0994/35.29/No Horizontal Resistance/23.8631/28.656/No EMA 200 Target,12.09/4.205/21.4583/19.7458/No F-Track Level/No F-Track Level/15.18,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
