"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Divergence Start/End (Date and Price [$]),Divergence Duration (days) (Max/Min/Avg),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"CSU.TO, Long, 2026-05-14 (Price: 2533.1499)",No Exit Yet,"3.13%, 1 day","80.0%, Past 6 years, 15","Daily, is Confirmed on 2026-05-14",No Cancellation Possible,"2026-05-15 (Price: 2612.3401), 3.13% above",1 day,2026-05-06 (Price: 2387.6699)/2026-05-12 (Price: 2366.8401),14 days/1 day/6 days,9.71%/0.06%/4.72%,"12.56%, 13.01%",1.2 month/5 days/14 days,2026-07-05/2026-05-21/2026-06-03,6.88%,6.79%,0.09%,0.19,0.35,2658.7941/2652.7146/2685.14/5050.3501/No Next Fib Ext/No Next Fib Ext/3274.54,No Recent Minima/1788.955/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),2493.8501
"IHI, Long, 2026-05-13 (Price: 48.51)",No Exit Yet,"-0.1%, 2 days","94.44%, Past 6 years, 18","Daily, is Confirmed on 2026-05-13",No Cancellation Possible,"2026-05-15 (Price: 48.46), 0.1% below",2 days,2026-05-06 (Price: 49.41)/2026-05-11 (Price: 47.365),25 days/1 day/8 days,4.11%/0.05%/1.47%,"10.0%, 10.0%",4.9 months/3 days/22 days,2026-12-11/2026-05-17/2026-06-13,5.78%,1.49%,4.29%,0.18,-0.03,48.9805/49.2231/50.94/65.682/68.9264/76.3906/59.1,No Recent Minima/46.725/46.1919/36.8936/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),48.29
"XLV, Long, 2026-05-13 (Price: 146.71)",No Exit Yet,"-1.1%, 2 days","100.0%, Past 6 years, 9","Daily, is Confirmed on 2026-05-13",No Cancellation Possible,"2026-05-15 (Price: 145.1), 1.1% below",2 days,2026-04-28 (Price: 143.28)/2026-04-29 (Price: 141.97),11 days/1 day/5 days,5.19%/0.42%/1.79%,"0.0%, 9.26%",4 months/4 days/29 days,2026-11-02/2026-05-18/2026-06-24,6.32%,4.58%,1.74%,0.95,0.22,152.6664/149.3361/154.05/159.855/174.1807/202.706/147.52,No Recent Minima/122.2417/117.2225/81.225/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),145.32
"BRK-B, Long, 2026-05-07 (Price: 475.08)",2026-05-14 (Price: 484.06),"1.89%, 7 days","100.0%, Past 6 years, 18","Daily, is Confirmed on 2026-05-07",No Cancellation Possible,"2026-05-15 (Price: 482.7), 1.6% above",8 days,2026-04-22 (Price: 464.62)/2026-05-05 (Price: 464.34),1.0 month/1 day/8 days,8.12%/0.15%/2.82%,"0.0%, 6.97%",3 months/5 days/1 month,2026-09-14/2026-05-14/2026-06-19,13.39%,12.19%,1.2%,1.06,0.86,500.6393/488.4773/536.84/512.2133/630.85/709.9376/489.85,No Recent Minima/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),469.255
"GLD, Long, 2026-05-06 (Price: 430.96)",2026-05-11 (Price: 434.65),"0.86%, 5 days","84.62%, Past 6 years, 13","Daily, is Confirmed on 2026-05-06",No Cancellation Possible,"2026-05-15 (Price: 417.29), 3.17% below",9 days,2026-04-29 (Price: 414.17)/2026-05-04 (Price: 413.2801),23 days/2 days/10 days,8.13%/0.35%/3.13%,"11.51%, 12.05%",2.7 months/7 days/26 days,2026-08-31/2026-05-16/2026-06-12,4.72%,11.73%,-7.01%,0.07,0.83,446.8193/444.449/452.51/No Horizontal Resistance/520.3579/624.146/No EMA 200 Target,No Recent Minima/150.8/424.4974/381.6561/No F-Track Level/No F-Track Level/397.45,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),430.15
"NAUKRI.NS, Long, 2026-04-16 (Price: 1047.7)",2026-05-12 (Price: 930.9),"-11.15%, 26 days","88.24%, Past 6 years, 17","Daily, is Confirmed on 2026-04-16",No Cancellation Possible,"2026-05-15 (Price: 928.1), 11.42% below",29 days,2026-02-23 (Price: 1054.4)/2026-02-24 (Price: 1006.1),21 days/1 day/8 days,12.76%/0.42%/5.85%,"11.11%, 12.89%",2.4 months/4 days/20 days,2026-07-29/2026-04-21/2026-05-14,13.92%,7.62%,6.3%,0.53,0.39,1138.1165/1108.9905/1100.09/1483.595/2223.4618/2377.3661/1241.81,No Recent Minima/662.12/920.5126/832.4874/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),1033.05
"IHI, Long, 2026-04-01 (Price: 53.43)",2026-05-11 (Price: 47.55),"-11.01%, 1.3 month","94.44%, Past 6 years, 18","Daily, is Confirmed on 2026-04-01",No Cancellation Possible,"2026-05-15 (Price: 48.46), 9.3% below",1.5 month,2026-03-23 (Price: 54.45)/2026-03-30 (Price: 52.48),25 days/1 day/8 days,4.11%/0.05%/1.47%,"10.0%, 10.0%",4.9 months/3 days/22 days,2026-10-30/2026-04-05/2026-05-02,5.78%,1.49%,4.29%,0.18,-0.03,53.9483/54.2154/57.17/65.682/68.9264/76.3906/59.1,No Recent Minima/46.725/46.1919/36.8936/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),53.54
"ARM, Short, 2026-05-11 (Price: 212.65)",2026-05-12 (Price: 207.92),"2.22%, 1 day","100.0%, Past 2 years, 4","Daily, is Confirmed on 2026-05-11",No Cancellation Possible,"2026-05-15 (Price: 209.16), 1.64% below",4 days,2026-04-24 (Price: 237.68)/2026-05-06 (Price: 239.5),14 days/5 days/8 days,5.76%/2.2%/3.92%,"0.0%, 10.51%",12 days/3 days/7 days,2026-05-28/2026-05-15/2026-05-21,15.68%,3.67%,12.01%,2.04,1.35,182.56/204.3141/193.44/165.49/209.6611/155.9428/144.03,No Recent Maxima/No Horizontal Resistance/249.4133/282.0605/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,100.0%/17/17 days (Across ALL Assets),72.5%/80/1.4 month (Across ALL Assets),206.535
