"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"IMO.TO, Long, 2025-08-31 (Price: 124.62)",2026-05-31 (Price: 163.57),"31.26%, 9.1 months","100.0%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-06-17 (Price: 161.14), 29.31% above",9.7 months,"2, 2024-10-31 (Price: 108.89)",2025-06-30 (Price: 108.18),2025-08-20 (Price: 115.69),352/301/290 days,48.96% above/39.29% above/29.31% above,2024-10-31 (Price: 108.89)/2025-08-31 (Price: 102.61),56.58%/11.5%/29.53%,"-0.0%, 64.29%",3.9 years/5.1 months/1.1 year,2031-03-26/2026-04-09/2027-03-27,9.8%,7.48%,2.32%,1.35,0.39,164.3239/161.4203/134.06/No Horizontal Resistance/129.8192/200.2184/No EMA 200 Target,88.59/60.8067/86.3092/No stop loss/No F-Track Level/No F-Track Level/102.35,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),114.68
"IMO.TO, Long, 2025-07-31 (Price: 115.53)",2026-05-31 (Price: 163.57),"41.58%, 10.1 months","100.0%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-06-17 (Price: 161.14), 39.48% above",10.7 months,"2, 2024-10-31 (Price: 108.89)",2025-06-30 (Price: 108.18),2025-07-30 (Price: 116.68),352/322/321 days,48.96% above/38.1% above/39.48% above,2024-10-31 (Price: 108.89)/2025-07-31 (Price: 103.238),56.58%/11.5%/29.53%,"-0.0%, 64.29%",3.9 years/5.1 months/1.1 year,2031-02-23/2026-03-09/2027-02-24,9.8%,7.48%,2.32%,1.35,0.39,152.3379/149.646/119.51/No Horizontal Resistance/125.7351/130.9032/No EMA 200 Target,88.59/60.8067/95.1616/91.2096/No F-Track Level/No F-Track Level/100.87,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),110.11
"IHI, Long, 2025-02-28 (Price: 63.77)",2026-05-31 (Price: 48.96),"-23.22%, 1.3 year","71.43%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-06-17 (Price: 48.4), 24.1% below",1.3 year,"2, 2022-08-31 (Price: 55.73)",2025-01-31 (Price: 63.81),2025-02-28 (Price: 63.77),502/474/474 days,24.15% below/24.1% below/24.1% below,2022-08-31 (Price: 55.73)/2025-02-28 (Price: 61.2236),16.7%/2.84%/13.93%,"21.92%, 22.64%",7.1 months/5.1 months/6.7 months,2026-01-02/2025-10-07/2025-12-16,3.99%,6.66%,-2.67%,0.06,0.39,72.1813/72.6532/68.59/66.92/68.9264/76.3906/No EMA 200 Target,45.26/46.8983/56.0899/46.1919/No F-Track Level/No F-Track Level/58.82,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),63.37
"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",2026-05-31 (Price: 3.14),"-7.37%, 1.3 year","80.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-06-17 (Price: 3.22), 5.01% below",1.3 year,"2, 2023-08-31 (Price: 5.64)",2024-12-31 (Price: 2.85),2025-02-27 (Price: 3.27),533/475/474 days,12.98% above/1.53% below/5.01% below,2023-08-31 (Price: 5.64)/2025-02-28 (Price: 2.5338),26.1%/3.25%/14.68%,"37.82%, 49.28%",1.3 year/5 months/10.1 months,2027-01-06/2025-10-03/2026-05-12,4.05%,0.74%,3.31%,-0.09,0.01,3.7883/3.8877/4.74/7.985/12.7156/14.3053/No EMA 200 Target,2.83/3.3133/3.1474/No stop loss/No F-Track Level/No F-Track Level/3.02,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),2.85
"XLY, Long, 2024-12-31 (Price: 112.175)",2026-05-31 (Price: 120.87),"7.75%, 1.4 year","93.75%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-12-31",Already confirmed,"2026-06-17 (Price: 115.49), 2.96% above",1.5 year,"2, 2000-04-30 (Price: 15.9688)",2024-11-30 (Price: 111.15),2024-12-31 (Price: 112.175),564/533/533 days,3.9% above/2.96% above/2.96% above,2000-04-30 (Price: 15.9688)/2024-12-31 (Price: 102.765),32.13%/5.25%/17.76%,"17.44%, 51.92%",1.5 year/5.1 months/11 months,2027-02-21/2025-08-09/2026-04-22,4.49%,6.16%,-1.67%,1.01,0.34,132.961/132.0973/169.9/No Horizontal Resistance/125.4815/133.9156/No EMA 200 Target,64.58/67.241/86.1124/56.5683/No F-Track Level/No F-Track Level/96.23,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),111.935
"JETS, Long, 2024-11-30 (Price: 24.55)",2026-06-17 (Price: 30.25),"23.22%, 1.6 year","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2026-06-17 (Price: 30.25), 23.22% above",1.6 year,"0, 2019-07-31 (Price: 32.359)",2024-10-31 (Price: 22.74),2024-11-29 (Price: 24.55),594/565/564 days,33.03% above/23.22% above/23.22% above,2019-07-31 (Price: 32.359)/2024-11-30 (Price: 20.18),22.2%/22.2%/22.2%,"3.13%, 30.25%",6.1 months/6.1 months/6.1 months,2025-08-22 (Max),11.2%,0.47%,10.73%,0.28,0.03,No Target/30.0001/29.24/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,18.7/11.26/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/20.31,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),22.81
"RINF, Long, 2024-10-13 (Price: 33.01)",2026-06-17 (Price: 32.45),"-1.7%, 1.7 year","90.0%, Past 10 years, 10","Weekly, is CONFIRMED on 2024-10-11",Already confirmed,"2026-06-17 (Price: 32.45), 1.7% below",1.7 year,"4, 2023-10-22 (Price: 35.37)",2024-10-06 (Price: 32.56),2024-10-09 (Price: 32.91),619/616/612 days,0.34% below/1.4% below/1.7% below,2023-10-22 (Price: 35.37)/2024-10-13 (Price: 32.2172),4.91%/1.48%/3.43%,"20.02%, 29.23%",10.7 months/1.2 month/5.6 months,2026-01-20/2024-12-04/2025-06-13,0.41%,-0.95%,1.36%,-0.17,-0.45,33.5184/34.1422/34.43/35.755/41.8158/48.2716/No EMA 200 Target,31.41/26.825/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/32.53,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),32.68
"ENZL, Long, 2024-09-30 (Price: 49.42)",2026-06-17 (Price: 44.8724),"-9.2%, 1.7 year","100.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-06-17 (Price: 44.8724), 9.2% below",1.7 year,"2, 2023-02-28 (Price: 53.35)",2024-08-31 (Price: 49.25),2024-09-26 (Price: 49.69),655/629/625 days,8.89% below/9.7% below/9.2% below,2023-02-28 (Price: 53.35)/2024-09-30 (Price: 44.8266),18.88%/13.45%/17.07%,"-0.0%, 22.82%",1.5 year/1 year/1.2 year,2026-11-21/2026-03-05/2026-06-17,5.74%,1.47%,4.27%,1.01,-0.04,No Target/57.856/51.78/65.1933/79.7363/84.688/No EMA 200 Target,41.64/43.9425/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.44,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),49.2
"XLV, Long, 2024-08-31 (Price: 157.2)",2026-05-31 (Price: 149.47),"-4.92%, 1.8 year","80.95%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2026-06-17 (Price: 150.71), 4.13% below",1.8 year,"0, 2021-12-31 (Price: 141.98)",2024-08-31 (Price: 157.2),2024-08-30 (Price: 157.2),655/656/655 days,4.13% below/4.13% below/4.13% below,2021-12-31 (Price: 141.98)/2024-08-31 (Price: 149.5927),11.06%/0.33%/6.16%,"7.57%, 36.99%",2.7 years/5.1 months/1.4 year,2028-07-08/2025-04-09/2026-08-29,3.06%,4.53%,-1.47%,-0.07,0.22,170.7978/166.8835/166.33/No Horizontal Resistance/No Target/174.1807/No EMA 200 Target,124.54/100.54/117.2225/81.225/No F-Track Level/No F-Track Level/143.1,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),150.4
"^NSEI, Long, 2024-07-31 (Price: 24951.1504)",2026-05-31 (Price: 23547.75),"-5.62%, 1.9 year","75.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2024-07-31",Already confirmed,"2026-06-17 (Price: 24085.6992), 3.47% below",1.9 year,"10, 2010-04-30 (Price: 5399.6499)",2024-06-30 (Price: 24010.5996),2024-07-31 (Price: 24951.1504),717/686/686 days,0.31% above/3.47% below/3.47% below,2010-04-30 (Price: 5399.6499)/2024-07-31 (Price: 23464.0286),12.44%/2.54%/7.03%,"3.32%, 14.78%",1.6 year/6 months/11.3 months,2026-11-12/2025-04-17/2025-12-04,5.48%,6.07%,-0.59%,-0.01,0.32,27136.8712/26705.2163/36682.05/No Horizontal Resistance/33071.3292/48196.8152/No EMA 200 Target,15780.25/15428.8669/23723.236/17945.8431/No F-Track Level/No F-Track Level/21921.5,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),23992.9492
"XLV, Long, 2024-02-29 (Price: 144.82)",2026-05-31 (Price: 149.47),"3.21%, 2.3 years","80.95%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-06-17 (Price: 150.71), 4.07% above",2.3 years,"0, 2021-12-31 (Price: 141.98)",2023-12-31 (Price: 136.38),2024-02-01 (Price: 142.2),899/867/839 days,10.51% above/5.98% above/4.07% above,2021-12-31 (Price: 141.98)/2024-02-29 (Price: 134.96),11.06%/0.33%/6.16%,"7.57%, 36.99%",2.7 years/5.1 months/1.4 year,2028-01-06/2024-10-07/2026-02-26,3.06%,4.53%,-1.47%,-0.07,0.22,157.3469/153.7409/146.52/No Horizontal Resistance/153.114/174.1807/No EMA 200 Target,124.54/86.68/117.2225/81.225/No F-Track Level/No F-Track Level/133.48,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),140.55
"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",2026-05-31 (Price: 1321.2),"-9.56%, 2.3 years","84.62%, Past 20 years, 13","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-06-17 (Price: 1332.7), 8.77% below",2.3 years,"0, 2021-10-31 (Price: 1269.7476)",2024-01-31 (Price: 1426.625),2024-02-29 (Price: 1460.8),868/839/839 days,6.58% below/8.77% below/8.77% below,2021-10-31 (Price: 1269.7476)/2024-02-29 (Price: 1334.1423),42.45%/7.3%/18.13%,"0.53%, 36.79%",1.4 year/7.1 months/1.1 year,2026-02-26/2025-01-02/2025-09-24,6.85%,11.69%,-4.84%,0.87,0.6,2144.8926/1725.643/1575.43/No Horizontal Resistance/1503.6962/2250.6285/No EMA 200 Target,1071.86/853.4344/1393.886/957.4297/No F-Track Level/No F-Track Level/1244.6,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),1435.0
"ATD.TO, Long, 2023-12-31 (Price: 78.03)",2026-06-17 (Price: 83.62),"7.16%, 2.5 years","100.0%, Past 20 years, 13","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2026-06-17 (Price: 83.62), 7.16% above",2.5 years,"2, 1999-04-30 (Price: 0.4844)",2023-12-31 (Price: 78.03),2023-12-27 (Price: 77.4),899/903/899 days,7.16% above/8.04% above/7.16% above,1999-04-30 (Price: 0.4844)/2023-12-31 (Price: 74.2933),32.26%/9.09%/17.41%,"-0.0%, 18.24%",1.4 year/5 months/8.4 months,2025-12-28/2024-08-04/2024-12-30,13.16%,13.89%,-0.73%,1.92,0.69,101.2361/91.615/124.56/No Horizontal Resistance/85.3936/96.14/No EMA 200 Target,38.63/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level/70.09,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),77.26
"BYD.TO, Long, 2023-12-31 (Price: 278.49)",2026-06-17 (Price: 129.03),"-53.67%, 2.5 years","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2026-06-17 (Price: 129.03), 53.67% below",2.5 years,"0, 2021-02-28 (Price: 245.0)",2023-11-30 (Price: 258.74),2023-12-29 (Price: 278.49),930/901/899 days,50.13% below/53.67% below/53.67% below,2021-02-28 (Price: 245.0)/2023-12-31 (Price: 256.8514),21.68%/5.8%/10.46%,"-0.0%, 33.29%",1.1 year/5.1 months/9.9 months,2025-07-26/2024-08-08/2025-03-05,13.56%,9.1%,4.46%,0.84,0.45,411.3297/307.6201/298.58/No Horizontal Resistance/312.8053/367.2583/No EMA 200 Target,138.66/166.48/229.0045/147.1212/No F-Track Level/No F-Track Level/241.57,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),258.84
