"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"BTC-USD, Long, 2026-06-17 (Price: 65706.6172)",No Exit Yet,"0.0%, 0 days","83.33%, Past 11 years, 6","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 59108.918 prior to 2026-06-19,"2026-06-17 (Price: 65706.6172), 0.0% below",0 days,Upmove Bounce Back,88.6% (Price: 57907.9971),13.47% above,"2024-08-11 (Price: 49121.2383), 2025-10-12 (Price: 126198.0703)",23.7%/15.62%/20.0%,"5.43%, 65.2%",2 years/14 days/6.6 months,2029-04-24/2026-07-07/2027-03-30,17.51%,37.63%,-20.12%,0.97,1.37,No Target/78847.9406/111952.72/124582.2656/117228.5171/177451.6084/78556.67,61579.05/18304.4229/No F-Stack Support/No F-Stack Support/57847.8738/39267.2379/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),65710.0938
"XLU, Long, 2026-06-17 (Price: 44.46)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 21","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 43.07 prior to 2026-06-19,"2026-06-17 (Price: 44.46), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 43.1052),3.14% above,"2025-04-13 (Price: 35.51), 2026-03-01 (Price: 47.8)",18.94%/4.73%/14.27%,"0%, 42.71%",6.5 years/4.2 months/1.3 year,2035-09-27/2026-12-16/2028-04-24,10.6%,3.87%,6.73%,1.88,0.16,45.7805/50.8044/51.83/47.3425/60.8844/89.6256/44.54,43.87/29.8725/43.1213/32.1431/42.9698/40.0015/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),44.48
"XLF, Long, 2026-06-17 (Price: 54.05)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 18","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 50.52 prior to 2026-06-19,"2026-06-17 (Price: 54.05), 0.0% below",0 days,Upmove Bounce Back,23.66% (Price: 50.1484),7.78% above,"2022-10-16 (Price: 29.59), 2026-01-11 (Price: 56.52)",18.9%/6.5%/15.52%,"-0.0%, 39.33%",2.9 years/2.1 months/1.1 year,2030-08-07/2026-09-16/2028-01-11,11.13%,2.29%,8.84%,2.46,0.1,59.6171/62.4386/70.21/No Horizontal Resistance/59.6731/64.3957/No EMA 200 Target,47.81/30.1167/49.3988/43.6866/50.1484/46.2327/52.55,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),53.76
"BTI, Long, 2026-06-17 (Price: 59.49)",No Exit Yet,"0.0%, 0 days","92.31%, Past 20 years, 13","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 57.78 prior to 2026-06-19,"2026-06-17 (Price: 59.49), 0.0% below",0 days,Upmove Bounce Back,23.66% (Price: 58.0608),2.46% above,"2024-04-21 (Price: 28.25), 2026-05-17 (Price: 67.3)",18.23%/0.47%/14.35%,"9.4%, 36.12%",3.2 years/3.3 months/1.4 year,2031-01-10/2026-11-07/2028-06-14,7.57%,2.98%,4.59%,0.67,0.12,64.5645/68.0268/82.92/No Horizontal Resistance/79.4263/92.0024/No EMA 200 Target,56.68/28.5067/53.9498/50.4772/58.0608/52.3829/57.53,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),62.13
"RHHBY, Long, 2026-06-17 (Price: 51.15)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 13","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 48.1 prior to 2026-06-19,"2026-06-17 (Price: 51.15), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 48.7597),4.9% above,"2024-05-05 (Price: 29.2), 2026-03-01 (Price: 60.85)",20.21%/8.21%/16.06%,"0%, 31.38%",5.3 years/3 months/2.3 years,2034-01-09/2026-10-25/2029-09-26,7.44%,3.28%,4.16%,1.06,0.13,55.7023/59.3647/70.14/52.46/65.2057/86.6196/No EMA 200 Target,47.39/34.5167/41.5794/31.0544/48.7597/45.025/49.6,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),51.43
"BABA, Long, 2026-04-26 (Price: 135.82)",2026-06-07 (Price: 121.06),"-10.87%, 1.4 month","100.0%, Past 11 years, 9","Weekly, was CONFIRMED on 2026-04-26",Already confirmed,"2026-06-17 (Price: 107.44), 20.9% below",1.7 month,Upmove Bounce Back,38.2% (Price: 117.1824),8.31% below,"2024-01-28 (Price: 66.63), 2025-03-23 (Price: 148.43)",32.92%/16.45%/22.55%,"-0.0%, 31.31%",1.2 year/1.6 month/5.5 months,2028-01-11/2026-07-04/2026-12-20,16.77%,2.08%,14.69%,1.15,0.18,148.7365/166.4474/184.9/181.595/399.1612/524.2534/149.34,122.05/67.495/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),140.465
"JPM, Long, 2026-03-29 (Price: 282.84)",2026-06-17 (Price: 333.46),"17.9%, 2.7 months","94.12%, Past 20 years, 17","Weekly, was CONFIRMED on 2026-03-29",Already confirmed,"2026-06-17 (Price: 333.46), 17.9% above",2.7 months,Upmove Bounce Back,23.66% (Price: 281.4195),18.49% above,"2022-10-16 (Price: 101.28), 2026-01-11 (Price: 337.25)",22.26%/15.01%/16.94%,"6.94%, 37.49%",2.2 years/7 days/9.3 months,2029-05-19/2026-04-08/2027-05-07,13.23%,7.03%,6.2%,1.72,0.36,313.7261/330.7531/424.42/No Horizontal Resistance/328.9175/381.492/306.97,210.28/125.7575/275.691/208.1524/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),294.31
"CEN.NZ, Long, 2026-03-08 (Price: 9.4)",2026-06-14 (Price: 9.55),"1.6%, 3.3 months","84.62%, Past 20 years, 13","Weekly, was CONFIRMED on 2026-03-08",Already confirmed,"2026-06-17 (Price: 9.66), 2.77% above",3.4 months,Upmove Bounce Back,38.2% (Price: 9.1207),5.91% above,"2024-09-29 (Price: 7.86), 2025-11-30 (Price: 9.9)",20.53%/10.13%/16.11%,"6.36%, 45.18%",11.3 years/6.5 months/3.9 years,2042-04-25/2026-12-15/2031-10-01,3.06%,1.18%,1.88%,-0.01,-0.02,9.7638/10.9143/10.62/9.85/11.2606/15.4512/No EMA 200 Target,9.25/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/9.37,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets),9.25
"EURUSD=X, Short, 2026-06-17 (Price: 1.1506)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 26 years, 6","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 1.2024 prior to 2026-06-30,"2026-06-17 (Price: 1.1506), 0.0% below",0 days,Upmove Break Below,88.6% (Price: 1.1095),3.7% above,"2024-09-30 (Price: 1.1003), 2025-01-31 (Price: 1.0534)",6.79%/0.12%/3.92%,"0%, 6.95%",4.1 months/29 days/2.4 months,2026-12-10/2026-07-29/2026-09-29,5.31%,4.88%,0.43%,1.33,-0.5,1.1173/1.1055/1.12/1.0207/No F-Stack Support/No F-Stack Support/No EMA 200 Target,1.2/1.1894/1.7416/2.0466/1.1589/No stop loss/1.17,87.5%/8/1.4 month (Across ALL Assets),68.0%/25/1.2 month (Across ALL Assets),1.1637
