Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-05 (Price: 5.71)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,3.46%/16.67%,"2.45%, 3.3 months","2026-05-15 (Price: 5.85), 2.45% above",6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.0526 (Backtested Max),2027-01-31 (Max),5.52/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.59%, Past 4 years, 37",5.63,No Information,No Information,No Information,No Information,No Information,4.09% above/2.45% above/2.45% above,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-11-03 (Price: 5.94)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,4.17%/4.35%,"-1.52%, 6.4 months","2026-05-15 (Price: 5.85), 1.52% below",6.1045 (Historic Rise or Fall to Pivot)/6.0938 (Avg % Gain of Historic Winning trades)/6.14 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/6.2964 (Backtested Max),2026-10-29 (Max),5.8/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"94.59%, Past 4 years, 37",5.9,No Information,No Information,No Information,No Information,No Information,1.52% below/1.52% below/1.52% below,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-22 (Price: 5.98)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,4.87%/5.05%,"-2.17%, 6.8 months","2026-05-15 (Price: 5.85), 2.17% below",6.1456 (Historic Rise or Fall to Pivot)/6.1349 (Avg % Gain of Historic Winning trades)/6.16 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/6.3388 (Backtested Max),2026-10-17 (Max),5.8/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"94.59%, Past 4 years, 37",5.85,No Information,No Information,No Information,No Information,No Information,2.17% below/2.17% below/2.17% below,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-09 (Price: 6.02)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,3.38%/5.57%,"-2.82%, 7.3 months","2026-05-15 (Price: 5.85), 2.82% below",6.1868 (Historic Rise or Fall to Pivot)/6.1759 (Avg % Gain of Historic Winning trades)/6.18 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/6.3812 (Backtested Max)/6.0477 (Backtested Min),2026-10-04 (Max),5.57/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"94.59%, Past 4 years, 37",5.93,No Information,No Information,No Information,No Information,No Information,1.85% below/2.82% below/2.82% below,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-08 (Price: 5.87)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,3.12%/6.36%,"-0.34%, 8.3 months","2026-05-15 (Price: 5.85), 0.34% below",6.0326 (Historic Rise or Fall to Pivot)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.2222 (Backtested Max),2026-09-03 (Max),5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.76,"94.59%, Past 4 years, 37",5.74,No Information,No Information,No Information,No Information,No Information,2.27% above/0.34% below/0.34% below,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-03 (Price: 5.9)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,3.47%/3.65%,"-0.85%, 8.5 months","2026-05-15 (Price: 5.85), 0.85% below",6.0634 (Historic Rise or Fall to Pivot)/6.0528 (Avg % Gain of Historic Winning trades)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.254 (Backtested Max),2026-08-29 (Max),5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.77,"94.59%, Past 4 years, 37",5.85,No Information,No Information,No Information,No Information,No Information,0.17% above/0.85% below/0.85% below,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-01 (Price: 5.84)",Daily,2026-05-13 (Price: 5.82),No Price Target,No Date Target,5.82%/16.67%,"0.17%, 8.5 months","2026-05-15 (Price: 5.85), 0.17% above",6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.1904 (Backtested Max),2026-08-27 (Max),5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.77,"94.59%, Past 4 years, 37",5.67,No Information,No Information,No Information,No Information,No Information,0.17% above/0.17% above/0.17% above,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,13.84%,2.96%,10.88%,0.23,0.15,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-03-08 (Price: 5.63)",Weekly,No Exit Yet,5.84 (Backtested Min),No Date Target,4.86%/6.08%,"3.91%, 2.3 months","2026-05-15 (Price: 5.85), 3.91% above",6.1344 (Historic Rise or Fall to Pivot)/6.2059 (Avg % Gain of Historic Winning trades)/6.39 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.9987 (Backtested Max),2026-07-29 (Max)/2026-05-25 (Avg),5.46/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 10 years, 20",5.6,No Information,No Information,No Information,No Information,No Information,3.91% above/3.91% above/3.91% above,24.31%/3.73%/10.23%,"-0.0%, 22.1%",3.3 months/1.4 month/1.8 month,11.03%,7.59%,3.44%,0.58,0.4,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-05-07 (Price: 211.5)",Daily,2026-05-13 (Price: 225.83),No Price Target,2026-05-15 (Min),6.47%/12.09%,"6.53%, 8 days","2026-05-15 (Price: 225.32), 6.53% above",258.8337 (Historic Rise or Fall to Pivot)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/252.5521 (Backtested Max),2026-07-06 (Max)/2026-05-24 (Avg),196.5/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/184.51,"91.67%, Past 4 years, 24",208.315,No Information,No Information,No Information,No Information,No Information,8.42% above/6.53% above/6.53% above,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,14.93%,46.02%,-31.09%,0.77,1.8,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-04-27 (Price: 216.61)",Daily,No Exit Yet,No Price Target,2026-05-14 (Avg),4.74%/6.47%,"4.02%, 18 days","2026-05-15 (Price: 225.32), 4.02% above",265.0873 (Historic Rise or Fall to Pivot)/235.9966 (Avg % Gain of Historic Winning trades)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/258.654 (Backtested Max),2026-06-26 (Max),165.17/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/183.11,"91.67%, Past 4 years, 24",209.645,No Information,No Information,No Information,No Information,No Information,12.86% above/4.02% above/4.02% above,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,14.93%,46.02%,-31.09%,0.77,1.8,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
