Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Divergence Start/End (Date and Price [$]),Divergence Duration (days) (Max/Min/Avg),"Sigmashell, Success Rate of Past Analysis [%]",Spread,"Divergence observed with, Signal Type","Divergence Start (Date, Price)"
FRACTAL TRACK,"ORCL, Long, 2026-01-04 (Price: 195.71)",No Exit Yet,"-10.55%, 3.4 months","85.71%, Past 20 years, 28","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-04-17 (Price: 175.06), 10.55% below",3.4 months,194.16,Upmove Bounce Back,50% (Price: 179.76),2.61% below,"2009-03-15 (Price: 13.8), 2025-09-14 (Price: 345.72)",24.18%/15.03%/16.89%,"12.23%, 26.99%",2.6 years/1.4 month/11 months,2029-09-20/2026-03-05/2027-04-26,13.25%,8.62%,4.63%,0.0,0.44,228.8633/228.7654/394.86/No Horizontal Resistance/300.069/376.1425/215.37,189.97/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BDL.NS, Long, 2026-01-04 (Price: 1495.0)",No Exit Yet,"-7.65%, 3.4 months","83.33%, Past 8 years, 6","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-04-17 (Price: 1380.7), 7.65% below",3.4 months,1498.0,Upmove Bounce Back,38.2% (Price: 1323.4512),4.33% above,"2020-03-29 (Price: 72.65), 2025-06-01 (Price: 2096.6001)",25.67%/16.13%/20.09%,"7.93%, 41.95%",5.8 months/1.6 month/3.9 months,2026-09-13/2026-03-14/2026-06-22,11.42%,17.32%,-5.9%,0.52,0.75,1714.466/1795.3455/2709.37/1643.7/2355.3598/2625.1645/No EMA 200 Target,1373.1/184.5375/1479.6462/1355.4768/No F-Track Level/No F-Track Level/1488.99,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"HDB, Long, 2025-12-31 (Price: 36.54)",No Exit Yet,"-24.71%, 3.6 months","90.0%, Past 26 years, 10","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-04-17 (Price: 27.51), 24.71% below",3.6 months,36.7,Upmove Bounce Back,38.2% (Price: 34.562),20.4% below,"2024-02-29 (Price: 26.08), 2025-07-31 (Price: 39.805)",26.63%/20.05%/23.77%,"32.26%, 39.31%",3.3 years/4.1 months/1.4 year,2030-09-16/2026-06-25/2027-12-29,8.18%,10.58%,-2.4%,0.0,0.52,40.5411/45.2256/44.77/39.3812/40.717/47.4928/No EMA 200 Target,26.75/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/34.18,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"TCS.NS, Long, 2025-12-31 (Price: 3206.2)",No Exit Yet,"-19.48%, 3.6 months","87.5%, Past 21 years, 8","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-04-17 (Price: 2581.5), 19.48% below",3.6 months,3137.8999,Upmove Bounce Back,50% (Price: 2809.1),8.1% below,"2016-11-30 (Price: 1025.95), 2024-08-31 (Price: 4592.25)",26.36%/7.31%/19.61%,"10.18%, 12.85%",1.3 year/4.1 months/9.6 months,2027-11-08/2026-06-25/2027-02-21,6.97%,10.17%,-3.2%,0.0,0.54,3382.541/3834.9358/5345.98/4543.575/5637.7577/6110.9256/No EMA 200 Target,2888.4/2923.4601/3006.8346/2637.2425/No F-Track Level/No F-Track Level/3011.24,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"SUM.NZ, Long, 2025-12-31 (Price: 12.29)",No Exit Yet,"-32.87%, 3.6 months","100.0%, Past 14 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-04-17 (Price: 8.25), 32.87% below",3.6 months,10.7,Upmove Bounce Back,50% (Price: 10.74),23.18% below,"2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",48.88%/41.01%/44.94%,"-0.0%, 38.76%",1.3 year/1 year/1.1 year,2027-11-08/2027-06-05/2027-07-27,10.44%,9.71%,0.73%,0.71,0.48,12.6169/17.8131/15.53/13.345/19.8479/26.5969/No EMA 200 Target,8.8/9.1367/11.0645/No stop loss/No F-Track Level/No F-Track Level/11.21,100.0%/3/1.4 year (Across ALL Assets),50.0%/2/9.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"MU, Long, 2025-12-31 (Price: 285.41)",2026-04-17 (Price: 455.07),"59.44%, 3.6 months","100.0%, Past 41 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-04-17 (Price: 455.07), 59.44% above",3.6 months,165.6,Upmove Bounce Back,88.6% (Price: 60.8685),647.63% above,"2022-12-31 (Price: 48.43), 2024-06-30 (Price: 157.54)",60.09%/30.18%/39.46%,"0%, 84.83%",10.1 years/3.1 months/2.8 years,2040-06-01/2026-05-14/2029-12-28,8.19%,8.72%,-0.53%,0.31,0.46,585.2332/398.0328/350.88/No Horizontal Resistance/No Target/293.6684/No EMA 200 Target,49.98/48.44/232.8481/218.3057/No F-Track Level/No F-Track Level/258.24,100.0%/3/1.4 year (Across ALL Assets),50.0%/2/9.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"TRI.TO, Long, 2025-12-28 (Price: 181.76)",No Exit Yet,"-29.88%, 3.7 months","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2026-04-17 (Price: 127.45), 29.88% below",3.7 months,182.27,Upmove Bounce Back,88.6% (Price: 178.5402),28.62% below,"2023-10-29 (Price: 163.01), 2025-07-20 (Price: 299.24)",17.45%/1.4%/11.27%,"1.51%, 22.04%",1.5 year/1.6 month/5.6 months,2028-02-18/2026-03-07/2026-08-28,8.85%,4.46%,4.39%,0.0,0.21,213.0772/202.2444/263.5/240.8933/293.2329/455.2123/193.79,179.89/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"ORCL, Long, 2025-12-14 (Price: 189.97)",No Exit Yet,"-7.85%, 4.1 months","85.71%, Past 20 years, 28","Weekly, was CONFIRMED on 2025-12-14",Already confirmed,"2026-04-17 (Price: 175.06), 7.85% below",4.1 months,221.35,Upmove Bounce Back,50% (Price: 189.425),7.58% below,"2016-01-24 (Price: 33.13), 2025-09-14 (Price: 345.72)",24.18%/15.03%/16.89%,"12.23%, 26.99%",2.6 years/1.4 month/11 months,2029-08-30/2026-02-12/2027-04-05,13.25%,8.62%,4.63%,0.0,0.44,222.1509/222.0559/377.52/No Horizontal Resistance/300.069/376.1425/215.37,128.27/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BTC-USD, Long, 2025-12-07 (Price: 90405.6406)",No Exit Yet,"-17.29%, 4.4 months","83.33%, Past 11 years, 6","Weekly, was CONFIRMED on 2025-12-07",Already confirmed,"2026-04-17 (Price: 74772.2891), 17.29% below",4.4 months,90389.1094,Upmove Bounce Back,38.2% (Price: 79559.2742),6.02% below,"2020-03-15 (Price: 4106.981), 2025-10-12 (Price: 126198.0703)",23.52%/15.62%/18.4%,"5.43%, 65.2%",2 years/21 days/10.8 months,2028-10-14/2026-01-06/2027-03-21,15.38%,36.66%,-21.28%,0.0,1.34,92584.4165/107040.2785/163660.29/124582.2656/128919.9935/139224.439/No EMA 200 Target,86805.01/18304.4229/89236.7557/81023.3741/No F-Track Level/No F-Track Level/87587.01,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"CRM, Long, 2025-12-07 (Price: 260.57)",No Exit Yet,"-30.1%, 4.4 months","96.15%, Past 20 years, 26","Weekly, was CONFIRMED on 2025-12-07",Already confirmed,"2026-04-17 (Price: 182.14), 30.1% below",4.4 months,228.67,Upmove Bounce Back,61.8% (Price: 219.0361),16.84% below,"2022-12-25 (Price: 126.34), 2024-12-08 (Price: 369.0)",20.66%/6.06%/15.55%,"5.25%, 41.38%",1.4 year/2.3 months/6.4 months,2027-12-05/2026-03-16/2026-09-11,15.57%,11.4%,4.17%,0.0,0.55,No Target/301.0886/406.17/368.045/354.7868/402.2468/No EMA 200 Target,227.11/156.1/253.2538/209.3181/No F-Track Level/No F-Track Level/232.75,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",2026-04-17 (Price: 1365.0),"-12.92%, 4.6 months","75.0%, Past 48 years, 8","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-04-17 (Price: 1365.0), 12.92% below",4.6 months,1486.0,Upmove Bounce Back,23.66% (Price: 1322.8731),3.18% above,"2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,2028-03-13/2026-04-09/2026-11-16,9.14%,13.13%,-3.99%,0.0,0.61,2357.3632/1991.8222/2292.59/No Horizontal Resistance/2250.6285/2387.5727/No EMA 200 Target,1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1442.39,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"PERSISTENT.NS, Long, 2025-11-30 (Price: 6353.0)",No Exit Yet,"-14.27%, 4.6 months","100.0%, Past 16 years, 4","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-04-17 (Price: 5446.5), 14.27% below",4.6 months,5920.0,Upmove Bounce Back,38.2% (Price: 4786.1217),13.8% above,"2022-09-30 (Price: 1546.025), 2024-12-31 (Price: 6788.8999)",33.25%/28.37%/30.81%,"-0.0%, 7.87%",5.1 months/1 month/3.1 months,2026-07-09/2026-01-12/2026-04-13,8.66%,19.03%,-10.37%,0.83,0.87,9570.7945/8310.3593/9498.72/No Horizontal Resistance/9957.5854/15965.083/No EMA 200 Target,4822.5/1548.5125/6244.7475/3950.0879/No F-Track Level/No F-Track Level/5630.3,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"GBPUSD=X, Long, 2025-11-23 (Price: 1.3085)",No Exit Yet,"3.29%, 4.8 months","100.0%, Past 20 years, 12","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2026-04-17 (Price: 1.3516), 3.29% above",4.8 months,1.3157,Upmove Bounce Back,38.2% (Price: 1.3144),2.83% above,"2025-01-19 (Price: 1.2101), 2025-07-06 (Price: 1.3789)",2.17%/1.1%/1.64%,"-0.0%, 8.98%",2.9 years/7.9 months/1.8 year,2030-01-13/2026-11-01/2028-06-18,3.08%,-0.98%,4.06%,-0.43,-0.57,No Target/1.33/1.41/1.4232/2.4421/3.2078/1.34,1.22/1.1912/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"KXS.TO, Long, 2025-11-23 (Price: 176.3)",No Exit Yet,"-16.61%, 4.8 months","90.0%, Past 11 years, 10","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2026-04-17 (Price: 147.02), 16.61% below",4.8 months,172.62,Upmove Bounce Back,50% (Price: 165.965),11.42% below,"2022-06-19 (Price: 119.48), 2025-08-03 (Price: 212.45)",23.49%/6.23%/17.06%,"14.59%, 37.82%",1.4 year/1.6 month/9.6 months,2027-11-21/2026-01-31/2027-01-14,13.07%,15.21%,-2.14%,0.0,0.72,178.9445/206.3768/232.08/209.885/227.7644/245.4058/No EMA 200 Target,169.84/126.33/176.1333/151.1683/No F-Track Level/No F-Track Level/168.91,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"CNU.NZ, Long, 2025-11-02 (Price: 9.36)",No Exit Yet,"3.42%, 5.5 months","100.0%, Past 14 years, 12","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2026-04-17 (Price: 9.68), 3.42% above",5.5 months,9.2,Upmove Bounce Back,38.2% (Price: 9.046),7.01% above,"2025-03-23 (Price: 7.535), 2025-09-07 (Price: 9.98)",29.62%/5.27%/16.24%,"-0.0%, 27.27%",3.8 years/2.1 months/1.1 year,2031-04-06/2026-02-01/2027-05-29,13.04%,5.29%,7.75%,0.0,0.26,10.1088/10.8801/10.83/No Horizontal Resistance/10.0225/12.705/No EMA 200 Target,9.2/6.0983/9.3249/7.51/No F-Track Level/No F-Track Level/9.3,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BRK-B, Long, 2025-10-31 (Price: 477.54)",No Exit Yet,"-0.62%, 5.6 months","80.0%, Past 29 years, 15","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-04-17 (Price: 474.58), 0.62% below",5.6 months,502.5,Upmove Bounce Back,23.66% (Price: 451.5539),5.1% above,"2020-03-31 (Price: 159.5), 2025-05-31 (Price: 542.07)",27.51%/12.01%/21.3%,"16.03%, 41.66%",4.6 years/7.1 months/1.5 year,2032-05-24/2026-09-04/2027-12-22,7.82%,7.65%,0.17%,0.0,0.45,602.2257/579.256/707.08/488.245/630.85/709.9376/490.16,267.02/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",No Exit Yet,"5.15%, 5.6 months","100.0%, Past 31 years, 8","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-04-17 (Price: 83.71), 5.15% above",5.6 months,79.32,Upmove Bounce Back,23.66% (Price: 74.8871),11.78% above,"1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,2031-09-06/2026-01-30/2028-04-04,7.78%,12.47%,-4.69%,0.0,0.63,101.1286/101.8371/138.22/84.3925/95.0177/123.2166/85.14,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"CRM, Long, 2025-10-31 (Price: 260.41)",No Exit Yet,"-30.06%, 5.6 months","100.0%, Past 21 years, 9","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-04-17 (Price: 182.14), 30.06% below",5.6 months,236.49,Upmove Bounce Back,50% (Price: 222.525),18.15% below,"2022-12-31 (Price: 126.34), 2024-03-31 (Price: 318.71)",55.99%/21.39%/29.89%,"-0.0%, 27.95%",10.1 months/3.1 months/5.7 months,2027-01-12/2026-03-14/2026-07-05,17.86%,13.07%,4.79%,1.06,0.61,No Target/338.2465/375.83/368.045/354.7868/400.2507/No EMA 200 Target,237.0/156.1/253.2538/209.3181/No F-Track Level/No F-Track Level/232.75,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"ETH-USD, Long, 2025-10-26 (Price: 4157.9893)",No Exit Yet,"-43.63%, 5.8 months","100.0%, Past 10 years, 6","Weekly, was CONFIRMED on 2025-10-26",Already confirmed,"2026-04-17 (Price: 2343.78), 43.63% below",5.8 months,3984.6963,Upmove Bounce Back,38.2% (Price: 3403.7206),31.14% below,"2022-06-19 (Price: 896.109), 2025-08-24 (Price: 4953.7329)",33.25%/15.64%/23.72%,"-0.0%, 44.11%",5.4 months/7 days/2.7 months,2026-06-17/2025-11-05/2026-02-20,38.51%,17.52%,20.99%,0.0,0.91,4451.9591/5144.2644/6592.56/4922.7188/4887.278/5344.0381/No EMA 200 Target,3984.65/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level/2884.63,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"TRI.TO, Long, 2025-10-26 (Price: 227.55)",No Exit Yet,"-43.99%, 5.8 months","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2025-10-26",Already confirmed,"2026-04-17 (Price: 127.45), 43.99% below",5.8 months,222.85,Upmove Bounce Back,38.2% (Price: 205.33),37.93% below,"2018-05-13 (Price: 53.4023), 2025-07-20 (Price: 299.24)",17.45%/1.4%/11.27%,"1.51%, 22.04%",1.5 year/1.6 month/5.6 months,2027-12-17/2026-01-03/2026-06-26,8.85%,4.46%,4.39%,0.0,0.21,266.7569/253.1949/375.05/240.8933/293.2329/316.3836/No EMA 200 Target,212.03/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/193.79,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"CRM, Long, 2025-10-19 (Price: 243.08)",No Exit Yet,"-25.07%, 6 months","96.15%, Past 20 years, 26","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2026-04-17 (Price: 182.14), 25.07% below",6 months,242.89,Upmove Bounce Back,38.2% (Price: 237.0276),23.16% below,"2011-12-25 (Price: 23.5225), 2024-12-08 (Price: 369.0)",20.66%/6.06%/15.55%,"5.25%, 41.38%",1.4 year/2.3 months/6.4 months,2027-10-17/2026-01-26/2026-07-24,15.57%,11.4%,4.17%,0.0,0.55,No Target/280.8789/450.37/368.045/354.7868/400.2507/No EMA 200 Target,240.36/156.1/209.3181/186.7031/No F-Track Level/No F-Track Level/232.75,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"KXS.TO, Long, 2025-10-12 (Price: 182.12)",No Exit Yet,"-19.27%, 6.2 months","90.0%, Past 11 years, 10","Weekly, was CONFIRMED on 2025-10-12",Already confirmed,"2026-04-17 (Price: 147.02), 19.27% below",6.2 months,185.01,Upmove Bounce Back,50% (Price: 170.79),13.92% below,"2023-10-29 (Price: 129.13), 2025-08-03 (Price: 212.45)",23.49%/6.23%/17.06%,"14.59%, 37.82%",1.4 year/1.6 month/9.6 months,2027-10-10/2025-12-20/2026-12-03,13.07%,15.21%,-2.14%,0.0,0.72,184.8518/213.1897/232.11/209.885/222.1498/245.5558/No EMA 200 Target,175.17/125.3967/177.4966/151.1683/No F-Track Level/No F-Track Level/168.91,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"ATD.TO, Long, 2025-09-30 (Price: 74.25)",No Exit Yet,"6.03%, 6.6 months","100.0%, Past 37 years, 4","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2026-04-17 (Price: 78.73), 6.03% above",6.6 months,67.86,Upmove Bounce Back,23.66% (Price: 67.0289),17.46% above,"2008-09-30 (Price: 1.72), 2024-03-31 (Price: 87.27)",39.4%/36.6%/38.46%,"-0.0%, 19.07%",1.8 year/1.3 year/1.5 year,2028-04-25/2027-08-08/2027-11-21,8.31%,15.62%,-7.31%,0.76,0.71,92.1665/102.8066/125.58/85.51/85.3936/96.14/74.57,67.69/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,100.0%/3/1.4 year (Across ALL Assets),50.0%/2/9.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BDL.NS, Long, 2025-09-14 (Price: 1566.5)",No Exit Yet,"-11.86%, 7.2 months","83.33%, Past 8 years, 6","Weekly, was CONFIRMED on 2025-09-14",Already confirmed,"2026-04-17 (Price: 1380.7), 11.86% below",7.2 months,1451.0,Upmove Bounce Back,38.2% (Price: 1446.0159),4.52% below,"2023-02-19 (Price: 393.5), 2025-06-01 (Price: 2096.6001)",25.67%/16.13%/20.09%,"7.93%, 41.95%",5.8 months/1.6 month/3.9 months,2026-05-24/2025-11-22/2026-03-02,11.42%,17.32%,-5.9%,0.52,0.75,1796.4622/1881.2099/2588.36/No Horizontal Resistance/2355.3598/2625.1645/No EMA 200 Target,1435.7/184.5375/1479.6462/1355.4768/No F-Track Level/No F-Track Level/1488.99,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"BBTC.NS, Long, 2025-09-14 (Price: 1879.8)",No Exit Yet,"-18.8%, 7.2 months","100.0%, Past 20 years, 18","Weekly, was CONFIRMED on 2025-09-14",Already confirmed,"2026-04-17 (Price: 1526.4), 18.8% below",7.2 months,1850.0,Upmove Bounce Back,50% (Price: 1755.0),13.03% below,"2020-03-29 (Price: 535.0), 2024-10-06 (Price: 2975.0)",31.79%/15.04%/20.57%,"-0.0%, 49.07%",5.2 years/7 days/10.7 months,2033-02-15/2025-09-24/2026-12-22,15.98%,12.06%,3.92%,0.0,0.56,2218.54/2266.4749/3343.8/No Horizontal Resistance/3412.111/3657.8738/No EMA 200 Target,1753.7/846.25/1538.0338/1057.7422/No F-Track Level/No F-Track Level/1817.11,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"EMAMILTD.NS, Long, 2025-08-31 (Price: 573.6)",No Exit Yet,"-21.18%, 7.6 months","80.0%, Past 19 years, 5","Monthly, was CONFIRMED on 2025-08-31",Already confirmed,"2026-04-17 (Price: 452.1), 21.18% below",7.6 months,595.0,Upmove Bounce Back,38.2% (Price: 542.94),16.73% below,"2009-03-31 (Price: 30.0), 2024-09-30 (Price: 860.0)",20.39%/20.39%/20.39%,"25.6%, 30.03%",9.1 months/9.1 months/9.1 months,2026-09-30 (Max),2.75%,8.15%,-5.4%,-0.46,0.39,No Target/690.557/1071.6/625.825/992.8666/1281.316/No EMA 200 Target,529.95/337.475/462.4541/387.0135/No F-Track Level/No F-Track Level/526.04,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
FRACTAL TRACK,"INDA, Long, 2025-08-24 (Price: 53.58)",No Exit Yet,"-4.29%, 7.9 months","100.0%, Past 14 years, 7","Weekly, was CONFIRMED on 2025-08-24",Already confirmed,"2026-04-17 (Price: 51.28), 4.29% below",7.9 months,53.23,Upmove Bounce Back,38.2% (Price: 52.7974),2.87% below,"2025-03-09 (Price: 47.6), 2025-06-29 (Price: 56.01)",17.5%/15.26%/16.36%,"-0.0%, 39.17%",2.8 years/4 months/1.8 year,2029-08-21/2026-02-13/2028-03-19,7.96%,2.85%,5.11%,0.0,0.08,57.2342/62.3457/58.63/55.3633/66.8401/79.771/No EMA 200 Target,52.12/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level/52.63,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information,No Information
